datetime,split,number_of_symbols_above_ema50_1d,number_of_symbols_above_ema200_1d,ema50_ema200_breadth,average_ema_spread_pct,median_ema_spread_pct,strong_trend_symbol_count,trend_efficiency_mean,trend_efficiency_median,trend_efficiency_dispersion,average_pairwise_correlation_20d,average_pairwise_correlation_60d,return_dispersion_20d,return_dispersion_60d,market_breadth_return_20d,market_breadth_return_60d,average_atr_pct,median_atr_pct,atr_pct_dispersion,realized_volatility_mean,realized_volatility_dispersion,high_vol_symbol_count,low_vol_symbol_count,average_drawdown_from_60d_high,max_symbol_drawdown_from_60d_high,rebound_breadth,symbols_near_60d_high_count,average_funding_rate,median_funding_rate,funding_dispersion,positive_funding_symbol_count,negative_funding_symbol_count,extreme_positive_funding_count,extreme_negative_funding_count,funding_trend_7d,funding_trend_30d
2023-01-27 23:59:00+08:00,train_ext,5,5,5,0.09307533155263725,0.07630330101684553,3,0.4471851815146167,0.4188595016874858,0.18398119032061405,0.6156983405564467,0.5831004474777852,0.49268758277502184,,5,0,0.09575719412878067,0.069957120832967,0.0681333282982932,0.08794798759787778,0.11333303791498688,0,0,-0.0647276672793194,-0.24764890282131657,5,4,0.00015172412507851336,9.098854625923334e-05,0.00013163251218977406,5,0,0,0,0.00018063393676508003,
2023-01-28 23:59:00+08:00,train_ext,5,5,5,0.10225803239303174,0.08046110669234498,3,0.4245875799492637,0.4126702190645355,0.1964171110567412,0.6052714408642629,0.5737365404654835,0.28448205853038055,,5,0,0.10150284631448177,0.06242816417032443,0.08922586357531533,0.08898271473710466,0.11476259623407882,0,0,-0.08078766888304897,-0.3413384216982418,5,4,2.4847876898973334e-05,1.6387878797966666e-05,7.062986250492113e-05,4,1,0,0,-0.00015764821812208667,
2023-01-29 23:59:00+08:00,train_ext,5,5,5,0.10450818532438426,0.08326486005244628,3,0.3871966604048976,0.3663366336633666,0.2193651929145272,0.5982925845447343,0.5728294510885181,0.11375908226708707,,5,0,0.09887353330954848,0.06119023537535689,0.08466132109597316,0.08618271715045342,0.11255430498088194,0,0,-0.07085707394924667,-0.32702739539321257,5,4,5.895081167402e-05,3.3266520078e-05,6.95000896134703e-05,4,1,0,0,-4.367575100986666e-05,
2023-01-30 23:59:00+08:00,train_ext,5,5,5,0.11003459519565813,0.08841284016684636,3,0.40281205673242965,0.37012913242700807,0.17006985969915406,0.5966404406535487,0.5820794808378854,1.5324520274462605,,5,0,0.10152829408795701,0.06410232141392343,0.0854812886601164,0.07524437711836221,0.08964014966966961,0,0,-0.09453964918847835,-0.3352051247103721,5,4,0.00020724367071134667,0.00017857359579749997,8.712404129665539e-05,5,0,0,0,6.766483174013314e-06,
2023-01-31 23:59:00+08:00,train_ext,5,5,5,0.1131492812192185,0.09102920169326886,3,0.42534623319303533,0.37615403809365416,0.1444014946644651,0.6026283517710616,0.5553314983585839,0.7437439098381949,,5,0,0.10616456743100786,0.06544702773657307,0.09108152174397952,0.07047567449430132,0.07895121740580902,0,0,-0.0899085856413615,-0.34343737222297954,5,3,6.440616655208666e-05,8.09923325334e-05,9.264865986229992e-05,3,2,0,0,-2.344592927660001e-05,0.00017709382447512667
2023-02-01 23:59:00+08:00,train_ext,5,5,5,0.1196208977518016,0.09394845417459217,1,0.3117376446371053,0.24658887074994487,0.16994390731507183,0.6121599111367614,0.5628535845796521,0.19141729089891468,,5,0,0.1091848687746864,0.06294610563491357,0.0967746535978312,0.05549520475325964,0.050016922688236244,0,0,-0.11384161325983706,-0.3776202807687066,5,3,8.144176446468e-05,7.611313738146666e-05,4.368691029549312e-05,5,0,0,0,-1.3148031320139994e-05,9.815519830777333e-05
2023-02-02 23:59:00+08:00,train_ext,5,5,5,0.11598686317338022,0.09238841914381364,2,0.3246298414254847,0.24927306370605345,0.16170910680317582,0.5862274927902108,0.5492834606697377,0.13492140193565513,,5,0,0.10596202690629516,0.06514423076923076,0.08628725616418548,0.05540600286354873,0.04834651590464126,0,0,-0.07418256269583279,-0.3181954477306801,5,4,0.00013173235084811333,0.00013411308981786665,7.315049608557723e-05,5,0,0,0,0.00014319295093218,0.00018935359075257334
2023-02-03 23:59:00+08:00,train_ext,5,5,5,0.11954205607006319,0.09562645086558624,1,0.21040151313673014,0.14653880731195693,0.1395821891584122,0.4535139090613409,0.5439255219759499,0.027453085358402567,,5,0,0.10897285494199431,0.0714908408171118,0.08574389215203232,0.04899176380455359,0.04345136189389661,0,0,-0.07135854594290043,-0.32198446231429745,5,4,0.00030185097678885997,0.0003470341460525,9.434698181673742e-05,5,0,0,0,0.0001501268517103466,0.0010644146522197132
2023-02-04 23:59:00+08:00,train_ext,5,5,5,0.12293099280787265,0.09791917585561742,1,0.19462900466294059,0.18967819161180466,0.12662973067641345,0.45348336799741407,0.5414262148247269,0.02742009225891333,,5,0,0.10352933075269195,0.06720498890231057,0.08344748606623119,0.04888380147221727,0.04330003563948588,0,0,-0.07205123038126145,-0.3263459179501159,5,4,0.00010137120134489333,8.07273330168e-05,0.00012332436454125418,4,1,0,0,7.652332444592e-05,0.0009443070232217667
2023-02-05 23:59:00+08:00,train_ext,5,5,5,0.12932169101016566,0.1024789686138397,0,0.16959866992351286,0.17325130112853923,0.10104433575650398,0.4700144269926401,0.5502649165677583,0.028247064317604303,,5,0,0.10939858489649139,0.06943991337363864,0.08682842695246615,0.048942227163335815,0.04337865178481341,0,0,-0.09642993194406273,-0.3555404116123757,5,3,7.690077263455334e-05,4.91606585357e-05,6.661010640985607e-05,4,1,0,0,1.7949960960533343e-05,0.0001591079650358
2023-02-06 23:59:00+08:00,train_ext,5,5,5,0.13188447762078648,0.10478040810090071,0,0.14835733402299417,0.14165815616005942,0.09624736636652316,0.47203780743221957,0.550470833527695,0.033939651738969165,,5,0,0.10984278641876337,0.06954360263522884,0.08686458594215805,0.048862509247026766,0.043437748822230934,0,0,-0.09614820769182367,-0.3604197901049475,5,4,7.655059650013335e-06,5.25678128899e-05,0.00010947862253682229,3,2,0,0,-0.00019958861106133334,-5.2598784090133265e-06
2023-02-07 23:59:00+08:00,train_ext,5,5,5,0.13547536289673337,0.10780833478481493,0,0.15223355503293448,0.14507422402159276,0.08525572887181802,0.47768597667666823,0.5537370441432874,0.012599035848026005,,5,0,0.10431626443802858,0.07112559446095056,0.07287491538398938,0.04861167879764104,0.04313179670512596,0,0,-0.1068881270750179,-0.3723047567125528,5,3,5.3733053978113336e-05,5.77241520291e-05,4.550460074524876e-05,4,1,0,0,-1.0673112573973327e-05,8.345911192620665e-05
2023-02-08 23:59:00+08:00,train_ext,5,5,5,0.13618549682190373,0.10839397586356453,0,0.21450512482616713,0.22833745250654772,0.08664159746785173,0.4627646159831609,0.5515118754604796,0.011168785326600936,,5,0,0.09471208666267786,0.06805112509699111,0.056580774408817446,0.048038192101853505,0.04320622023504895,0,0,-0.10041355929735248,-0.3655172413793104,5,4,6.235833346865333e-05,5.531785565956666e-05,5.14114242257933e-05,4,1,0,0,-1.9083430996026676e-05,0.00015287459464275333
2023-02-09 23:59:00+08:00,train_ext,5,5,5,0.13916572418941167,0.11170319454780661,0,0.17515690697368527,0.1496584266497639,0.09822715738972526,0.41674847613717086,0.5225807568348315,0.04195446435484755,,5,0,0.09598927990326829,0.06699666097328778,0.0573183087009213,0.04895398877156555,0.0429439349584772,0,0,-0.10544233766941187,-0.38189995911135344,2,2,0.00011103366854049333,0.00011256235303713334,1.7794871421035228e-05,5,0,0,0,-2.069868230762e-05,5.831097376266778e-07
2023-02-10 23:59:00+08:00,train_ext,4,5,5,0.14976385196979455,0.11934061889824199,0,0.14318799938827104,0.12831545276983605,0.08911869864368778,0.43936681113183,0.5567090598674762,0.05814950302794096,,0,0,0.10054224993747256,0.07624320589071443,0.04943665952096483,0.0481683060283657,0.04165498846582065,0,0,-0.16931333484651284,-0.43530053155240567,0,0,5.449742312713334e-05,9.87394249988e-05,9.166527551384717e-05,3,2,0,0,-0.0002473535536617266,6.880560408726666e-05
2023-02-11 23:59:00+08:00,train_ext,4,5,5,0.14930741575999898,0.11872863590312063,0,0.1296501366585768,0.1259898390713252,0.0703404010467897,0.4434067742108813,0.556243811291216,0.05727302548020169,,0,0,0.09317663871927587,0.07706782939383011,0.03810917143206797,0.048147340733526965,0.04165877641076883,0,0,-0.16621312443705155,-0.4411612375630367,0,0,-1.4939526094826671e-05,-8.866866569333328e-07,8.030129793620838e-05,2,3,0,0,-0.00011631072743972,-2.5816649421953335e-05
2023-02-12 23:59:00+08:00,train_ext,5,5,5,0.14549365679945098,0.11697661910284385,0,0.09749863387063211,0.09310344827586228,0.05478955285552732,0.4503721819409384,0.5551897791808452,0.03628401178573886,,0,0,0.09382012209184226,0.07450027685492802,0.04122385441945385,0.04831909653588817,0.0416917745940551,0,0,-0.15264657469339507,-0.416191904047976,0,0,-4.8975401367860014e-05,-9.495190071733333e-06,0.00011170195278981933,2,3,0,0,-0.00012587617400241336,-9.104443866842e-05
2023-02-13 23:59:00+08:00,train_ext,2,5,5,0.1505879689528782,0.12120787496161534,1,0.29176574282083856,0.2279366482969888,0.19703941731235916,0.5193323945229529,0.5640077883978329,0.1468353317902249,,0,0,0.09751496809411009,0.0767078010065815,0.042617595073385174,0.03454985407040792,0.01348251811450216,0,0,-0.18753018642684754,-0.4446504020716915,0,0,-8.379725434499333e-05,-5.576272896236667e-05,0.00014264820915131857,2,3,0,0,-9.145231399500666e-05,-8.088704160739333e-05
2023-02-14 23:59:00+08:00,train_ext,5,5,5,0.14335721240170235,0.1157257145344635,1,0.15156470992126722,0.08939096267190574,0.20136307418749644,0.5498833974061605,0.5641529410631865,0.1418181352592201,,1,0,0.08980615638060434,0.0746513023624421,0.03544732433385199,0.03536280918988675,0.01472801914570127,0,0,-0.15820900358541623,-0.4027531688701105,1,0,-3.648167071054e-05,1.1974891513666664e-05,0.00013294609009622914,3,2,0,0,-9.021472468865334e-05,-0.0005129571271883133
