policy_name,base_policy_name,atr_mult,timeframe,direction,volume,contract_size,entry_time,entry_price,exit_time,exit_price,exit_reason,holding_minutes,gross_pnl,fee,slippage,net_pnl,no_cost_net_pnl,r_multiple,mfe,mae,size,entry_signal_time,exit_signal_time,used_htf_bar_time,entry_atr,initial_risk
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-01-22T04:14:00+08:00,91231.9,2026-01-22T21:14:00+08:00,90280.1,atr_trailing_stop,1020.0,-0.09517999999999883,0.009075600000000001,4e-05,-0.10429559999999884,-0.09517999999999883,-0.331658932477458,0.09499000000000088,0.20318999999999943,0.01,2026-01-22T03:59:00+08:00,2026-01-22T20:59:00+08:00,2026-01-22T03:59:00+08:00,1048.221428571429,0.3144664285714287
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-01-23T04:14:00+08:00,88050.6,2026-01-23T10:14:00+08:00,91747.6,atr_trailing_stop,360.0,-0.36970000000000003,0.008989910000000002,4e-05,-0.37872991,-0.36970000000000003,-1.5484411794768471,0.06506000000000059,0.37282999999999883,0.01,2026-01-23T03:59:00+08:00,2026-01-23T09:59:00+08:00,2026-01-23T03:59:00+08:00,815.2928571428565,0.24458785714285697
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-01-26T01:14:00+08:00,88190.0,2026-01-26T14:14:00+08:00,89009.9,atr_trailing_stop,780.0,-0.08198999999999942,0.008859995,4e-05,-0.09088999499999942,-0.08198999999999942,-0.5367534484067695,0.3352899999999994,0.14453999999999942,0.01,2026-01-26T00:59:00+08:00,2026-01-26T13:59:00+08:00,2026-01-26T00:59:00+08:00,564.442857142857,0.1693328571428571
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-01-27T21:14:00+08:00,86182.2,2026-01-28T00:14:00+08:00,86745.1,atr_trailing_stop,180.0,-0.056290000000000874,0.008646365000000001,4e-05,-0.06497636500000087,-0.056290000000000874,-0.30973363773179285,0.01821999999999971,0.3043,0.01,2026-01-27T20:59:00+08:00,2026-01-27T23:59:00+08:00,2026-01-27T20:59:00+08:00,699.2714285714288,0.20978142857142867
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-01-28T05:14:00+08:00,91178.8,2026-01-28T21:14:00+08:00,88707.0,atr_trailing_stop,960.0,-0.24718000000000032,0.008994290000000002,4e-05,-0.2562142900000003,-0.24718000000000032,-0.610719525317534,0.01095,0.3113600000000006,0.01,2026-01-28T04:59:00+08:00,2026-01-28T20:59:00+08:00,2026-01-28T04:59:00+08:00,1398.4285714285713,0.4195285714285714
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-01-30T00:14:00+08:00,86106.6,2026-02-04T20:14:00+08:00,77401.3,atr_trailing_stop,8400.0,0.8705300000000004,0.008175395000000002,4e-05,0.8623146050000003,0.8705300000000004,2.7837510364928497,1.4173300000000004,0.08441999999999972,0.01,2026-01-29T23:59:00+08:00,2026-02-04T19:59:00+08:00,2026-01-29T23:59:00+08:00,1032.5571428571432,0.30976714285714296
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-05T02:14:00+08:00,74558.7,2026-02-06T23:14:00+08:00,68438.5,donchian_exit,2700.0,0.6120199999999998,0.00714986,4e-05,0.6048301399999998,0.6120199999999998,1.8754796795506476,1.3235199999999998,0.10399000000000087,0.01,2026-02-05T01:59:00+08:00,2026-02-06T22:59:00+08:00,2026-02-05T01:59:00+08:00,1074.9785714285692,0.32249357142857077
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-07T02:14:00+08:00,70615.0,2026-02-07T16:14:00+08:00,68900.0,donchian_exit,840.0,-0.1715,0.006975750000000001,4e-05,-0.17851575000000003,-0.1715,-0.34267911939647727,0.23850000000000002,0.20878999999999942,0.01,2026-02-07T01:59:00+08:00,2026-02-07T15:59:00+08:00,2026-02-07T01:59:00+08:00,1736.471428571429,0.5209414285714287
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-07T23:14:00+08:00,69578.2,2026-02-08T05:14:00+08:00,70574.5,atr_trailing_stop,360.0,-0.0996300000000003,0.007007635000000001,4e-05,-0.1066776350000003,-0.0996300000000003,-0.3594303190017225,0.1631,0.1539600000000006,0.01,2026-02-07T22:59:00+08:00,2026-02-08T04:59:00+08:00,2026-02-07T22:59:00+08:00,989.3214285714265,0.29679642857142796
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-08T17:14:00+08:00,71072.5,2026-02-10T15:14:00+08:00,70032.1,donchian_exit,2760.0,-0.10403999999999942,0.007055230000000001,4e-05,-0.11113522999999942,-0.10403999999999942,-0.289348460080746,0.14075000000000001,0.22846000000000058,0.01,2026-02-08T16:59:00+08:00,2026-02-10T14:59:00+08:00,2026-02-08T16:59:00+08:00,1280.2928571428586,0.38408785714285765
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-11T16:14:00+08:00,65661.8,2026-02-12T10:14:00+08:00,67643.6,donchian_exit,1080.0,-0.1981800000000003,0.006665270000000002,4e-05,-0.2048852700000003,-0.1981800000000003,-0.5853339251169292,0.10311000000000059,0.22995999999999914,0.01,2026-02-11T15:59:00+08:00,2026-02-12T09:59:00+08:00,2026-02-11T15:59:00+08:00,1166.7714285714287,0.3500314285714286
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-12T20:14:00+08:00,67666.1,2026-02-13T03:14:00+08:00,65828.6,donchian_exit,420.0,-0.18375,0.006674735000000001,4e-05,-0.19046473500000002,-0.18375,-0.6530416730954325,0.13781999999999972,0.26661000000000057,0.01,2026-02-12T19:59:00+08:00,2026-02-13T02:59:00+08:00,2026-02-12T19:59:00+08:00,972.192857142857,0.2916578571428571
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-14T00:14:00+08:00,69271.8,2026-02-14T14:14:00+08:00,68400.0,donchian_exit,840.0,-0.0871800000000003,0.006883590000000001,4e-05,-0.09410359000000029,-0.0871800000000003,-0.33127901409654925,0.14198999999999942,0.18416999999999972,0.01,2026-02-13T23:59:00+08:00,2026-02-14T13:59:00+08:00,2026-02-13T23:59:00+08:00,946.8714285714294,0.28406142857142885
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-16T03:14:00+08:00,68214.8,2026-02-18T17:14:00+08:00,68052.1,donchian_exit,3720.0,0.01626999999999971,0.006813345,4e-05,0.009416654999999708,0.01626999999999971,0.03869945311880675,0.16181999999999971,0.23126999999999973,0.01,2026-02-16T02:59:00+08:00,2026-02-18T16:59:00+08:00,2026-02-16T02:59:00+08:00,811.0928571428574,0.2433278571428572
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-19T00:14:00+08:00,67039.4,2026-02-20T08:14:00+08:00,66930.3,atr_trailing_stop,1920.0,0.010909999999999127,0.006698485,4e-05,0.004171514999999127,0.010909999999999127,0.023531131767573613,0.12605,0.14397000000000118,0.01,2026-02-18T23:59:00+08:00,2026-02-20T07:59:00+08:00,2026-02-18T23:59:00+08:00,590.9214285714271,0.17727642857142814
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-20T14:14:00+08:00,67778.2,2026-02-21T06:14:00+08:00,67686.9,atr_trailing_stop,960.0,-0.00913000000000029,0.006773255,4e-05,-0.015943255000000288,-0.00913000000000029,-0.2747686559814932,0.1474800000000003,0.03280999999999913,0.01,2026-02-20T13:59:00+08:00,2026-02-21T05:59:00+08:00,2026-02-20T13:59:00+08:00,193.41428571428384,0.05802428571428516
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-22T05:14:00+08:00,67215.3,2026-02-22T19:14:00+08:00,68110.2,atr_trailing_stop,840.0,-0.08948999999999942,0.006766275,4e-05,-0.09629627499999942,-0.08948999999999942,-0.7803136250506425,0.03913000000000029,0.09685,0.01,2026-02-22T04:59:00+08:00,2026-02-22T18:59:00+08:00,2026-02-22T04:59:00+08:00,411.3571428571418,0.12340714285714256
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-23T10:14:00+08:00,65656.5,2026-02-23T16:14:00+08:00,66991.9,atr_trailing_stop,360.0,-0.13353999999999944,0.00663242,4e-05,-0.14021241999999945,-0.13353999999999944,-1.0297027723135745,0.06565,0.1439699999999997,0.01,2026-02-23T09:59:00+08:00,2026-02-23T15:59:00+08:00,2026-02-23T09:59:00+08:00,453.8928571428592,0.13616785714285778
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-24T04:14:00+08:00,64849.0,2026-02-25T00:14:00+08:00,65166.8,donchian_exit,1200.0,-0.031780000000000294,0.00650079,4e-05,-0.03832079000000029,-0.031780000000000294,-0.17589294121504334,0.18910000000000002,0.031780000000000294,0.01,2026-02-24T03:59:00+08:00,2026-02-24T23:59:00+08:00,2026-02-24T03:59:00+08:00,726.2142857142862,0.21786428571428587
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,long,0.01,0.01,2026-02-25T10:14:00+08:00,67001.0,2026-02-26T20:14:00+08:00,68442.4,atr_trailing_stop,2040.0,0.14413999999999944,0.00677217,4e-05,0.13732782999999943,0.14413999999999944,0.8446525202201878,0.33953000000000033,0.14245,0.01,2026-02-25T09:59:00+08:00,2026-02-26T19:59:00+08:00,2026-02-25T09:59:00+08:00,541.9500000000007,0.16258500000000023
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-27T01:14:00+08:00,67905.2,2026-02-27T18:14:00+08:00,68371.6,atr_trailing_stop,1020.0,-0.046640000000000875,0.006813840000000001,4e-05,-0.053493840000000875,-0.046640000000000875,-0.3783481911459409,0.02495999999999913,0.1247,0.01,2026-02-27T00:59:00+08:00,2026-02-27T17:59:00+08:00,2026-02-27T00:59:00+08:00,471.2928571428586,0.1413878571428576
tf_1h_donchian_20_10_atr3,tf_1h_donchian_20_10,3.0,1h,short,0.01,0.01,2026-02-27T19:14:00+08:00,67575.0,2026-03-01T05:14:00+08:00,66464.0,donchian_exit,2040.0,0.1111,0.00670195,4e-05,0.10435805000000001,0.1111,0.7425995842291697,0.38235999999999987,0.045000000000000005,0.01,2026-02-27T18:59:00+08:00,2026-03-01T04:59:00+08:00,2026-02-27T18:59:00+08:00,468.43571428571573,0.14053071428571473
