split,policy_name,policy_family,timeframe,regime_at_entry,trade_count,aligned_trade_count,net_pnl,no_cost_pnl,avg_net_pnl,avg_no_cost_pnl,positive_trade_count,negative_trade_count,win_rate,positive_pnl_sum,loss_abs_sum
validation_ext,v3_1d_donchian_55_20_atr5,1d_donchian,1d,weak_downtrend,2,2,-0.031830045,-0.0315099999999999,-0.0159150225,-0.01575499999999995,0,2,0.0,0.0,0.031830045
validation_ext,v3_1d_donchian_55_20_atr5,1d_donchian,1d,weak_uptrend,2,2,-1.1949155700000005,-1.1822600000000005,-0.5974577850000002,-0.5911300000000003,0,2,0.0,0.0,1.1949155700000005
validation_ext,v3_1d_ema_50_200_atr5,1d_ema,1d,choppy,9,0,0.08011370500000103,0.1174100000000014,0.008901522777777893,0.013045555555555711,2,7,0.2222222222222222,1.0898199049999993,1.009706199999998
validation_ext,v3_1d_ema_50_200_atr5,1d_ema,1d,compression,1,0,2.95830288,2.96606,2.95830288,2.96606,1,0,1.0,2.95830288,0.0
validation_ext,v3_1d_ema_50_200_atr5,1d_ema,1d,high_vol_choppy,6,0,0.17118570500000058,0.1872700000000006,0.02853095083333343,0.031211666666666766,1,5,0.16666666666666666,0.6734564150000003,0.5022707099999998
validation_ext,v3_1d_ema_50_200_atr5,1d_ema,1d,weak_downtrend,20,20,-0.3523841349999993,-0.32062999999999914,-0.017619206749999967,-0.016031499999999956,3,17,0.15,0.2235618699999998,0.5759460049999992
validation_ext,v3_1d_ema_50_200_atr5,1d_ema,1d,weak_uptrend,21,21,-1.0327068749999984,-0.9253299999999982,-0.049176517857142776,-0.044063333333333246,6,15,0.2857142857142857,2.0526113049999997,3.085318179999999
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,choppy,16,0,-1.9078638500000005,-1.8681800000000002,-0.11924149062500003,-0.11676125000000001,3,13,0.1875,0.085849335,1.9937131850000003
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,compression,2,0,0.7501190099999989,0.761259999999999,0.37505950499999946,0.3806299999999995,1,1,0.5,1.455961909999999,0.7058429
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,high_vol_choppy,10,0,-2.289341169999999,-2.2553999999999994,-0.22893411699999988,-0.22553999999999993,5,5,0.5,0.868915145000001,3.158256315
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,strong_uptrend,1,1,-0.028316,-0.025,-0.028316,-0.025,0,1,0.0,0.0,0.028316
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,weak_downtrend,20,20,-1.361642349999999,-1.320519999999999,-0.06808211749999996,-0.06602599999999995,8,12,0.4,0.6104426100000003,1.9720849599999992
validation_ext,v3_4h_donchian_100_30_atr5,4h_donchian,4h,weak_uptrend,8,8,0.17517854499999963,0.20905000000000018,0.021897318124999954,0.026131250000000023,2,6,0.25,2.0819843,1.9068057550000002
validation_ext,v3_4h_donchian_20_10_atr4,4h_donchian,4h,choppy,67,0,-3.8086221699999983,-3.610619999999998,-0.056845107014925345,-0.053889850746268626,23,44,0.34328358208955223,1.9699613449999986,5.778583514999998
validation_ext,v3_4h_donchian_20_10_atr4,4h_donchian,4h,compression,3,0,0.4441684599999989,0.46251999999999904,0.14805615333333297,0.15417333333333302,1,2,0.3333333333333333,0.6686757499999988,0.2245072899999999
validation_ext,v3_4h_donchian_20_10_atr4,4h_donchian,4h,high_vol_choppy,19,0,-4.082927499999998,-4.0100599999999975,-0.21489092105263144,-0.21105578947368409,4,15,0.21052631578947367,0.9325770200000003,5.015504519999998
validation_ext,v3_4h_donchian_20_10_atr4,4h_donchian,4h,weak_downtrend,37,35,-1.0912067349999997,-1.0065699999999995,-0.02949207391891891,-0.02720459459459458,15,22,0.40540540540540543,1.4402200999999997,2.5314268349999995
validation_ext,v3_4h_donchian_20_10_atr4,4h_donchian,4h,weak_uptrend,26,23,2.8905514550000024,2.9967100000000024,0.11117505596153855,0.11525807692307702,10,16,0.38461538461538464,6.077882069999999,3.1873306149999974
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,choppy,34,0,-1.63078578,-1.53758,-0.047964287647058824,-0.045222941176470584,11,23,0.3235294117647059,2.0798190350000003,3.7106048150000004
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,compression,1,0,0.6686757499999988,0.6777799999999988,0.6686757499999988,0.6777799999999988,1,0,1.0,0.6686757499999988,0.0
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,high_vol_choppy,12,0,-3.199842370000001,-3.170760000000001,-0.26665353083333343,-0.2642300000000001,4,8,0.3333333333333333,0.2415283449999994,3.441370715
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,strong_uptrend,1,1,-0.3961469950000006,-0.3866100000000006,-0.3961469950000006,-0.3866100000000006,0,1,0.0,0.0,0.3961469950000006
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,weak_downtrend,24,24,-2.0074550999999987,-1.949039999999999,-0.08364396249999995,-0.08120999999999996,7,17,0.2916666666666667,0.7059183800000005,2.7133734799999996
validation_ext,v3_4h_donchian_55_20_atr4,4h_donchian,4h,weak_uptrend,13,13,0.2998743500000002,0.36462000000000006,0.023067257692307705,0.02804769230769231,4,9,0.3076923076923077,2.5633163449999996,2.263441994999999
validation_ext,v3_4h_donchian_55_with_risk_filters,4h_donchian,4h,choppy,14,0,-0.45119538499999984,-0.4273899999999999,-0.032228241785714276,-0.030527857142857134,6,8,0.42857142857142855,0.4506592499999994,0.9018546349999992
validation_ext,v3_4h_donchian_55_with_risk_filters,4h_donchian,4h,strong_uptrend,1,1,-0.1143454999999998,-0.1123999999999998,-0.1143454999999998,-0.1123999999999998,0,1,0.0,0.0,0.1143454999999998
validation_ext,v3_4h_donchian_55_with_risk_filters,4h_donchian,4h,weak_downtrend,4,4,0.29026042500000004,0.29359,0.07256510625000001,0.0733975,1,3,0.25,0.31766401,0.027403584999999998
validation_ext,v3_4h_donchian_55_with_risk_filters,4h_donchian,4h,weak_uptrend,5,5,-0.08056057,-0.07357999999999999,-0.016112114,-0.014715999999999998,2,3,0.4,0.0564561450000001,0.13701671500000012
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,choppy,39,0,2.0286603099999994,2.160619999999999,0.05201693102564101,0.05540051282051279,16,23,0.41025641025641024,3.5199990949999993,1.4913387850000006
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,compression,7,0,-0.23960808499999964,-0.2098899999999998,-0.034229726428571375,-0.029984285714285686,2,5,0.2857142857142857,0.6932835549999996,0.9328916399999992
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,high_vol_choppy,12,0,-0.42244382999999935,-0.39109999999999934,-0.035203652499999946,-0.03259166666666661,3,9,0.25,0.1061951699999998,0.5286389999999992
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,strong_uptrend,1,1,-0.8178032500000001,-0.8145000000000001,-0.8178032500000001,-0.8145000000000001,0,1,0.0,0.0,0.8178032500000001
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,weak_downtrend,163,163,-0.6460672199999945,-0.2351799999999955,-0.003963602576687083,-0.001442822085889543,37,126,0.22699386503067484,3.8895274100000004,4.535594629999994
validation_ext,v3_4h_ema_50_200_atr4,4h_ema,4h,weak_uptrend,90,90,2.053023475000005,2.432690000000006,0.022811371944444502,0.027029888888888954,21,69,0.23333333333333334,7.5534244300000015,5.500400954999998
validation_ext,v3_4h_vol_compression_donchian_breakout,4h_donchian,4h,choppy,52,0,-3.2358095099999957,-3.086139999999996,-0.06222710596153838,-0.05934884615384607,15,37,0.28846153846153844,1.2926254799999997,4.5284349899999965
validation_ext,v3_4h_vol_compression_donchian_breakout,4h_donchian,4h,compression,3,0,0.4441684599999989,0.46251999999999904,0.14805615333333297,0.15417333333333302,1,2,0.3333333333333333,0.6686757499999988,0.2245072899999999
validation_ext,v3_4h_vol_compression_donchian_breakout,4h_donchian,4h,high_vol_choppy,2,0,-0.3857252049999998,-0.3789899999999998,-0.1928626024999999,-0.1894949999999999,0,2,0.0,0.0,0.3857252049999998
validation_ext,v3_4h_vol_compression_donchian_breakout,4h_donchian,4h,weak_downtrend,20,19,-1.2956251,-1.2439000000000004,-0.06478125500000001,-0.06219500000000002,8,12,0.4,0.5048177899999993,1.8004428899999998
validation_ext,v3_4h_vol_compression_donchian_breakout,4h_donchian,4h,weak_uptrend,17,15,-1.2982058149999984,-1.2161299999999986,-0.07636504794117638,-0.07153705882352933,6,11,0.35294117647058826,1.748728359999999,3.046934174999998
validation_ext,v3_ensemble_core,ensemble,4h,choppy,59,0,-0.16353895499999863,0.02127000000000088,-0.002771846694915231,0.0003605084745762861,19,40,0.3220338983050847,3.1575001299999994,3.3210390849999984
validation_ext,v3_ensemble_core,ensemble,4h,compression,6,0,0.44762551500000014,0.4757100000000001,0.07460425250000002,0.07928500000000001,2,4,0.3333333333333333,0.6932835549999996,0.24565803999999947
validation_ext,v3_ensemble_core,ensemble,4h,high_vol_choppy,14,0,-2.640781545,-2.60627,-0.1886272532142857,-0.18616214285714286,4,10,0.2857142857142857,0.1539877749999995,2.7947693199999994
validation_ext,v3_ensemble_core,ensemble,4h,strong_uptrend,1,1,-0.8178032500000001,-0.8145000000000001,-0.8178032500000001,-0.8145000000000001,0,1,0.0,0.0,0.8178032500000001
validation_ext,v3_ensemble_core,ensemble,4h,weak_downtrend,161,161,-0.5086482849999951,-0.10550999999999577,-0.003159306118012392,-0.0006553416149068061,37,124,0.22981366459627328,3.82360039,4.3322486749999936
validation_ext,v3_ensemble_core,ensemble,4h,weak_uptrend,91,91,2.075049845000005,2.460410000000005,0.022802745549450606,0.02703747252747258,20,71,0.21978021978021978,7.834769725000003,5.759719879999998
