timeframe,bar_count,strong_uptrend_count,strong_uptrend_pct,weak_uptrend_count,weak_uptrend_pct,strong_downtrend_count,strong_downtrend_pct,weak_downtrend_count,weak_downtrend_pct,choppy_count,choppy_pct,high_vol_choppy_count,high_vol_choppy_pct,compression_count,compression_pct,strong_trend_count,trend_regime_count,choppy_high_vol_count,strong_trend_pct,trend_regime_pct,choppy_high_vol_pct,avg_trend_score,avg_trend_efficiency,avg_abs_ema_spread_pct,avg_atr_pct,avg_adx_or_proxy
1d,5930,363,0.0612141652613828,1837,0.30978077571669477,36,0.0060708263069139965,1278,0.21551433389544689,1654,0.278920741989882,658,0.11096121416526138,104,0.017537942664418212,399,3514,2312,0.0672849915682968,0.5925801011804385,0.3898819561551433,0.4288792182510633,0.15440059184791174,0.12476408509480827,0.09990323343426755,26.81842193133312
4h,35580,1160,0.032602585722315905,9385,0.26377178189994377,429,0.012057335581787522,10265,0.28850477796514895,10109,0.2841202922990444,3642,0.10236087689713322,590,0.016582349634626195,1589,21239,13751,0.04465992130410343,0.5969364811691962,0.38648116919617764,0.4265745173452424,0.13994105235804005,0.05820495205552664,0.03952047467720101,28.395985055568293
