regime,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mfe_atr_mean,mae_atr_median,mae_atr_mean,take_profit_first_rate,stop_first_rate
long,2893,-0.0005845487132465257,-0.000150571962868774,0.001598804737851621,0.0006784796863181916,0.002245081423179833,0.0013218053068673058,0.43553404770134807,-0.0007885876162606879,-0.0002784290912192943,0.002527019297455822,0.0011767327156263897,0.0032311414510520515,0.001929054574942937,0.42481852748012444,-0.0008580511736469981,-0.0004505363528009882,0.0035006557918434247,0.0017259236606139905,0.004061674326641554,0.002523163714049405,0.42032492222606294,-0.0008766737704600875,-0.0004979124875879297,0.005025257539913227,0.002553784061271867,0.005328196671169161,0.0033842300210515097,0.43449706187348774,-0.0008437735930176767,-0.0006334968667100473,0.007084825550022646,0.004246502396282189,0.0071339891019184705,0.004630263600791993,0.4403733148980297,3.6928035015202116,6.762346850374715,3.9732952275438556,6.095704319929362,0.2996889042516419,0.6909782232976149
short,2402,-0.000797907159438322,-0.0001974866564997433,0.0018230942640470283,0.000860598175170999,0.0024351606278381643,0.001245119792277889,0.43297252289758537,-0.0010696881561564169,-0.00045735240556664543,0.0028394045204281912,0.001399219052325389,0.0035935481940759803,0.002026566692605412,0.4121565362198168,-0.001120083686753235,-0.0006188411431806325,0.003930732707159724,0.002059675174553772,0.004624694114564913,0.0026750207452737097,0.41007493755203994,-0.0012536159411478947,-0.0008117236475559096,0.005438244036646194,0.002886229456154249,0.0059714221877720415,0.003745929592988176,0.4192339716902581,-0.0011982321412539571,-0.0009270822262998829,0.007461703008951064,0.0044619083649291005,0.00786405458993772,0.005044449097731321,0.4238134887593672,3.8677996238799226,6.835297035102565,4.458185327006015,6.153774707833013,0.33305578684429643,0.6586178184845962
