policy_name,weekday,signal_count,long_count,short_count,overlap_count,median_future_return_60m,mean_future_return_60m,positive_rate_60m,median_mfe_60m,median_mae_60m,median_future_return_120m,mean_future_return_120m,positive_rate_120m,median_mfe_120m,median_mae_120m,median_future_return_240m,mean_future_return_240m,positive_rate_240m,median_mfe_240m,median_mae_240m,median_future_return_480m,mean_future_return_480m,positive_rate_480m,median_mfe_480m,median_mae_480m
htf_1h_15m_structure_with_vol_cap,5,414,196,218,2700,-0.00027082382737902977,7.22712270057446e-05,0.43719806763285024,0.002103171414353344,0.0024796016559193723,-0.0004316941897086757,8.899561144641302e-05,0.427536231884058,0.0034504106628088227,0.003434101083431673,-0.000504158343848371,-0.0001236156870475894,0.4396135265700483,0.006609457683543152,0.005267413094269979,-0.0012521991455372583,-0.00015891358123342738,0.4057971014492754,0.013115724926086703,0.008224363144340496
htf_1h_15m_structure_with_vol_cap,6,443,231,212,2755,0.0,-0.0001651450931190785,0.4966139954853273,0.00219159750245157,0.002255891930075804,-7.322221687533492e-06,-2.1475080116904752e-05,0.4898419864559819,0.0031014750207492003,0.0034268423525093406,-0.00011419712165194884,0.00015646545076927022,0.48758465011286684,0.006711409395973256,0.00553080221232094,0.00040834251461951965,0.0020903641015600585,0.5304740406320542,0.014557171148305681,0.008191445739565761
htf_1h_ema_15m_donchian_structure,0,693,368,325,5229,-0.0003476624060441136,-0.0005632486531571417,0.4733044733044733,0.00339914949926734,0.0037696177062374048,-0.0005910799272831335,-0.0006888661297349516,0.45454545454545453,0.005621598846828002,0.005366101400983481,-0.0001532033426184798,-0.0005178563774928504,0.4906204906204906,0.011562187047102546,0.008062273797897368,-0.00035622436922222445,-0.0014240434472631612,0.48917748917748916,0.01703258569274846,0.013278678714619074
htf_1h_ema_15m_donchian_structure,1,533,281,252,3406,-0.0006246096189882477,-0.0005971126798755977,0.43151969981238275,0.00333164588423851,0.004105752440084043,-0.0004115029862384878,-0.0008131771447682212,0.4596622889305816,0.005442462375763402,0.005633293124246097,-0.0010120123041782447,-0.0015946183829142026,0.4371482176360225,0.009677665168025706,0.008336394572501904,-0.0006663487134733748,-0.0013155680089227593,0.46716697936210133,0.01592030898866481,0.012849850211524627
htf_1h_ema_15m_donchian_structure,2,606,345,261,4312,-0.0005237105169949019,-0.0007590041075534953,0.4537953795379538,0.0031301375737340376,0.003568690137353947,-0.0007635023440703548,-0.0011409456405311413,0.43234323432343236,0.005145014535198444,0.005337640582906034,-0.0016166697769495197,-0.0015580715571786275,0.4141914191419142,0.00801121395946669,0.008324451487418338,-0.0014871487357706048,-0.0015514594098055892,0.42574257425742573,0.013705547901099902,0.012068184411833605
htf_1h_ema_15m_donchian_structure,3,568,388,180,3753,-0.0003935862764705145,-0.00045526873934871945,0.45422535211267606,0.0029119729281924522,0.0032220715389344456,-0.0003974371547997846,-0.00021644440055369087,0.45774647887323944,0.004325898049485133,0.004782107004535852,9.231819723531931e-05,0.00022912748348631997,0.5105633802816901,0.007778683105624795,0.006948225572933231,0.0009431254386880195,0.0010324320205345118,0.5422535211267606,0.016476633482283454,0.010482282308639956
htf_1h_ema_15m_donchian_structure,4,670,405,265,4619,-0.0005007132348467391,-0.0006682301300765773,0.43134328358208956,0.0028038889866137673,0.003904813725562395,-0.0010998877376772187,-0.0012437458582998783,0.417910447761194,0.004419226107344243,0.005688513607763734,-0.0016161393728393314,-0.0019772662478779062,0.4044776119402985,0.008668550706180445,0.009077243054250173,-0.0034959087325973637,-0.003393992002106005,0.3567164179104478,0.012814174680257695,0.012906264594561623
htf_1h_ema_15m_donchian_structure,5,475,256,219,3070,-0.0005440377429417609,-0.0007616715252513966,0.4063157894736842,0.002258118894578942,0.0030690970457131206,-0.0007934524221039352,-0.0010412518972000566,0.37473684210526315,0.0033780576481499125,0.0041358277855141345,-0.0009405519000017515,-0.0014627488347215543,0.37894736842105264,0.004959314271403947,0.005898025669076157,-0.0014446316247890278,-0.001391777248996576,0.3831578947368421,0.011149991359944655,0.008873003963275061
htf_1h_ema_15m_donchian_structure,6,609,310,299,4225,-7.234139445733145e-05,-0.0005030324990533465,0.4745484400656814,0.0020770196295536447,0.002659171373930791,-0.00016665802890303283,-0.0004638871567306713,0.47126436781609193,0.0031531546857561654,0.0038941148495408306,-0.00015670051397764784,-0.0003512360205303663,0.47783251231527096,0.006241854722546236,0.0058709570498154395,0.0001547261134082767,0.0008680855327168803,0.5090311986863711,0.014174329532131491,0.00884325479256931
htf_1h_ema_15m_ema_structure,0,807,435,372,7741,-0.00018425121436327352,-0.00038995019547520993,0.4795539033457249,0.0033573133447757364,0.003435212235271101,-0.0005978839889159149,-0.0003391751467877357,0.459727385377943,0.005414469116104659,0.005130327219656339,-0.00039520289377503737,-0.00037449309014906204,0.4770755885997522,0.010973635005412596,0.007734012450481109,-0.0009609622350327252,-0.0011356088223052462,0.4721189591078067,0.016407657681445365,0.012703497487266846
htf_1h_ema_15m_ema_structure,1,615,344,271,5406,-0.00022214522260999292,-3.834704562429405e-05,0.4764227642276423,0.003541289686253668,0.003726795755593759,-2.2873066868434044e-05,8.765663249355393e-05,0.4975609756097561,0.005814632244345974,0.005134279262791308,-0.00034733634979799977,-0.00015651758254337452,0.4813008130081301,0.011248278367850473,0.007715989244378552,0.0,0.0002225549400175223,0.4991869918699187,0.017826193390452882,0.010958752281630235
htf_1h_ema_15m_ema_structure,2,652,402,250,5810,-0.00022867926305519815,-0.00033749005348324216,0.4662576687116564,0.0030368960599225225,0.003330403997286069,-0.0006836993651900269,-0.0006822241898883972,0.4233128834355828,0.004498868109490739,0.00474763008594814,-0.0016676231633552807,-0.001425380041997698,0.4049079754601227,0.007356970485831726,0.007892009996938953,-0.0022042222220972074,-0.0011478554836550417,0.42024539877300615,0.012858656611828945,0.012390854458941891
htf_1h_ema_15m_ema_structure,3,694,501,193,6337,-0.00027359859205550174,-0.00019517521524577017,0.4553314121037464,0.0027380925888387253,0.003084367491322293,-0.0003206768959673201,-0.00010162827603524263,0.4697406340057637,0.004284387979235249,0.0046177890223374485,9.60287317963715e-06,0.0001264730794751538,0.5,0.008742185319221774,0.006860047870691555,0.00010523208818413732,0.0003854534930433131,0.5057636887608069,0.016796895969540704,0.011559214036352738
htf_1h_ema_15m_ema_structure,4,779,481,298,7345,-0.0002812699843698363,-0.000304841520422891,0.4582798459563543,0.0032911954122385456,0.0038884902818822065,-0.0008803089265522202,-0.0006109175454130343,0.43774069319640563,0.005208187575814094,0.005423396903004973,-0.0013608036746408647,-0.0008407779420866346,0.4146341463414634,0.010712537101784436,0.00881372312152695,-0.001900578530104946,-0.001904813903167404,0.4159178433889602,0.015544887529260976,0.012713745423677092
htf_1h_ema_15m_ema_structure,5,560,271,289,4952,-0.0003725363988830721,-0.00033128390604940817,0.4392857142857143,0.002393987935108477,0.0027684660413658246,-0.0006326244230832612,-0.0005638041330845732,0.4017857142857143,0.0035595255150939753,0.003737870303761437,-0.0007399670181850171,-0.0006444097725713037,0.41964285714285715,0.006609457683543152,0.005586166018183403,-0.0012695241316941774,-0.0006556324038608371,0.3982142857142857,0.013078566370448796,0.009297438846840866
htf_1h_ema_15m_ema_structure,6,619,305,314,4976,-8.15469693082882e-06,-0.00048461689100036376,0.4911147011308562,0.0023246644001262418,0.0027158386298065107,-9.871278527995297e-05,-0.00035869294115529603,0.47495961227786754,0.0035406368335402227,0.003860045849599314,-0.00043395838567483747,-0.00012069613488276617,0.45234248788368336,0.0070774647887323905,0.006421097046413471,-0.00013964431770840946,0.0012667406912271555,0.4911147011308562,0.013744504936830326,0.00922254816219592
htf_1h_ema_15m_vwap_structure,0,874,476,398,9302,-0.00011997716245787382,-0.00016604910024272377,0.488558352402746,0.003289361516406797,0.0033731035685805044,-0.0002300040384573543,-1.4692101200534456e-05,0.4805491990846682,0.005264045413105767,0.004891341700513863,-0.0001518897010426845,8.261484033601986e-05,0.4862700228832952,0.010913877386704685,0.007215729426198192,-0.0011349201624361593,-0.0005552231935694214,0.4679633867276888,0.016680042786297422,0.012820690444440175
htf_1h_ema_15m_vwap_structure,1,660,369,291,6221,-0.0001126665861051479,8.584266986455939e-05,0.48333333333333334,0.003376592005087775,0.0036972598562861614,-5.380983783837001e-05,8.785688738502502e-05,0.48787878787878786,0.005560297597211772,0.0050929583020852265,-0.00041342159742485673,-3.088392242172745e-05,0.47575757575757577,0.011092460299376605,0.007706542034695507,-0.00012530063191257268,0.00015610930268348676,0.4954545454545455,0.017883455129035664,0.011171728379158974
