exit_variant,oracle,strategy_source,policy_or_group,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution,avg_captured_fraction,early_exit_share,late_entry_share
oracle_hold_to_trend_end,True,trend_v3_extended,v3_1d_donchian_55_20_atr5,43,6.984030000000002,6.871905425000001,6.051932844436114,4155,True,0.5813953488372093,2.0755135227501658,2.957879162187935,0.4080758657587737,0.6524081155175153,0.9903604268278317,0.0,0.023255813953488372
oracle_hold_to_trend_end,True,trend_v3_extended,v3_1d_ema_50_200_atr5,162,6.950659999999999,6.447589089999999,5.328169793909412,6931,True,0.4876543209876543,1.212749472793306,7.551451620354858,0.42181306871598706,3.3890634400469275,0.8050643575451821,0.2037037037037037,0.25925925925925924
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_donchian_100_30_atr5,170,-9.577540000000003,-10.03301897,-10.353166657712215,5003,True,0.4176470588235294,0.6467349051660898,12.614203141380031,0.5095656040589648,-1.19656209222152,0.9665960434875177,0.03529411764705882,0.041176470588235294
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_donchian_20_10_atr4,517,-27.04002,-28.35894659999999,-28.983163644767732,9184,True,0.379110251450677,0.5139741851805095,29.73477136357326,0.5170386604509497,-0.6871012810651266,0.8106711266308062,0.2127659574468085,0.2727272727272727
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_donchian_55_20_atr4,278,-22.260139999999996,-23.012533784999995,-23.50900162705035,6726,True,0.4172661870503597,0.49254716828035383,26.9705461368953,0.5516498873921074,-0.6431291307552321,0.9036273624331047,0.10431654676258993,0.12589928057553956
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_donchian_55_with_risk_filters,73,4.03688,3.8877286750000004,3.6049436361510057,1573,True,0.4520547945205479,1.6271440335645935,2.5946878798184883,0.674951965811203,1.50842848495433,0.8884550916277605,0.1095890410958904,0.136986301369863
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_ema_50_200_atr4,1116,-28.548309999999994,-31.80720943499998,-33.490892597181784,22526,True,0.48118279569892475,0.7561733887694586,44.14386524402965,1.0,-1.746045528654451,0.6641180473456911,0.33602150537634407,0.4659498207885305
oracle_hold_to_trend_end,True,trend_v3_extended,v3_4h_vol_compression_donchian_breakout,349,-14.548089999999998,-15.445479979999995,-15.944052511823543,6218,True,0.4068767908309456,0.548017894412877,16.03012020574644,1.0,-0.7439037982696693,0.784687471148808,0.25501432664756446,0.30945558739255014
oracle_hold_to_trend_end,True,trend_v3_extended,v3_ensemble_core,1154,-44.62569999999999,-47.932743649999985,-49.412796179461544,23367,True,0.4662045060658579,0.6565834399599906,54.88053534044986,1.0,-1.0630936793101087,0.6751972777099249,0.3275563258232236,0.44540727902946275
oracle_hold_to_trend_end,True,vsvcb_v1,A,17155,550806.3860328657,516496.38603286573,505132.11101446126,392848,True,0.5689303410084523,1.5150806438606685,39733.03700060583,0.4275081345015186,1.3473438868840508,0.4982958986924677,0.5100553774409793,0.6514135820460507
oracle_hold_to_trend_end,True,vsvcb_v1,B,5963,144791.28749297655,132865.28749297655,130300.65464867384,140781,True,0.5552574207613618,1.3596648048517286,20470.746996091224,0.4877586336746963,1.7577093843203229,0.4991261492403191,0.5099781988931745,0.6607412376320644
oracle_hold_to_trend_end,True,vsvcb_v1,C,12403,431299.34124568425,406493.34124568425,398211.666246371,284031,True,0.5761509312263162,1.5842972543757003,36292.97885489041,0.39303101674825297,1.2489708441623444,0.49162717407798123,0.5185035878416512,0.6624203821656051
oracle_hold_to_trend_end,True,vsvcb_v1,D,4220,112946.82050453228,104506.82050453228,102648.10249121473,99447,True,0.5656398104265403,1.416240351291902,8803.13796767722,0.43325093561045913,1.5828621512113403,0.49494874980680176,0.5154028436018957,0.6691943127962086
oracle_hold_to_trend_end,True,vsvcb_v1,E,4220,-112946.82050453228,-121386.82050453228,-119528.10249121473,99447,True,0.41137440758293836,0.6670397345219256,126077.52928810868,0.41065143192216874,-1.0687282960007178,0.49494874980680176,0.5154028436018957,0.6691943127962086
original_exit,False,csrb_v1,A,11356,-112800.92430666185,-135512.92430666185,-135545.22578066014,11748,True,0.3510038746037337,0.342409641970537,135668.5717765501,0.6503113768809429,-0.26351900335095607,0.06605318767783928,0.9765762592462135,0.6382529059528003
original_exit,False,csrb_v1,B,2802,-25011.561202952438,-30615.561202952438,-30635.35090100403,2441,True,0.3547466095645967,0.3729183541042187,31173.379177339306,0.5990262497113421,-0.3085363232473083,0.07430129887363134,0.9714489650249821,0.6409707351891506
original_exit,False,csrb_v1,C,4097,-19998.33259697424,-28192.332596974236,-28172.189051666435,3834,True,0.3844276299731511,0.47537954672129007,28172.18905166644,0.6609021531644766,-0.38952864161286016,0.049253809721692736,0.9836465706614596,0.6353429338540395
