exit_variant,oracle,strategy_source,policy_or_group,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution,avg_captured_fraction,early_exit_share,late_entry_share
original_exit,False,csrb_v1,D,6218,36129.65568344535,23693.655683445348,23653.402456558986,5697,True,0.529109038275973,1.7063396118275547,598.293113308885,0.5894822080128238,1.0154350409189015,0.05889465395924529,0.9728208427146993,0.6228690897394661
original_exit,False,csrb_v1,E,6287,42519.6127616568,29945.612761656794,29942.721421037706,5622,True,0.5099411484014633,1.5964506999141754,4889.826685094159,0.8831905828815665,1.472639334231702,0.059559066787845186,0.9782090027039924,0.6402099570542389
original_exit,False,trend_v3_extended,v3_1d_donchian_20_10_atr4,89,2.6402300000000034,2.4070844050000026,1.1089314468935905,9015,True,0.3595505617977528,1.0833673799692072,4.6413194533945195,0.5442462457124632,6.947106883849837,0.9685280414724637,0.0449438202247191,0.02247191011235955
original_exit,False,trend_v3_extended,v3_1d_donchian_55_20_atr5,43,-3.4800299999999975,-3.592154574999998,-4.543835295759666,7321,True,0.32558139534883723,0.588481242336194,5.953015531863698,0.934158550194631,-0.6541272191329276,0.9316824602181297,0.09302325581395349,0.023255813953488372
original_exit,False,trend_v3_extended,v3_1d_ema_50_200_atr5,162,6.747000000000001,6.243929090000002,4.955748174792284,8828,True,0.2777777777777778,1.4020114137534538,4.550635473363867,0.7818695513507818,2.372736837431187,0.6537011754964441,0.4012345679012346,0.25925925925925924
original_exit,False,trend_v3_extended,v3_4h_donchian_100_30_atr5,170,-9.38694,-9.842418969999997,-10.618463859094277,5504,True,0.3176470588235294,0.5734950742219865,12.301733520279319,1.0,-0.9546896557655868,0.7917716492188405,0.2235294117647059,0.041176470588235294
original_exit,False,trend_v3_extended,v3_4h_donchian_20_10_atr4,517,-13.464679999999994,-14.783606599999992,-15.707067226845837,8429,True,0.3346228239845261,0.6152878999191675,17.793543291697453,0.45565614168605073,-1.0749453020375155,0.613522212135051,0.4274661508704062,0.2727272727272727
original_exit,False,trend_v3_extended,v3_4h_donchian_55_20_atr4,278,-12.082510000000006,-12.834903785000007,-13.675853480680065,6415,True,0.33093525179856115,0.5689175526294635,17.610779187928493,0.35676086961790976,-0.9230860553957811,0.6978766101166127,0.3345323741007194,0.12589928057553956
original_exit,False,trend_v3_extended,v3_4h_donchian_55_with_risk_filters,73,4.14391,3.994758675000001,3.5737714302439207,1508,True,0.3287671232876712,1.9743950339232774,1.2022461924874532,0.7602738789147712,1.2998437388012203,0.6949542750925787,0.3561643835616438,0.136986301369863
original_exit,False,trend_v3_extended,v3_4h_ema_50_200_atr4,1116,-0.5327299999999936,-3.791629434999984,-5.071330969455253,9211,True,0.22401433691756273,0.8779248507883798,8.187918228503417,1.0,-5.746656093484607,0.3514157154635365,0.681899641577061,0.4659498207885305
original_exit,False,trend_v3_extended,v3_4h_vol_compression_donchian_breakout,349,-9.88074,-10.778129979999997,-11.371752888754406,5367,True,0.332378223495702,0.5376186882177719,12.344799914745604,1.0,-0.7220087478513723,0.593152718870092,0.46131805157593125,0.30945558739255014
original_exit,False,trend_v3_extended,v3_ensemble_core,1154,-4.525599999999995,-7.832643649999985,-9.138657665841539,9837,True,0.21923743500866552,0.8043572710584566,12.202405942575357,1.0,-3.2993199370907544,0.3616510508723918,0.6741767764298093,0.44540727902946275
original_exit,False,vsvcb_v1,A,17155,-123757.02362138111,-158067.02362138111,-158080.87338591443,10255,True,0.3287088312445351,0.32764623614812055,158248.2165114482,0.6263260275584693,-0.26589414108027853,0.036306862897973635,0.9873506266394637,0.6514135820460507
original_exit,False,vsvcb_v1,B,5963,-28608.27054385162,-40534.27054385162,-40518.481235402534,3589,True,0.31796075800771423,0.3728251460242728,40536.72205635657,0.5865131628497512,-0.3370658748717925,0.033594354310810474,0.9899379506959584,0.6607412376320644
original_exit,False,vsvcb_v1,C,12403,-101091.40988634138,-125897.40988634138,-125885.95464745307,7503,True,0.32629202612271224,0.31768983948492135,126070.22092997415,0.6133998264955159,-0.2550558084261053,0.03624697192364614,0.9874223978069822,0.6624203821656051
original_exit,False,vsvcb_v1,D,4220,-25578.219589147262,-34018.219589147266,-33991.579623423655,2567,True,0.31492890995260664,0.3470833389284353,34009.82044437767,0.6115113922094655,-0.3071962447223957,0.034533477160826026,0.9890995260663508,0.6691943127962086
original_exit,False,vsvcb_v1,E,4220,25578.219589147262,17138.219589147262,17111.579623423648,2567,True,0.4886255924170616,1.6858297549937076,3119.9572892906635,0.93790295623388,1.5735486858233063,0.034533477160826026,0.9890995260663508,0.6691943127962086
swing_trailing_exit,False,csrb_v1,A,11356,-146406.79475123796,-169118.79475123796,-171652.07541051693,77801,True,0.3142831983092638,0.5232273534473814,172092.94322047912,0.7634993394202043,-0.5691724373280435,0.23421740690516876,0.8652694610778443,0.6382529059528003
swing_trailing_exit,False,csrb_v1,B,2802,-34000.481348950016,-39604.481348950016,-40217.42940175428,19290,True,0.32583868665239113,0.5512655978140684,40362.55268137061,0.6852321220710315,-0.6231458410895788,0.2459268867838847,0.8579586009992862,0.6409707351891506
swing_trailing_exit,False,csrb_v1,C,4097,-38684.6700756107,-46878.6700756107,-47577.310437847846,27331,True,0.3253600195264828,0.5582566633406881,47605.056527062574,0.7779521754441656,-0.6076078149411868,0.21486237607248798,0.875030510129363,0.6353429338540395
swing_trailing_exit,False,csrb_v1,D,6218,32135.72471547922,19699.724715479224,18482.032000096577,41210,True,0.4250562881955613,1.1807848515844956,11350.946315439593,0.5887672407184968,2.8858373345701005,0.22335695858918483,0.8642650369893856,0.6228690897394661
swing_trailing_exit,False,csrb_v1,E,6287,39171.15505783394,26597.15505783394,26170.438175083214,20033,True,0.4175282328614602,1.351001640091509,8765.945261434914,0.8004935072956508,2.3325251870406007,0.12770851455316176,0.8851598536662956,0.6402099570542389
swing_trailing_exit,False,trend_v3_extended,v3_1d_donchian_20_10_atr4,89,-0.11161999999999915,-0.34476559499999915,-0.46653049962716747,826,True,0.3595505617977528,0.9119204528197431,2.038440268519345,0.6200099494428417,-6.506312967428973,0.11162642426522469,0.1348314606741573,0.02247191011235955
swing_trailing_exit,False,trend_v3_extended,v3_1d_donchian_55_20_atr5,43,-3.189229999999999,-3.3013545750000004,-3.3709382121300338,365,True,0.3953488372093023,0.32561937263941876,3.5760059964834,0.8111047783828524,-0.23288102378422207,0.019501181975178992,0.13953488372093023,0.023255813953488372
swing_trailing_exit,False,trend_v3_extended,v3_1d_ema_50_200_atr5,162,-0.7024200000000024,-1.205490910000001,-1.347687758410347,1234,True,0.3765432098765432,0.8246975505748957,3.3293432706003157,0.8030833120171935,-2.936209798294865,0.17566552018093065,0.4506172839506173,0.25925925925925924
swing_trailing_exit,False,trend_v3_extended,v3_4h_donchian_100_30_atr5,170,-10.032280000000004,-10.487758970000002,-10.70020980970542,1541,True,0.35294117647058826,0.3599298921342681,10.887301878776745,0.35232761073747587,-0.3796606953255039,0.2673674543743361,0.36470588235294116,0.041176470588235294
swing_trailing_exit,False,trend_v3_extended,v3_4h_donchian_20_10_atr4,517,-8.314989999999996,-9.63391659999999,-10.017688599549519,4404,True,0.3578336557059961,0.6542010585833173,10.642015371833129,0.4927719099232754,-1.0390504586726188,0.39597691016732495,0.5087040618955513,0.2727272727272727
swing_trailing_exit,False,trend_v3_extended,v3_4h_donchian_55_20_atr4,278,-13.110410000000005,-13.862803785000002,-14.130767817132842,2479,True,0.3597122302158273,0.3910445326847338,14.315928934109799,0.415846404716768,-0.41619027476095,0.33364708234839585,0.44964028776978415,0.12589928057553956
swing_trailing_exit,False,trend_v3_extended,v3_4h_donchian_55_with_risk_filters,73,0.5194499999999986,0.37029867499999886,0.3137246961892619,649,True,0.3424657534246575,1.123256568318794,1.2204472378659998,0.8255428625380399,7.253092553360433,0.337664532792977,0.5068493150684932,0.136986301369863
swing_trailing_exit,False,trend_v3_extended,v3_4h_ema_50_200_atr4,1116,0.9428400000000066,-2.3160594349999846,-3.301498781690241,7414,True,0.3709677419354839,0.9287438441161088,6.765209961265086,0.9906324775807707,-7.979315233442039,0.2875427185674384,0.6917562724014337,0.4659498207885305
swing_trailing_exit,False,trend_v3_extended,v3_4h_vol_compression_donchian_breakout,349,-0.8070799999999987,-1.704469979999996,-1.9920469462558161,3032,True,0.38108882521489973,0.8769907950297136,2.9673453928453144,0.8714258235041806,-3.516327221131445,0.4033503383237442,0.5186246418338109,0.30945558739255014
swing_trailing_exit,False,trend_v3_extended,v3_ensemble_core,1154,-2.167329999999996,-5.474373649999985,-6.441963975156252,7834,True,0.3682842287694974,0.8682373108018072,9.039550263054423,1.0,-4.047611685382237,0.296766844847714,0.6854419410745234,0.44540727902946275
swing_trailing_exit,False,vsvcb_v1,A,17155,-182425.12144323136,-216735.12144323136,-220500.00657300698,115364,True,0.3182745555231711,0.5591182804188133,221062.73006088927,0.7552853161397112,-0.6516507563306153,0.21972594781234542,0.8784027980180705,0.6514135820460507
swing_trailing_exit,False,vsvcb_v1,B,5963,-46208.60552057512,-58134.60552057512,-59007.23876944991,36382,True,0.3050477947341942,0.5989995605610084,59578.23173261291,0.8157500882191091,-0.7927833476489278,0.20209822485862142,0.8953546872379675,0.6607412376320644
swing_trailing_exit,False,vsvcb_v1,C,12403,-140729.6701662049,-165535.6701662049,-168039.4892888802,84442,True,0.314359429170362,0.5455409895814304,168429.63483268564,0.7267997661993167,-0.6236055617834236,0.21687476019905197,0.8830121744739176,0.6624203821656051
swing_trailing_exit,False,vsvcb_v1,D,4220,-33611.16216615898,-42051.16216615898,-42569.47854716467,26112,True,0.3056872037914692,0.6029501102740552,43304.12270003775,0.7899878207255121,-0.806163563786244,0.20479498155978004,0.8940758293838863,0.6691943127962086
swing_trailing_exit,False,vsvcb_v1,E,4220,23296.700431385358,14856.700431385358,14543.20655603969,15214,True,0.3921800947867299,1.2738847988602509,7006.512457003227,0.8144751206727233,2.9364750938088156,0.13481122317501595,0.9075829383886256,0.6691943127962086
time_stop_if_no_progress,False,csrb_v1,A,11356,-132586.49391987428,-155298.49391987428,-155370.0376158732,15237,True,0.3523247622402254,0.31308515371048456,155528.2002288988,0.6118211416298661,-0.23011755357409303,0.08654306076802902,0.9649524480450863,0.6382529059528003
time_stop_if_no_progress,False,csrb_v1,B,2802,-30759.867207103263,-36363.86720710326,-36403.8771167479,3334,True,0.3526052819414704,0.3345915065136481,36937.77481920276,0.5868886612536,-0.25964592996712355,0.0913923252078981,0.9618129907209136,0.6409707351891506
time_stop_if_no_progress,False,csrb_v1,C,4097,-28615.45457095665,-36809.454570956645,-36775.79252900348,5235,True,0.3841835489382475,0.40919436688768646,36775.792529003396,0.6319121987515981,-0.2985715464864279,0.07209221138245989,0.9729070051257017,0.6353429338540395
time_stop_if_no_progress,False,csrb_v1,D,6218,29216.837097227006,16780.837097227006,16730.38029192971,6764,True,0.5249276294628498,1.4136281511509343,861.3503133801223,0.6809120924711849,1.436779365367696,0.07056843332852021,0.9663879060791252,0.6228690897394661
time_stop_if_no_progress,False,csrb_v1,E,6287,35996.9248324625,23422.9248324625,23425.93859943125,6587,True,0.5096230316526165,1.4123629257126036,7301.213904874618,0.9494373599160912,1.8833978011026649,0.06767448472651301,0.9758231270876412,0.6402099570542389
time_stop_if_no_progress,False,trend_v3_extended,v3_1d_donchian_20_10_atr4,89,2.3700600000000014,2.136914405000002,0.8605528761428121,7176,True,0.30337078651685395,1.0763434027613552,4.687273440003715,0.7650163199992758,8.277505404832514,0.7662489881532585,0.0449438202247191,0.02247191011235955
time_stop_if_no_progress,False,trend_v3_extended,v3_1d_donchian_55_20_atr5,43,0.906750000000002,0.7946254250000018,-0.1172139870511748,5535,True,0.32558139534883723,0.9822479642071106,2.4417514206506397,0.5246021039052783,-25.3574374610741,0.7026152248380798,0.09302325581395349,0.023255813953488372
time_stop_if_no_progress,False,trend_v3_extended,v3_1d_ema_50_200_atr5,162,6.485499999999998,5.982429090000002,4.868644532460481,6157,True,0.2716049382716049,1.4979067173742828,3.052711320851122,0.7817105930503236,2.3444047509848596,0.47220285576476706,0.41975308641975306,0.25925925925925924
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_donchian_100_30_atr5,170,-6.194320000000001,-6.649798969999999,-7.417458644385901,4106,True,0.29411764705882354,0.5982617893170127,9.164708815685138,1.0,-1.0865087385585317,0.6090855081940839,0.2529411764705882,0.041176470588235294
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_donchian_20_10_atr4,517,-9.667739999999997,-10.98666659999999,-11.808048939258864,7097,True,0.2978723404255319,0.6584036235742998,13.871224856070224,0.513014952671215,-1.4160792425592639,0.5232603445838013,0.44874274661508706,0.2727272727272727
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_donchian_55_20_atr4,278,-6.286280000000005,-7.038673785000001,-7.799900442266153,5118,True,0.3129496402877698,0.6912605740233576,12.178361433614384,1.0,-1.6184808687101524,0.552547308831422,0.381294964028777,0.12589928057553956
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_donchian_55_with_risk_filters,73,4.049340000000001,3.9001886750000003,3.5482566186377493,1160,True,0.3013698630136986,2.2779125611210986,1.2426301299798266,0.784633632795215,1.3091906580569384,0.5081730886255875,0.3972602739726027,0.136986301369863
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_ema_50_200_atr4,1116,-4.66955999999999,-7.92845943499998,-9.049012032368955,8463,True,0.2302867383512545,0.793820900824422,10.96794350377255,0.4408515581086558,-3.112607415918976,0.3283005988776656,0.681899641577061,0.4659498207885305
time_stop_if_no_progress,False,trend_v3_extended,v3_4h_vol_compression_donchian_breakout,349,-10.402650000000001,-11.300039979999998,-11.825759018569347,4595,True,0.2922636103151863,0.47761578641315855,12.307600301660928,0.5549791393598984,-0.6159306210752717,0.5209546521809048,0.4813753581661891,0.30945558739255014
time_stop_if_no_progress,False,trend_v3_extended,v3_ensemble_core,1154,-6.32639999999999,-9.633443649999984,-10.807266872104881,9093,True,0.2270363951473137,0.7688202566753664,12.84062510910445,0.4594510284274668,-2.6989936844309286,0.33729618039965253,0.6785095320623917,0.44540727902946275
time_stop_if_no_progress,False,vsvcb_v1,A,17155,-182080.3385723412,-216390.3385723412,-216499.58906824424,17824,True,0.3262605654328184,0.2643133910817104,216514.7322945038,0.5747010369976264,-0.19584165952524227,0.06378512750495638,0.9750510055377442,0.6514135820460507
time_stop_if_no_progress,False,vsvcb_v1,B,5963,-51791.97134738367,-63717.97134738367,-63722.34187776492,6432,True,0.31678685225557607,0.27618475563356454,63740.58269871895,0.5423561534308788,-0.2160029626818806,0.062062590691144816,0.9776957907093745,0.6607412376320644
time_stop_if_no_progress,False,vsvcb_v1,C,12403,-140827.9445503547,-165633.9445503547,-165678.77902099432,12597,True,0.3246795130210433,0.2629623921042301,165767.15766943453,0.5643604699153157,-0.19523565628145179,0.061362089010574196,0.9764573087156333,0.6624203821656051
time_stop_if_no_progress,False,vsvcb_v1,D,4220,-41398.954295881646,-49838.954295881646,-49804.9094767309,4483,True,0.3123222748815166,0.2675015275468539,49823.15029768481,0.558728832493195,-0.21134009979518925,0.061283958169086744,0.9781990521327014,0.6691943127962086
time_stop_if_no_progress,False,vsvcb_v1,E,4220,16105.064586618631,7665.064586618631,7627.368755505082,3617,True,0.476303317535545,1.2210643893392534,9102.494484198452,1.0,3.533815264446506,0.04787258540043628,0.9848341232227488,0.6691943127962086
