policy_name,direction,trade_count,long_count,short_count,gross_pnl,net_pnl,no_cost_net_pnl,fee_total,slippage_total,win_rate,profit_factor,avg_win,avg_loss,avg_trade_net_pnl,median_trade_net_pnl,max_drawdown,max_ddpercent,return_drawdown_ratio,sharpe_like,avg_holding_minutes,median_holding_minutes,top_5pct_trade_pnl_contribution,best_trade,worst_trade,cost_drag
tf_1h_ema_cross_atr_trail_atr5,long,202,202,0,-3.2948699999999937,-5.429833084999994,-3.2948699999999937,2.1268830850000002,0.00808,0.21782178217821782,0.5050785674897335,0.12593791000000001,-0.06943734889240505,-0.026880361806930663,-0.030665019999999855,6.007291025000086,0.12013194627075736,-0.9038738197305692,-2.719750943823739,686.3613861386139,210.0,-0.7837628557600501,0.916950175,-0.480376675,2.1349630850000003
tf_1h_ema_cross_atr_trail_atr5,short,149,0,149,-1.4740300000000066,-2.9702751650000065,-1.4740300000000066,1.490285165,0.005960000000000001,0.24161073825503357,0.6261581774677281,0.1381943713888888,-0.07031214632743364,-0.019934732651006756,-0.034334419999999415,3.3430972850001126,0.06686194570000226,-0.8884800266887556,-1.5840923033757237,731.6778523489933,240.0,-1.1858621825698734,1.27885492,-0.33860872499999944,1.496245165
tf_1h_vol_compression_breakout_atr3,long,27,27,0,-0.774339999999995,-1.052103089999995,-0.774339999999995,0.27668309,0.0010800000000000004,0.2962962962962963,0.5858452045435201,0.18603235937500018,-0.13370326131578927,-0.038966781111110925,-0.0586564,1.2652722200000426,0.025305444400000852,-0.8315231089164035,-0.9525039636454599,1941.6666666666667,1260.0,-1.07272559193796,0.5685293350000009,-0.4268505850000003,0.27776309
tf_1h_vol_compression_breakout_atr3,short,26,0,26,-0.33128999999999653,-0.5943537049999965,-0.33128999999999653,0.26202370500000005,0.0010400000000000003,0.38461538461538464,0.7423911148837372,0.17128404150000026,-0.14419963249999995,-0.02285975788461525,-0.06089894999999971,0.9309110900003361,0.018618221800006725,-0.6384645229651115,-0.6364192760621469,1500.0,1200.0,-1.1621505581428206,0.40588886499999977,-0.4120222,0.263063705
tf_1h_vol_compression_breakout_atr4,long,27,27,0,-0.7130999999999956,-0.9908937099999955,-0.7130999999999956,0.27671371000000006,0.0010800000000000004,0.3333333333333333,0.6044784539517464,0.16826556222222225,-0.13918243166666644,-0.03669976703703687,-0.06358269499999943,1.258475620000354,0.02516951240000708,-0.787376167048605,-0.9036088451695025,2108.3333333333335,1740.0,-1.1389898821741502,0.5685293350000009,-0.4268505850000003,0.27779370999999986
tf_1h_vol_compression_breakout_atr4,short,25,0,25,-0.18629999999999688,-0.44108974999999717,-0.18629999999999688,0.25378975000000004,0.0010000000000000002,0.4,0.7806443288676943,0.1569752950000001,-0.13405617999999989,-0.017643589999999886,-0.03442368999999971,0.7651264899996022,0.015302529799992044,-0.5764925875200406,-0.496677129912217,1672.8,1260.0,-1.5198176788284112,0.40588886499999977,-0.4120222,0.25478975000000026
tf_1h_vol_compression_breakout_atr5,long,27,27,0,-0.6754299999999974,-0.9532425449999974,-0.6754299999999974,0.27673254500000005,0.0010800000000000004,0.3333333333333333,0.6157374070031153,0.16971816888888897,-0.13781700361111102,-0.035305279444444344,-0.06358269499999943,1.1503497100002278,0.023006994200004554,-0.8286545706173201,-0.8682745204555776,2226.1111111111113,1740.0,-1.1839776937358628,0.5685293350000009,-0.4268505850000003,0.27781254499999997
tf_1h_vol_compression_breakout_atr5,short,25,0,25,-0.21145999999999607,-0.4662623299999963,-0.21145999999999607,0.25380233,0.0010000000000000002,0.4,0.7681259056215601,0.1544580370000002,-0.13405617999999989,-0.01865049319999985,-0.03442368999999971,0.7651264899996022,0.015302529799992044,-0.6093924809742749,-0.5284991550674707,1682.4,1260.0,-1.437765731578627,0.40588886499999977,-0.4120222,0.2548023300000002
tf_4h_donchian_20_10_atr3,long,17,17,0,-2.4620699999999998,-2.6377124549999995,-2.4620699999999998,0.174962455,0.00068,0.17647058823529413,0.4243069693539106,0.6480304133333329,-0.32727169249999993,-0.15515955617647056,-0.22999687500000002,2.684458589999849,0.053689171799996986,-0.9825863825301726,-1.5421215451382115,7396.764705882353,3840.0,-0.26508427545791774,0.6992160950000003,-0.8340378250000006,0.17564245499999975
tf_4h_donchian_20_10_atr3,short,15,0,15,-4.01448,-4.16603874,-4.01448,0.15095874,0.0006000000000000001,0.13333333333333333,0.07980395155898035,0.18064974000000017,-0.3482567861538462,-0.277735916,-0.2884063,4.25030762499955,0.08500615249999101,-0.9801734621503876,-4.5558929025743184,4912.0,4560.0,-0.06649736411236548,0.2770305950000003,-0.6345761650000004,0.15155874000000047
