split,policy_name,policy_family,month,trade_count,net_pnl,no_cost_pnl,win_rate,avg_trade,max_drawdown,max_ddpercent,active_symbol_count,avg_holding_minutes
train,v3_1d_ema_50_200_atr5,1d_ema,2025-04,2,0.6802612300000002,0.6846200000000001,1.0,0.3401306150000001,0.0,0.0,2,100800.0
train,v3_1d_ema_50_200_atr5,1d_ema,2025-05,6,0.8399711400000004,0.8507800000000008,0.16666666666666666,0.13999519000000007,0.13970275000065158,0.0027935076547108643,3,26160.0
train,v3_1d_ema_50_200_atr5,1d_ema,2025-06,4,-0.630764680000001,-0.6140800000000011,0.0,-0.15769117000000024,0.6307646799996292,0.012615293599992583,4,23760.0
train,v3_1d_ema_50_200_atr5,1d_ema,2025-07,2,0.0519744249999997,0.0559899999999997,1.0,0.02598721249999985,0.0,0.0,2,39600.0
train,v3_1d_ema_50_200_atr5,1d_ema,2025-08,6,0.08070997500000113,0.11527000000000119,0.3333333333333333,0.013451662500000188,0.3924536499998794,0.007849072999997589,3,15600.0
train,v3_1d_ema_50_200_atr5,1d_ema,2025-09,6,1.3359216350000007,1.3603900000000004,0.5,0.22265360583333346,0.12037794000025315,0.0024068577788129886,5,38399.666666666664
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-01,3,-0.6140642400000003,-0.6007400000000002,0.3333333333333333,-0.20468808000000008,0.6887008399999104,0.013773811193910896,3,13120.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-02,1,0.2171530200000004,0.2200600000000004,1.0,0.2171530200000004,0.0,0.0,1,21120.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-03,6,-0.075364779999999,-0.06077999999999903,0.5,-0.012560796666666499,0.1621089350001057,0.00324212948941747,3,21080.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-04,3,-0.4099054299999997,-0.3998799999999997,0.6666666666666666,-0.13663514333333324,0.43562667000060173,0.00871252914405481,3,11600.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-05,2,-0.0015665149999999999,-0.00119,0.0,-0.0007832574999999999,0.0015665150003769668,3.133030000753933e-05,1,11520.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-06,6,1.028764604999998,1.054869999999998,0.5,0.17146076749999964,0.9229242749997866,0.018451283267120897,4,21880.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-07,3,-0.816621835,-0.8004899999999998,0.6666666666666666,-0.2722072783333333,1.4481247499998062,0.02895895635690694,3,21200.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-08,3,1.121572805,1.12947,1.0,0.37385760166666665,0.0,0.0,2,23360.0
train,v3_4h_donchian_100_30_atr5,4h_donchian,2025-09,8,-1.7893140499999982,-1.7475399999999983,0.25,-0.22366425624999978,1.78931405000003,0.0357862810000006,5,14189.75
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-01,10,-0.9074297599999998,-0.8637400000000001,0.4,-0.09074297599999998,0.9074297600000136,0.018148595200000273,4,9696.0
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-02,7,-0.2238325999999991,-0.20659999999999912,0.2857142857142857,-0.03197608571428558,0.44847582500005956,0.00896951650000119,3,7062.857142857143
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-03,16,-2.1315640099999977,-2.0824799999999977,0.25,-0.13322275062499986,2.145163070000308,0.042903144711518335,4,6015.0
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-04,11,-0.6899309749999988,-0.6700899999999986,0.2727272727272727,-0.06272099772727262,0.706373904999964,0.01412747809999928,5,8138.181818181818
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-05,5,0.1941094999999983,0.21843999999999827,0.4,0.03882189999999966,0.5252104599994709,0.010502698239893856,4,15120.0
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-06,17,-1.8966478650000003,-1.81631,0.17647058823529413,-0.11156752147058825,3.0349756400000842,0.0606856967571689,4,7877.64705882353
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-07,10,1.0305882549999994,1.0670299999999997,0.4,0.10305882549999994,0.42938779999985854,0.008587755999997171,5,9792.0
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-08,12,-0.6739870299999975,-0.6150599999999977,0.3333333333333333,-0.05616558583333312,0.8920427900002323,0.017840077773661166,5,8820.0
train,v3_4h_donchian_20_10_atr4,4h_donchian,2025-09,12,-0.08943875499999951,-0.05450999999999946,0.5,-0.007453229583333293,0.5215753250004127,0.010431506500008254,5,9119.75
train,v3_4h_donchian_55_20_atr4,4h_donchian,2025-01,6,-2.360705820000001,-2.331340000000001,0.16666666666666666,-0.3934509700000002,2.3607058199995663,0.047214116399991325,4,7920.0
train,v3_4h_donchian_55_20_atr4,4h_donchian,2025-02,2,0.2271713700000003,0.2303200000000003,1.0,0.11358568500000014,0.0,0.0,2,16680.0
train,v3_4h_donchian_55_20_atr4,4h_donchian,2025-03,7,0.12128601000000053,0.14466000000000045,0.42857142857142855,0.01732657285714293,0.48171527499926015,0.009633143740374396,3,17245.714285714286
train,v3_4h_donchian_55_20_atr4,4h_donchian,2025-04,4,-0.34880124499999965,-0.3386299999999996,0.25,-0.08720031124999991,0.3488012449997768,0.006976024899995536,3,7440.0
train,v3_4h_donchian_55_20_atr4,4h_donchian,2025-05,4,0.6589780699999988,0.6686399999999989,0.25,0.1647445174999997,0.009136550000221177,0.00018270658621613928,2,11760.0
