policy_name,horizon_minutes,stop_atr,tp_atr,signal_count,expectancy_r,median_r,stop_first_rate,tp_first_rate,horizon_exit_rate
htf_1h_ema_regime_only,120,1.5,2.0,8261,0.0157608109840035,-0.0840964232605384,0.3107371988863334,0.23834886817576564,0.450913932937901
htf_1h_ema_regime_only,120,1.5,3.0,8261,0.026241194724340996,-0.1311794910235751,0.3261106403583101,0.14816608158818545,0.5257232780535044
htf_1h_ema_regime_only,120,1.5,4.0,8261,0.011940512901190978,-0.15645114722916484,0.33506839365694224,0.0959932211596659,0.5689383851833918
htf_1h_ema_regime_only,120,1.5,5.0,8261,-0.0149872752132567,-0.17318979355311034,0.339184118145503,0.06149376588790703,0.59932211596659
htf_1h_ema_regime_only,120,1.5,6.0,8261,-0.03401100811823012,-0.18274139691475544,0.3418472339910422,0.04212565064762135,0.6160271153613364
htf_1h_ema_regime_only,120,2.0,2.0,8261,0.01952420047197139,-0.017929671777232918,0.20820723883307105,0.2528749546059799,0.538917806560949
htf_1h_ema_regime_only,120,2.0,3.0,8261,0.026823478510061564,-0.053471607436443955,0.21922285437598354,0.15760803776782473,0.6231691078561917
htf_1h_ema_regime_only,120,2.0,4.0,8261,0.015757673685252452,-0.07049133929582017,0.22588064398983174,0.10204575717225517,0.6720735988379131
htf_1h_ema_regime_only,120,2.0,5.0,8261,-0.008788432296239409,-0.08207573632539074,0.22927006415688173,0.06452003389420168,0.7062099019489166
htf_1h_ema_regime_only,120,2.0,6.0,8261,-0.02344395633799485,-0.08693393776267738,0.2312068756809103,0.044546665052657065,0.7242464592664326
htf_1h_ema_regime_only,120,2.5,2.0,8261,0.01808115522151024,-0.0030722929337262564,0.14635032078440866,0.2589274906185692,0.5947221885970222
htf_1h_ema_regime_only,120,2.5,3.0,8261,0.024760521767941357,-0.028694106202411255,0.15421861760077474,0.16184481297663722,0.6839365694225881
htf_1h_ema_regime_only,120,2.5,4.0,8261,0.015314487341115254,-0.04259003831417325,0.1594237985716015,0.10470887301779445,0.7358673284106041
htf_1h_ema_regime_only,120,2.5,5.0,8261,-0.005228582898685964,-0.05207677915598806,0.16232901585764437,0.0659726425372231,0.7716983416051325
htf_1h_ema_regime_only,120,2.5,6.0,8261,-0.017362851017073362,-0.05520154902306879,0.1643868781019247,0.04575717225517492,0.7898559496429004
htf_1h_ema_regime_only,120,3.0,2.0,8261,0.01843865645040239,0.00469126228464473,0.1068877859823266,0.2632853165476335,0.62982689747004
htf_1h_ema_regime_only,120,3.0,3.0,8261,0.02466359907291572,-0.01585683542870077,0.11281927127466408,0.1652342331436872,0.7219464955816487
htf_1h_ema_regime_only,120,3.0,4.0,8261,0.016769938916276872,-0.02735651279617596,0.11693499576322479,0.1068877859823266,0.7761772182544486
htf_1h_ema_regime_only,120,3.0,5.0,8261,-0.0011233016730642247,-0.03467626456131666,0.11971916232901586,0.06730420045999273,0.8129766372109914
htf_1h_ema_regime_only,120,3.0,6.0,8261,-0.012642460975050973,-0.03676235761683404,0.12201912601379979,0.046362425856433846,0.8316184481297664
htf_1h_ema_regime_only,120,4.0,2.0,8261,0.02198973882508895,0.009878693250058272,0.05834644716136061,0.2694589032804745,0.6721946495581649
htf_1h_ema_regime_only,120,4.0,3.0,8261,0.0283451366545181,-0.004903292210485636,0.06149376588790703,0.17068151555501757,0.7678247185570755
htf_1h_ema_regime_only,120,4.0,4.0,8261,0.021955419239717368,-0.013778697250290278,0.06464108461445346,0.11039825686962837,0.8249606585159182
htf_1h_ema_regime_only,120,4.0,5.0,8261,0.007347669237810244,-0.01937547246613018,0.06694104829923737,0.0692410119840213,0.8638179397167414
htf_1h_ema_regime_only,120,4.0,6.0,8261,-0.002820306384218199,-0.0226584910129267,0.06899891054351773,0.04696767945769277,0.8840334099987895
htf_1h_ema_15m_ema_structure,120,1.5,2.0,4726,0.03943539352006223,-0.08922093959305893,0.2975031739314431,0.260262378332628,0.4422344477359289
htf_1h_ema_15m_ema_structure,120,1.5,3.0,4726,0.05378016414166828,-0.1351473624904716,0.31316123571730853,0.16737198476512907,0.5194667795175624
htf_1h_ema_15m_ema_structure,120,1.5,4.0,4726,0.03662643887516491,-0.16172653239658813,0.3224714346170123,0.11045281421921287,0.5670757511637748
htf_1h_ema_15m_ema_structure,120,1.5,5.0,4726,0.002267870982772283,-0.17929130598429655,0.32776132035548033,0.07003808717731697,0.6022005924672027
htf_1h_ema_15m_ema_structure,120,1.5,6.0,4726,-0.01982694618232332,-0.1841660031151961,0.3305120609394837,0.04612780363944139,0.6233601354210749
htf_1h_ema_15m_ema_structure,120,2.0,2.0,4726,0.040439009273169804,-0.018187127424362,0.19509098603470165,0.275497249259416,0.5294117647058824
htf_1h_ema_15m_ema_structure,120,2.0,3.0,4726,0.052787470887997325,-0.061371208669798956,0.20630554380025393,0.17816335167160388,0.6155311045281422
htf_1h_ema_15m_ema_structure,120,2.0,4.0,4726,0.04107477849355406,-0.07914840382242452,0.21159542953872196,0.11764705882352941,0.6707575116377487
htf_1h_ema_15m_ema_structure,120,2.0,5.0,4726,0.009167137424549218,-0.09181499178904685,0.21561574269995767,0.0732120186203978,0.7111722386796445
htf_1h_ema_15m_ema_structure,120,2.0,6.0,4726,-0.008863279169419041,-0.09703670376338816,0.21752010156580617,0.04824375793482861,0.7342361404993653
htf_1h_ema_15m_ema_structure,120,2.5,2.0,4726,0.03767678648371208,0.0,0.13542107490478206,0.2841726618705036,0.5804062632247143
htf_1h_ema_15m_ema_structure,120,2.5,3.0,4726,0.047472888106622056,-0.03334012833744188,0.14325010579771477,0.18345323741007194,0.6732966567922133
htf_1h_ema_15m_ema_structure,120,2.5,4.0,4726,0.03688631857468125,-0.05119742827790397,0.14790520524756665,0.12103258569614897,0.7310622090562844
htf_1h_ema_15m_ema_structure,120,2.5,5.0,4726,0.01006598016519895,-0.060241108805021926,0.1510791366906475,0.07469318662716885,0.7742276766821836
htf_1h_ema_15m_ema_structure,120,2.5,6.0,4726,-0.004866182140868589,-0.06331872305793962,0.1531950909860347,0.04951333051206094,0.7972915785019044
htf_1h_ema_15m_ema_structure,120,3.0,2.0,4726,0.03264890846344663,0.005177118403656809,0.09966144731273804,0.2881929750317393,0.6121455776555227
htf_1h_ema_15m_ema_structure,120,3.0,3.0,4726,0.04173378780250136,-0.01868904199402798,0.10558611933982226,0.18705035971223022,0.7073635209479475
htf_1h_ema_15m_ema_structure,120,3.0,4.0,4726,0.03335206825099752,-0.03383775699451019,0.1089716462124418,0.12357173085061363,0.7674566229369446
htf_1h_ema_15m_ema_structure,120,3.0,5.0,4726,0.010551069648475351,-0.04370683449568593,0.1117223867964452,0.07659754549301735,0.8116800677105375
htf_1h_ema_15m_ema_structure,120,3.0,6.0,4726,-0.003621171089756013,-0.047161633805976905,0.11426153195090986,0.05057130765975455,0.8351671603893356
htf_1h_ema_15m_ema_structure,120,4.0,2.0,4726,0.03349647666318598,0.011073122929135967,0.05078290308929327,0.2955988150655946,0.6536182818451122
htf_1h_ema_15m_ema_structure,120,4.0,3.0,4726,0.041210296233473095,-0.007207799622044011,0.0539568345323741,0.192551840880237,0.7534913245873889
htf_1h_ema_15m_ema_structure,120,4.0,4.0,4726,0.03472459325156619,-0.019008778013098433,0.05543800253914515,0.12653406686415575,0.8180279305966991
htf_1h_ema_15m_ema_structure,120,4.0,5.0,4726,0.016778332393293613,-0.02588202218251217,0.057977147693609815,0.07829030892932713,0.8637325433770631
htf_1h_ema_15m_ema_structure,120,4.0,6.0,4726,0.0056214355128077174,-0.029730300248977798,0.05945831570038087,0.05099449851883199,0.8895471857807872
htf_1h_ema_15m_vwap_structure,120,1.5,2.0,5076,0.03632901440854524,-0.07340749901638363,0.2966903073286052,0.2541371158392435,0.4491725768321513
htf_1h_ema_15m_vwap_structure,120,1.5,3.0,5076,0.04451096047601339,-0.12645034098338376,0.3120567375886525,0.15878644602048858,0.529156816390859
htf_1h_ema_15m_vwap_structure,120,1.5,4.0,5076,0.029626282284078008,-0.15055667510479426,0.32092198581560283,0.10401891252955082,0.5750591016548463
htf_1h_ema_15m_vwap_structure,120,1.5,5.0,5076,-0.0043230194408535524,-0.1687349839941656,0.3248620961386919,0.06560283687943262,0.6095350669818755
htf_1h_ema_15m_vwap_structure,120,1.5,6.0,5076,-0.01675859639176945,-0.17491747703948618,0.32702915681639083,0.04590228526398739,0.6270685579196218
htf_1h_ema_15m_vwap_structure,120,2.0,2.0,5076,0.035595476401721816,-0.016387464192370554,0.19306540583136328,0.26713947990543735,0.5397951142631994
htf_1h_ema_15m_vwap_structure,120,2.0,3.0,5076,0.04353862255148211,-0.05390363129122852,0.2037037037037037,0.16784869976359337,0.6284475965327029
htf_1h_ema_15m_vwap_structure,120,2.0,4.0,5076,0.032807443396932166,-0.0746520678350313,0.20921985815602837,0.1099290780141844,0.6808510638297872
htf_1h_ema_15m_vwap_structure,120,2.0,5.0,5076,0.0038003113348235047,-0.08402991614005906,0.21138691883372734,0.06836091410559496,0.7202521670606777
htf_1h_ema_15m_vwap_structure,120,2.0,6.0,5076,-0.006606282785549784,-0.08789424411499377,0.21296296296296297,0.047872340425531915,0.7391646966115051
htf_1h_ema_15m_vwap_structure,120,2.5,2.0,5076,0.03393609478583956,0.0,0.13337273443656422,0.2752167060677699,0.5914105594956659
htf_1h_ema_15m_vwap_structure,120,2.5,3.0,5076,0.03996468878807292,-0.028906763578273917,0.14125295508274233,0.17297084318360914,0.6857762017336485
htf_1h_ema_15m_vwap_structure,120,2.5,4.0,5076,0.031412712547327644,-0.04393551478511828,0.1453900709219858,0.11367218282111899,0.7409377462568952
htf_1h_ema_15m_vwap_structure,120,2.5,5.0,5076,0.006842499381953463,-0.05623426619264576,0.14716312056737588,0.07013396375098503,0.7827029156816391
htf_1h_ema_15m_vwap_structure,120,2.5,6.0,5076,-0.002428402391886553,-0.05899727793095623,0.1491331757289204,0.04925137903861308,0.8016154452324665
htf_1h_ema_15m_vwap_structure,120,3.0,2.0,5076,0.030910480524299858,0.004794252785559668,0.09672970843183609,0.2793538219070134,0.6239164696611506
htf_1h_ema_15m_vwap_structure,120,3.0,3.0,5076,0.036016960765115014,-0.017214152664937418,0.10263987391646966,0.17612293144208038,0.72123719464145
