inst_id,request_index,url_or_endpoint,params_json,row_count,newest_funding_time,oldest_funding_time,cursor_after_used,stop_reason,error
BTC-USDT-SWAP,1,https://www.okx.com/api/v5/public/funding-rate-history,"{""after"": ""1781193600000"", ""instId"": ""BTC-USDT-SWAP"", ""limit"": ""400""}",276,2026-06-11T08:00:00+00:00,2026-03-11T16:00:00+00:00,1781193600000,reached_requested_start,
ETH-USDT-SWAP,1,https://www.okx.com/api/v5/public/funding-rate-history,"{""after"": ""1781193600000"", ""instId"": ""ETH-USDT-SWAP"", ""limit"": ""400""}",276,2026-06-11T08:00:00+00:00,2026-03-11T16:00:00+00:00,1781193600000,reached_requested_start,
SOL-USDT-SWAP,1,https://www.okx.com/api/v5/public/funding-rate-history,"{""after"": ""1781193600000"", ""instId"": ""SOL-USDT-SWAP"", ""limit"": ""400""}",276,2026-06-11T08:00:00+00:00,2026-03-11T16:00:00+00:00,1781193600000,reached_requested_start,
LINK-USDT-SWAP,1,https://www.okx.com/api/v5/public/funding-rate-history,"{""after"": ""1781193600000"", ""instId"": ""LINK-USDT-SWAP"", ""limit"": ""400""}",276,2026-06-11T08:00:00+00:00,2026-03-11T16:00:00+00:00,1781193600000,reached_requested_start,
DOGE-USDT-SWAP,1,https://www.okx.com/api/v5/public/funding-rate-history,"{""after"": ""1781193600000"", ""instId"": ""DOGE-USDT-SWAP"", ""limit"": ""400""}",276,2026-06-11T08:00:00+00:00,2026-03-11T16:00:00+00:00,1781193600000,reached_requested_start,
