family,trend_recall,early_entry_rate,direction_match,median_entry_lag_pct,missed_mfe_before_entry,remaining_mfe_after_entry,captured_fraction_proxy,late_entry_problem_solved,early_entry_quality
pre_breakout_momentum_acceleration,0.1631878557874762,0.1582429214077798,0.9507806297962424,0.6027397260273972,0.216588329228049,0.5441010670034006,0.7152736316543195,False,directionally_correct_but_still_late
breakout_retest_reclaim,0.0879190385831752,0.1713848508033665,0.956388676358072,0.6153846153846154,0.2713772740411648,0.60377230494289,0.6899075534536602,False,directionally_correct_but_still_late
cross_symbol_breadth_acceleration,0.3845667299177736,0.2245039544886915,0.8895518246149576,0.5,0.164467272896635,0.4787796462896373,0.7443170453040159,False,directionally_correct_but_still_late
funding_neutral_momentum,0.3934218848829854,0.2521728333747206,0.902036255276881,0.4797297297297297,0.1647173764104258,0.4952098077622722,0.7504006800130232,False,directionally_correct_but_still_late
relative_strength_leader,0.4699557242251739,0.2625676340383669,0.8741760944417117,0.4702702702702703,0.1690432935511193,0.519227638588973,0.7543942571779105,False,directionally_correct_but_still_late
