family,focus_family_found,selected_hold_label,train_no_cost_positive,validation_no_cost_positive,oos_no_cost_positive,no_cost_all_splits_positive,oos_trade_count,oos_no_cost_pnl,oos_cost_aware_pnl,fee_cost,slippage_cost,total_current_cost,cost_breakdown_source,round_trip_turnover,avg_trade_gross,avg_trade_cost,cost_failure_is_marginal,structural_cost_drag,funding_pnl,funding_events_count,oos_funding_adjusted_pnl,funding_adjusted_positive_due_to_funding,funding_dependent,largest_symbol,largest_symbol_pnl_share,symbol_dependency,largest_timeframe,largest_timeframe_pnl_share,timeframe_dependency,largest_direction,largest_direction_pnl_share,direction_dependency,top_5pct_trade_pnl_contribution,remove_top_1_pnl,top_trade_dependency,trend_recall,early_entry_rate,direction_match,median_entry_lag_pct,missed_mfe_before_entry,remaining_mfe_after_entry,captured_fraction_proxy,early_entry_quality,control_pass
cross_symbol_breadth_acceleration,True,fixed_hold_4h,True,True,True,True,1364,1350.142763527595,-13.857236472404708,682.0,682.0,1364.0,inferred_equal_split_from_no_cost_minus_cost_aware,2728000.0,0.9898407357240432,1.0,True,True,25.804320999155117,671,11.947084526750615,True,True,DOGEUSDT_SWAP_OKX.GLOBAL,1.0,True,4h,1.0,True,short,1.0,True,-18.744469887945378,-1680.4461450878266,True,0.3845667299177736,0.2245039544886915,0.8895518246149576,0.5,0.164467272896635,0.4787796462896373,0.7443170453040159,insufficient_early_entry,True
