exit_variant,oracle,source_policy,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution,avg_captured_fraction,early_exit_share,late_entry_share,avg_hold_bars,max_hold_bars_used,exit_reason_distribution
health_energy_confirmed,False,v3_4h_donchian_100_30_atr5,170,-6.700140000000001,-7.155618969999999,-7.379497797401188,1699,True,0.3235294117647059,0.5500852827760906,8.287961923921985,0.3474017446404068,-0.7308284379907043,0.3073950620310737,0.4,0.041176470588235294,19.264705882352942,50,"{""data_end"": 1, ""hard_drawdown"": 42, ""health_deterioration"": 119, ""max_hold_bars"": 8}"
health_energy_confirmed,False,v3_4h_donchian_20_10_atr4,517,-5.478269999999997,-6.797196599999991,-7.239355618590497,4869,True,0.3481624758220503,0.7556728688392066,8.86790082781058,0.3984291221496987,-1.9233934374982284,0.39197772424224975,0.5183752417794971,0.2727272727272727,18.104448742746616,50,"{""data_end"": 3, ""hard_drawdown"": 81, ""health_deterioration"": 414, ""max_hold_bars"": 19}"
health_energy_confirmed,False,v3_4h_donchian_55_20_atr4,278,-8.756430000000002,-9.508823784999997,-9.791846744351014,2789,True,0.35251798561151076,0.5690591866716151,10.594972412741267,0.4523105960532494,-0.804221491068433,0.36037837962273994,0.48201438848920863,0.12589928057553956,19.37769784172662,50,"{""data_end"": 1, ""hard_drawdown"": 55, ""health_deterioration"": 209, ""max_hold_bars"": 13}"
health_energy_confirmed,False,v3_4h_donchian_55_with_risk_filters,73,2.5551399999999993,2.4059886749999997,2.332364238951061,757,True,0.2876712328767123,2.0477068921837143,0.6505300347772736,0.40335088267644104,1.4124427334581622,0.3984112358232634,0.4794520547945205,0.136986301369863,20.164383561643834,50,"{""data_end"": 1, ""hard_drawdown"": 17, ""health_deterioration"": 53, ""max_hold_bars"": 2}"
health_energy_confirmed,False,v3_4h_ema_50_200_atr4,1116,2.707620000000013,-0.5512794349999797,-1.2932575703704658,6757,True,0.42473118279569894,0.9654836152630784,8.749899614129738,0.8973794213467982,-18.123495840019665,0.23261152715066025,0.7132616487455197,0.471326164874552,11.325268817204302,50,"{""data_end"": 5, ""hard_drawdown"": 95, ""health_deterioration"": 981, ""max_hold_bars"": 35}"
health_energy_confirmed,False,v3_4h_vol_compression_donchian_breakout,349,2.175600000000002,1.2782100200000048,0.9833846507404336,3325,True,0.3553008595988539,1.064853589695087,2.7300168341876563,0.5312579148728966,9.302866607386505,0.39399158152691316,0.5472779369627507,0.30945558739255014,18.34383954154728,50,"{""data_end"": 2, ""hard_drawdown"": 70, ""health_deterioration"": 261, ""max_hold_bars"": 16}"
health_energy_confirmed,False,v3_ensemble_core,1154,-0.9689599999999878,-4.276003649999981,-5.053858611769323,7317,True,0.41334488734835356,0.8825627107987092,9.395380479165444,1.0,-4.9139434975536975,0.24662845140356443,0.7123050259965338,0.4506065857885615,11.87261698440208,50,"{""data_end"": 5, ""hard_drawdown"": 115, ""health_deterioration"": 998, ""max_hold_bars"": 36}"
health_no_energy,False,v3_1d_donchian_20_10_atr4,89,1.6922700000000013,1.4591244050000018,0.8795279588726319,3051,True,0.29213483146067415,1.1071368804237667,3.052365681451768,1.0,7.846834680002193,0.25813606640906883,0.5168539325842697,0.30337078651685395,11.168539325842696,50,"{""hard_drawdown"": 5, ""health_deterioration"": 83, ""max_hold_bars"": 1}"
health_no_energy,False,v3_1d_donchian_55_20_atr5,43,2.9608100000000026,2.8486854250000033,2.3556598212926034,1824,True,0.3488372093023256,1.4270026693382565,2.9400177434094505,0.477817259378303,2.075190601374566,0.17490243024346414,0.3953488372093023,0.16279069767441862,13.883720930232558,50,"{""hard_drawdown"": 5, ""health_deterioration"": 37, ""max_hold_bars"": 1}"
health_no_energy,False,v3_1d_ema_50_200_atr5,162,1.3309299999999988,0.8278590899999996,0.41639197009112483,3031,True,0.4074074074074074,1.0418510165537445,3.124509638105337,0.672559792611996,16.856955811527488,0.13278942977880598,0.7407407407407407,0.4506172839506173,5.950617283950617,50,"{""hard_drawdown"": 2, ""health_deterioration"": 159, ""max_hold_bars"": 1}"
health_no_energy,False,v3_4h_donchian_100_30_atr5,170,-9.59268,-10.048158969999998,-10.253977094864652,1233,True,0.31176470588235294,0.38720577916979093,10.253977094864656,0.3033416917834479,-0.3784222111768029,0.20513459022098943,0.4176470588235294,0.041176470588235294,13.764705882352942,49,"{""hard_drawdown"": 26, ""health_deterioration"": 144}"
health_no_energy,False,v3_4h_donchian_20_10_atr4,517,-4.739469999999994,-6.0583965999999885,-6.445424746820137,3275,True,0.3036750483558994,0.7482300070725669,6.830852303420865,0.4050448999029355,-1.9623364091689477,0.2889421976921762,0.5551257253384912,0.2727272727272727,11.943907156673115,50,"{""hard_drawdown"": 35, ""health_deterioration"": 479, ""max_hold_bars"": 3}"
health_no_energy,False,v3_4h_donchian_55_20_atr4,278,-11.54851,-12.300903784999997,-12.558291863110023,1969,True,0.32014388489208634,0.4244563914987384,12.723343624365464,0.3396022407837611,-0.4958400844910939,0.24071337001720527,0.5143884892086331,0.12589928057553956,13.46043165467626,49,"{""hard_drawdown"": 32, ""health_deterioration"": 246}"
health_no_energy,False,v3_4h_donchian_55_with_risk_filters,73,1.0080899999999995,0.858938675,0.8081300705762453,556,True,0.2465753424657534,1.4035875954412853,0.7202943089434325,0.5261384121675651,2.8975669867169556,0.2677841539881081,0.5068493150684932,0.136986301369863,14.58904109589041,46,"{""hard_drawdown"": 5, ""health_deterioration"": 68}"
health_no_energy,False,v3_4h_ema_50_200_atr4,1116,-0.16927999999999688,-3.42817943499999,-3.953647443006008,3387,True,0.39695340501792115,0.8542615749958018,7.098860190085617,1.0,-4.1629747198518965,0.13806049769029582,0.7491039426523297,0.471326164874552,5.282258064516129,50,"{""hard_drawdown"": 28, ""health_deterioration"": 1086, ""max_hold_bars"": 2}"
health_no_energy,False,v3_4h_vol_compression_donchian_breakout,349,0.44285000000000374,-0.4545399799999935,-0.6956481308292439,2214,True,0.31805157593123207,0.9438676319333323,2.1229598981352096,0.4944424794397071,-9.918207047847828,0.29335687870806043,0.5759312320916905,0.30945558739255014,11.974212034383955,50,"{""hard_drawdown"": 27, ""health_deterioration"": 321, ""max_hold_bars"": 1}"
