group,session_type,timeframe,split,symbol,trade_count,long_count,short_count,no_cost_pnl,cost_aware_pnl,funding_pnl,funding_adjusted_pnl,avg_gross_return,win_rate,max_drawdown,max_drawdown_pct
D,random_time_control,15m,oos,BTCUSDT_SWAP_OKX.GLOBAL,231,108,123,487.2673959842191,25.26739598421921,0.38403437567070015,25.651430359889947,0.0021093826665983515,0.45021645021645024,138.65349438962096,0.13512699436501216
D,random_time_control,15m,oos,ETHUSDT_SWAP_OKX.GLOBAL,213,104,109,1379.2322931137198,953.23229311372,0.3860142539050001,953.6183073676249,0.006475268981754554,0.5211267605633803,152.07507916624195,0.12088054373612406
D,random_time_control,15m,oos,SOLUSDT_SWAP_OKX.GLOBAL,202,107,95,902.0317368298238,498.0317368298238,-2.3039932482784002,495.7277435815454,0.004465503647672395,0.47029702970297027,136.92852583361696,0.1059636059328247
D,random_time_control,15m,train,BTCUSDT_SWAP_OKX.GLOBAL,647,340,307,1342.456773754865,48.45677375486514,-4.587442738933001,43.869331015932076,0.00207489454985296,0.4250386398763524,310.59304165691276,0.23667334910180704
D,random_time_control,15m,train,ETHUSDT_SWAP_OKX.GLOBAL,635,322,313,1141.9995608175136,-128.00043918248645,0.1496505948511997,-127.85078858763521,0.0017984245052244307,0.4393700787401575,325.76280397361563,0.3249949337534622
D,random_time_control,15m,train,SOLUSDT_SWAP_OKX.GLOBAL,615,311,304,5091.791943151424,3861.7919431514247,-16.9887928327136,3844.8031503187112,0.008279336492929147,0.5544715447154471,605.2285714338818,0.31620234504153966
D,random_time_control,15m,validation,BTCUSDT_SWAP_OKX.GLOBAL,187,87,100,509.24109823956394,135.24109823956397,-0.6785621887612001,134.5625360508028,0.0027232144290885774,0.4919786096256685,96.98356112246756,0.08172044521651121
D,random_time_control,15m,validation,ETHUSDT_SWAP_OKX.GLOBAL,176,96,80,578.0285148326807,226.02851483268074,-0.4457594365452001,225.58275539613547,0.003284252925185686,0.5170454545454546,170.3497263472335,0.16545272291597873
D,random_time_control,15m,validation,SOLUSDT_SWAP_OKX.GLOBAL,133,68,65,391.3641995218048,125.36419952180475,-1.4123067081557,123.95189281364907,0.0029425879663293594,0.49624060150375937,570.4099457710992,0.3789319578898609
D,random_time_control,1h,oos,BTCUSDT_SWAP_OKX.GLOBAL,50,25,25,131.30508044622422,31.305080446224245,0.5803851588697999,31.885465605094055,0.0026261016089244847,0.52,102.21758339461962,0.09956921592445077
D,random_time_control,1h,oos,ETHUSDT_SWAP_OKX.GLOBAL,48,28,20,329.0700203495428,233.07002034954283,-0.41912170849809993,232.65089864104468,0.006855625423948808,0.5625,383.28884068523575,0.23719253345736577
D,random_time_control,1h,oos,SOLUSDT_SWAP_OKX.GLOBAL,40,24,16,607.133191185621,527.133191185621,-2.3310779538651003,524.8021132317558,0.015178329779640523,0.6,121.7174383836657,0.07564207371327049
D,random_time_control,1h,train,BTCUSDT_SWAP_OKX.GLOBAL,153,82,71,973.8086933927054,667.8086933927054,-2.6739640830999,665.1347293096055,0.006364762701913108,0.5359477124183006,118.89780552311618,0.09564435990016672
D,random_time_control,1h,train,ETHUSDT_SWAP_OKX.GLOBAL,156,79,77,1162.9773516255068,850.9773516255068,-2.703609793016201,848.2737418324906,0.007454983023240427,0.5769230769230769,160.14135420226125,0.12822326370611914
D,random_time_control,1h,train,SOLUSDT_SWAP_OKX.GLOBAL,141,77,64,2602.8459611992316,2320.8459611992316,-4.696114731561199,2316.1498464676706,0.018459900434037103,0.574468085106383,181.64325454049322,0.09363503716335256
D,random_time_control,1h,validation,BTCUSDT_SWAP_OKX.GLOBAL,36,19,17,230.00427196952856,158.00427196952856,-0.3474058879519001,157.65686608157665,0.006389007554709126,0.5833333333333334,109.82369920779138,0.08667705237505463
D,random_time_control,1h,validation,ETHUSDT_SWAP_OKX.GLOBAL,41,24,17,244.01924032661967,162.01924032661967,-0.4264830656634999,161.59275726095618,0.005951688788454139,0.5609756097560976,175.1278713079961,0.15366395467024135
D,random_time_control,1h,validation,SOLUSDT_SWAP_OKX.GLOBAL,25,15,10,123.57188376482881,73.5718837648288,-0.4807193595837,73.09116440524512,0.0049428753505931546,0.48,190.03164192965528,0.17878512668303395
D,random_time_control,30m,oos,BTCUSDT_SWAP_OKX.GLOBAL,174,81,93,692.1222819265645,344.1222819265645,1.0308569404819,345.15313886704644,0.0039777142639457735,0.5344827586206896,121.51798309840524,0.11299331925772793
D,random_time_control,30m,oos,ETHUSDT_SWAP_OKX.GLOBAL,163,77,86,1408.073740557357,1082.0737405573566,0.2090985812636999,1082.2828391386201,0.008638489205873354,0.558282208588957,155.47331125722098,0.1403066044271408
D,random_time_control,30m,oos,SOLUSDT_SWAP_OKX.GLOBAL,163,90,73,1356.5509260030872,1030.5509260030872,-2.1508006355636002,1028.4001253675237,0.008322398319037347,0.588957055214724,110.43737432575881,0.07486244219977216
D,random_time_control,30m,train,BTCUSDT_SWAP_OKX.GLOBAL,542,293,249,2911.1424974353313,1827.1424974353313,0.6686191987356002,1827.8111166340668,0.005371111618884375,0.5608856088560885,107.05535350622449,0.06449427936269107
D,random_time_control,30m,train,ETHUSDT_SWAP_OKX.GLOBAL,518,254,264,2764.57837701203,1728.57837701203,-0.8825804668148999,1727.695796545215,0.005337023893845617,0.5637065637065637,128.9728601482666,0.10071981252587166
D,random_time_control,30m,train,SOLUSDT_SWAP_OKX.GLOBAL,523,257,266,5613.784358755172,4567.784358755172,1.5124151984501002,4569.296773953623,0.010733813305459222,0.6175908221797323,576.8004453401159,0.1725368861652602
D,random_time_control,30m,validation,BTCUSDT_SWAP_OKX.GLOBAL,162,80,82,921.6969021274855,597.6969021274855,-0.1037611892077,597.5931409382778,0.005689487050169664,0.6234567901234568,83.65151537559177,0.07556268254617153
D,random_time_control,30m,validation,ETHUSDT_SWAP_OKX.GLOBAL,140,77,63,1058.1506270279917,778.1506270279916,-1.5390139626792998,776.6116130653124,0.007558218764485655,0.5928571428571429,156.96657216403378,0.15604874251716216
D,random_time_control,30m,validation,SOLUSDT_SWAP_OKX.GLOBAL,104,52,52,1175.4067620949031,967.406762094903,-0.46310784698560015,966.9436542479173,0.011301988097066375,0.6442307692307693,177.12425443612233,0.14368385630218272
E,reverse_test,15m,oos,BTCUSDT_SWAP_OKX.GLOBAL,244,138,106,832.0887092484643,344.0887092484644,-1.2696626190135,342.8190466294508,0.003410199628067477,0.5573770491803278,114.9428185814877,0.08448250373242311
E,reverse_test,15m,oos,ETHUSDT_SWAP_OKX.GLOBAL,216,110,106,2355.354113557036,1923.3541135570356,-0.5652094453936001,1922.7889041116423,0.010904417192393686,0.6064814814814815,232.01364962432626,0.17911034851225682
E,reverse_test,15m,oos,SOLUSDT_SWAP_OKX.GLOBAL,202,92,110,1792.3817048626247,1388.3817048626247,-0.6917258202317,1387.6899790423931,0.008873176756745666,0.5247524752475248,266.362741013259,0.2107763887873071
E,reverse_test,15m,train,BTCUSDT_SWAP_OKX.GLOBAL,649,307,342,1110.1354436052243,-187.8645563947759,-0.5075162929071,-188.37207268768287,0.0017105322705781574,0.47919876733436056,838.218839130433,0.5907211682883516
E,reverse_test,15m,train,ETHUSDT_SWAP_OKX.GLOBAL,657,324,333,1401.3437208478913,87.34372084789146,-2.5862290737043,84.75749177418712,0.0021329432585203826,0.4672754946727549,759.5330275152751,0.45769039454947297
E,reverse_test,15m,train,SOLUSDT_SWAP_OKX.GLOBAL,635,315,320,6902.98856559942,5632.98856559942,-0.5375749387743998,5632.450990660645,0.010870848134802236,0.521259842519685,1168.0954288335402,0.3148456131867554
E,reverse_test,15m,validation,BTCUSDT_SWAP_OKX.GLOBAL,196,103,93,338.1271689955348,-53.8728310044653,-1.4664784100073,-55.33930941447255,0.0017251386173241568,0.47959183673469385,279.17472550072637,0.2683119582252923
E,reverse_test,15m,validation,ETHUSDT_SWAP_OKX.GLOBAL,185,82,103,664.2307770722371,294.23077707223683,-0.9395554068099001,293.291221665427,0.003590436632822902,0.5675675675675675,396.25352771449536,0.38996451530428783
E,reverse_test,15m,validation,SOLUSDT_SWAP_OKX.GLOBAL,137,70,67,5787.684535627779,5513.684535627779,0.039768658975599926,5513.724304286755,0.042245872522830505,0.6277372262773723,160.92718978415996,0.04028775826829454
E,reverse_test,1h,oos,BTCUSDT_SWAP_OKX.GLOBAL,52,26,26,372.79426649196876,268.7942664919688,0.18372846421690003,268.9779949561856,0.007169120509460938,0.6346153846153846,108.8751666443925,0.08886367196292433
E,reverse_test,1h,oos,ETHUSDT_SWAP_OKX.GLOBAL,50,21,29,730.5450345828906,630.5450345828906,0.9339803915992999,631.4790149744898,0.01461090069165781,0.52,214.63559277175716,0.2069066391925902
E,reverse_test,1h,oos,SOLUSDT_SWAP_OKX.GLOBAL,43,17,26,336.8970902562763,250.89709025627627,3.0436370619166,253.9407273181929,0.007834816052471542,0.5581395348837209,126.32393793053927,0.1268976448636831
E,reverse_test,1h,train,BTCUSDT_SWAP_OKX.GLOBAL,163,74,89,135.95237778049187,-190.047622219508,3.3239739617937003,-186.72364825771442,0.0008340636673649807,0.4539877300613497,322.4599412075871,0.3198475847519865
E,reverse_test,1h,train,ETHUSDT_SWAP_OKX.GLOBAL,162,79,83,201.96624713985983,-122.03375286014017,1.1757508468380997,-120.85800201330213,0.0012467052292583936,0.4876543209876543,306.8014154054688,0.2840955022775652
E,reverse_test,1h,train,SOLUSDT_SWAP_OKX.GLOBAL,152,67,85,3101.85434361477,2797.85434361477,4.669753068826801,2802.5240966835963,0.0204069364711498,0.5197368421052632,1025.686461214453,0.5936737272467529
E,reverse_test,1h,validation,BTCUSDT_SWAP_OKX.GLOBAL,39,19,20,71.68254773649828,-6.317452263501719,0.6734960018937,-5.643956261608016,0.0018380140445255972,0.46153846153846156,175.12533051375271,0.16728550677068704
E,reverse_test,1h,validation,ETHUSDT_SWAP_OKX.GLOBAL,43,18,25,63.59722719094708,-22.402772809052912,1.215174233967,-21.187598575085914,0.001479005283510397,0.4883720930232558,249.13250655010233,0.20873755951682693
