family,hold_label,symbol,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution
breakout_retest_reclaim,fixed_hold_3d,LINKUSDT_SWAP_OKX.GLOBAL,412,801.7625620660535,389.76256206605353,654.097355904584,3708,True,0.5024271844660194,1.0526747979177151,1834.90963694196,1.0,6.652542974869127
breakout_retest_reclaim,fixed_hold_3d,SOLUSDT_SWAP_OKX.GLOBAL,194,-1633.9613860427285,-1827.9613860427285,-1688.4966130124762,1746,True,0.4896907216494845,0.7993153796333762,3213.931432653471,1.0,-1.4840264542484647
breakout_retest_reclaim,fixed_hold_4h,BTCUSDT_SWAP_OKX.GLOBAL,196,-28.00594372730425,-224.00594372730424,-217.9549221839064,106,True,0.4336734693877551,0.7995800047840964,273.51722819875454,1.0,-1.8692976428429398
breakout_retest_reclaim,fixed_hold_4h,DOGEUSDT_SWAP_OKX.GLOBAL,185,-58.04787133905586,-243.0478713390557,-234.58285515705296,92,True,0.4594594594594595,0.8642309983880407,828.4262302474574,1.0,-2.661706808072379
breakout_retest_reclaim,fixed_hold_4h,ETHUSDT_SWAP_OKX.GLOBAL,205,240.32155994629352,35.32155994629357,43.798800456604525,106,True,0.4634146341463415,1.0358415547332787,311.64136625800876,1.0,12.915192676757687
breakout_retest_reclaim,fixed_hold_4h,LINKUSDT_SWAP_OKX.GLOBAL,360,239.98684986197588,-120.01315013802414,-105.9874499223989,176,True,0.4527777777777778,0.9591483636470027,647.7006082613301,1.0,-11.330872859689936
breakout_retest_reclaim,fixed_hold_4h,SOLUSDT_SWAP_OKX.GLOBAL,170,478.23791493577687,308.23791493577687,314.94511233040964,82,True,0.4823529411764706,1.2252493167825553,337.0120352762581,1.0,3.0279025609396233
breakout_retest_reclaim,fixed_hold_8h,BTCUSDT_SWAP_OKX.GLOBAL,196,-88.11038412262373,-284.1103841226237,-270.34691631014834,196,True,0.45918367346938777,0.8200010034396943,311.2098191503628,1.0,-1.8262212785937062
breakout_retest_reclaim,fixed_hold_8h,DOGEUSDT_SWAP_OKX.GLOBAL,185,-295.83671215023634,-480.83671215023634,-467.9389819813208,185,True,0.4648648648648649,0.8254417142213812,1040.1197394863038,1.0,-2.06730500860292
breakout_retest_reclaim,fixed_hold_8h,ETHUSDT_SWAP_OKX.GLOBAL,205,363.07290224532994,158.07290224532997,174.7422939382623,205,True,0.5219512195121951,1.115573579764737,276.7762945075918,1.0,4.71868209760594
