exit_variant,oracle,stable_like,rejected_reasons,avg_captured_fraction,early_exit_share,original_avg_captured_fraction,original_early_exit_share
health_drawdown_only,False,False,oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;largest_symbol_pnl_share_gt_0.7;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.5254352163015611,0.4770944064793723,0.47032678313273985,0.5707415844090103
health_ema20_core,False,False,oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.2842099968519411,0.6330043027081751,0.47032678313273985,0.5707415844090103
health_ema50_core,False,False,oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;largest_symbol_pnl_share_gt_0.7;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.41242317324766914,0.5783345988357378,0.47032678313273985,0.5707415844090103
health_energy_confirmed,False,False,oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.29047438040422396,0.630473297899266,0.47032678313273985,0.5707415844090103
health_no_energy,False,False,train_ext:no_cost_pnl_not_positive;oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.1914850529616501,0.6641356618577575,0.47032678313273985,0.5707415844090103
original_exit,False,False,original_exit_reference_excluded_from_health_gate;validation_ext:no_cost_pnl_not_positive;oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative;avg_captured_fraction_lt_original_plus_0.15;early_exit_share_not_reduced_by_0.20,0.47032678313273985,0.5707415844090103,0.47032678313273985,0.5707415844090103
oracle_hold_to_trend_end,True,False,oracle_variant_excluded_from_stable_gate;train_ext:no_cost_pnl_not_positive;validation_ext:no_cost_pnl_not_positive;oos_ext:no_cost_pnl_not_positive;oos_ext:cost_aware_pnl_negative;oos_ext:funding_adjusted_pnl_negative,0.7382262397503991,0.27613262465198685,0.47032678313273985,0.5707415844090103
