trend_segment_id,symbol,timeframe,direction,start_time,end_time,start_idx,end_idx,duration_bars,duration_days,start_price,end_price,trend_return,mfe,mae,labels,atr_labels,efficiency_labels,has_atr_move,has_efficiency,has_run_length,run_length,max_run_return,max_run_drawdown,run_duration_bars,month,quarter,abs_trend_return,is_major_trend
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00174,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-06-08T07:59:00+08:00,2023-06-09T03:59:00+08:00,949,954,6,0.8333333333333334,0.06725,0.0681,0.012639405204460719,0.040892193308550207,-0.0185873605947956,run_length,,,False,False,True,5,0.012639405204460719,0.0,6,2023-06,2023Q2,0.012639405204460719,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00175,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-06-09T15:59:00+08:00,2023-06-09T23:59:00+08:00,957,959,3,0.3333333333333333,0.06775,0.0689,0.01697416974169741,0.05018450184501844,-0.030258302583025976,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.01697416974169741,0.0,3,2023-06,2023Q2,0.01697416974169741,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00176,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-06-10T15:59:00+08:00,2023-07-26T03:59:00+08:00,963,1236,274,45.5,0.0601,0.0818,0.3610648918469217,0.3935108153078204,-0.1314475873544093,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,4,0.3610648918469217,-0.1405990016638936,274,2023-06,2023Q2,0.3610648918469217,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00017,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-06-14T19:59:00+08:00,2023-06-15T11:59:00+08:00,988,992,5,0.6666666666666666,0.0619,0.0602,0.028239202657807327,0.06632213608957804,-0.03881987577639756,run_length,,,False,False,True,4,0.028239202657807327,0.0,5,2023-06,2023Q2,0.028239202657807327,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00018,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-06-20T07:59:00+08:00,2023-06-20T23:59:00+08:00,1021,1025,5,0.6666666666666666,0.06245,0.06145,0.016273393002441017,0.04083333333333328,-0.005573248407643283,run_length,,,False,False,True,4,0.016273393002441017,0.0,5,2023-06,2023Q2,0.016273393002441017,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00019,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-06-21T15:59:00+08:00,2023-06-21T23:59:00+08:00,1029,1031,3,0.3333333333333333,0.06445,0.06495,-0.007698229407236301,0.053104575163398726,-0.01226053639846758,downtrend_2atr,downtrend_2atr,,True,False,False,1,0.004676539360872978,-0.012374768768109279,3,2023-06,2023Q2,0.007698229407236301,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00020,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-06-22T11:59:00+08:00,2023-06-23T11:59:00+08:00,1034,1040,7,1.0,0.0685,0.0663,0.03318250377073917,0.10662358642972558,-0.01862464183381085,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,2,0.045003813882532606,-0.011821310111793437,7,2023-06,2023Q2,0.03318250377073917,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00021,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-06-24T03:59:00+08:00,2023-06-29T03:59:00+08:00,1044,1074,31,5.0,0.06835,0.06185,0.1050929668552949,0.12788778877887785,-0.04539106145251404,downtrend_2atr;downtrend_3atr;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr,trend_efficiency_20_ge_0.45,True,True,False,3,0.1050929668552949,-0.02910898357275138,31,2023-06,2023Q2,0.1050929668552949,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00022,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-07-03T07:59:00+08:00,2023-07-14T11:59:00+08:00,1099,1166,68,11.166666666666666,0.0726,0.0709,0.023977433004231274,0.17285945072697895,-0.018918918918918948,downtrend_2atr;downtrend_3atr;run_length,downtrend_2atr;downtrend_3atr,,True,False,True,5,0.13172252533125484,-0.10774509232702356,68,2023-07,2023Q3,0.023977433004231274,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00023,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-07-17T15:59:00+08:00,2023-07-17T19:59:00+08:00,1185,1186,2,0.16666666666666666,0.0711,0.0696,0.02155172413793105,0.0509977827050998,-0.030013642564802323,downtrend_2atr,downtrend_2atr,,True,False,False,1,0.02155172413793105,0.0,2,2023-07,2023Q3,0.02155172413793105,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00024,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-07-24T15:59:00+08:00,2023-07-24T19:59:00+08:00,1227,1228,2,0.16666666666666666,0.0766,0.0761,0.006570302233902758,0.0942857142857143,-0.017948717948717885,downtrend_2atr,downtrend_2atr,,True,False,False,1,0.006570302233902758,0.0,2,2023-07,2023Q3,0.006570302233902758,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00025,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-07-26T03:59:00+08:00,2023-08-22T11:59:00+08:00,1236,1400,165,27.333333333333332,0.0818,0.06255,0.3077537969624302,0.5640535372848947,-0.02328358208955228,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_20_ge_0.75;trend_efficiency_55_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_20_ge_0.75;trend_efficiency_55_ge_0.45,True,True,True,6,0.3420836751435603,-0.06893192417079774,165,2023-07,2023Q3,0.3077537969624302,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00177,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-07-28T11:59:00+08:00,2023-07-30T03:59:00+08:00,1250,1260,11,1.6666666666666667,0.0775,0.08085,0.04322580645161289,0.06322580645161291,-0.020645161290322678,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,5,0.04322580645161289,-0.015483870967741842,11,2023-07,2023Q3,0.04322580645161289,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00178,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-08-01T11:59:00+08:00,2023-08-02T07:59:00+08:00,1274,1279,6,0.8333333333333334,0.0762,0.07815,0.025590551181102317,0.06824146981627299,-0.05249343832021003,run_length;uptrend_2atr,uptrend_2atr,,True,False,True,5,0.025590551181102317,0.0,6,2023-08,2023Q3,0.025590551181102317,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00179,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-08-04T07:59:00+08:00,2023-08-05T23:59:00+08:00,1291,1301,11,1.6666666666666667,0.0736,0.0753,0.02309782608695654,0.109375,-0.04959239130434778,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,4,0.03192934782608692,-0.014945652173913082,11,2023-08,2023Q3,0.02309782608695654,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00180,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-08-07T07:59:00+08:00,2023-08-12T19:59:00+08:00,1309,1342,34,5.5,0.0743,0.0769,0.03499327052489898,0.08748317631224745,-0.04104979811574716,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,4,0.03499327052489898,-0.024226110363391506,34,2023-08,2023Q3,0.03499327052489898,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00181,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-08-15T03:59:00+08:00,2023-08-15T07:59:00+08:00,1356,1357,2,0.16666666666666666,0.0741,0.0747,0.00809716599190291,0.03913630229419707,-0.006072874493927238,uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,False,1,0.00809716599190291,0.0,2,2023-08,2023Q3,0.00809716599190291,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00182,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-08-18T11:59:00+08:00,2023-08-30T03:59:00+08:00,1376,1446,71,11.666666666666666,0.061,0.06695,0.09754098360655727,0.1434426229508199,-0.060655737704918056,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,4,0.09754098360655727,-0.04426229508196711,71,2023-08,2023Q3,0.09754098360655727,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00026,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-08-28T07:59:00+08:00,2023-08-28T15:59:00+08:00,1435,1437,3,0.3333333333333333,0.0632,0.06245,0.012009607686149115,0.021001615508885463,-0.0007905138339919793,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.012009607686149115,0.0,3,2023-08,2023Q3,0.012009607686149115,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00027,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-08-29T23:59:00+08:00,2023-09-12T03:59:00+08:00,1445,1524,80,13.166666666666666,0.0669,0.0597,0.12060301507537674,0.13197969543147203,-0.04086021505376347,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,8,0.12060301507537674,-0.027818140236507194,80,2023-08,2023Q3,0.12060301507537674,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00183,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-09-04T23:59:00+08:00,2023-09-07T03:59:00+08:00,1481,1494,14,2.1666666666666665,0.06295,0.06325,0.004765687053216672,0.03574265289912604,-0.01429706115965057,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,2,0.01985702938840328,-0.015091342335186608,14,2023-09,2023Q3,0.004765687053216672,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00184,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-09-11T19:59:00+08:00,2023-09-21T15:59:00+08:00,1522,1581,60,9.833333333333334,0.06025,0.0626,0.039004149377593444,0.053941908713692976,-0.019087136929460513,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,6,0.0489626556016598,-0.017427385892116343,60,2023-09,2023Q3,0.039004149377593444,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00028,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-09-12T19:59:00+08:00,2023-09-13T11:59:00+08:00,1528,1532,5,0.6666666666666666,0.0618,0.06075,0.01728395061728394,0.02064409578860449,-0.01040832666132907,run_length,,,False,False,True,4,0.01728395061728394,0.0,5,2023-09,2023Q3,0.01728395061728394,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00029,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-09-15T03:59:00+08:00,2023-09-15T19:59:00+08:00,1542,1546,5,0.6666666666666666,0.06225,0.0617,0.008914100486223653,0.012195121951219523,-0.005591054313099142,run_length,,,False,False,True,2,0.008914100486223653,0.0,5,2023-09,2023Q3,0.008914100486223653,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00030,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-09-16T07:59:00+08:00,2023-09-27T07:59:00+08:00,1549,1615,67,11.0,0.0625,0.06065,0.030502885408079106,0.05485232067510548,-0.015748031496062964,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length,downtrend_2atr;downtrend_3atr;downtrend_5atr,,True,False,True,5,0.03391232423490487,-0.028163012019651656,67,2023-09,2023Q3,0.030502885408079106,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00185,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-09-22T07:59:00+08:00,2023-09-23T19:59:00+08:00,1585,1594,10,1.5,0.0613,0.0616,0.004893964110929794,0.03344208809135396,-0.011419249592169667,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.00815660685154973,-0.006525285481239651,10,2023-09,2023Q3,0.004893964110929794,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00186,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-09-25T19:59:00+08:00,2023-10-02T19:59:00+08:00,1606,1648,43,7.0,0.0606,0.06365,0.0503300330033003,0.05940594059405924,-0.022277227722772297,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,3,0.0503300330033003,-0.013201320132013361,43,2023-09,2023Q3,0.0503300330033003,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00031,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-09-27T19:59:00+08:00,2023-09-28T15:59:00+08:00,1618,1623,6,0.8333333333333334,0.0613,0.0608,0.008223684210526327,0.020815986677768628,-0.0024410089503661414,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.013223140495867813,-0.004999456285341486,6,2023-09,2023Q3,0.008223684210526327,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00032,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-10-02T07:59:00+08:00,2023-10-14T11:59:00+08:00,1645,1718,74,12.166666666666666,0.0632,0.05865,0.07757885763000871,0.14285714285714302,-0.01557632398753872,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.09342560553633228,-0.015846747906323566,74,2023-10,2023Q4,0.07757885763000871,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00187,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-10-04T11:59:00+08:00,2023-10-09T15:59:00+08:00,1658,1689,32,5.166666666666667,0.06085,0.06035,-0.008216926869350827,0.0517666392769105,-0.014790468364831555,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,2,0.012325390304026351,-0.020542317173377178,32,2023-10,2023Q4,0.008216926869350827,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00188,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-10-12T11:59:00+08:00,2023-11-09T03:59:00+08:00,1706,1872,167,27.666666666666668,0.0582,0.0755,0.29725085910652904,0.32903780068728516,-0.04982817869415812,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,7,0.3127147766323022,-0.134020618556701,167,2023-10,2023Q4,0.29725085910652904,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00033,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-10-16T15:59:00+08:00,2023-10-19T23:59:00+08:00,1731,1751,21,3.3333333333333335,0.06005,0.0584,0.028253424657534332,0.045256744995648246,-0.027530364372469585,downtrend_2atr;downtrend_3atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.0317869415807559,-0.00502092050209213,21,2023-10,2023Q4,0.028253424657534332,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00034,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-10-26T15:59:00+08:00,2023-11-10T03:59:00+08:00,1791,1878,88,14.5,0.07255,0.0713,0.017531556802244053,0.3675777568331764,-0.09312500000000001,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length,downtrend_2atr;downtrend_3atr;downtrend_5atr,,True,False,True,4,0.09674981103552538,-0.14714248119259332,88,2023-10,2023Q4,0.017531556802244053,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00189,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-11-10T03:59:00+08:00,2023-11-17T19:59:00+08:00,1878,1924,47,7.666666666666667,0.0713,0.08385,0.17601683029452997,0.22720897615708258,-0.07713884992987385,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,5,0.17601683029452997,-0.12482468443197758,47,2023-11,2023Q4,0.17601683029452997,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00035,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-11-11T15:59:00+08:00,2023-11-15T11:59:00+08:00,1887,1910,24,3.8333333333333335,0.07855,0.0726,0.08195592286501374,0.14755295836376914,-0.04148871262965226,downtrend_2atr;downtrend_3atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.09937018894331695,-0.022401991288114598,24,2023-11,2023Q4,0.08195592286501374,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00036,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-11-17T15:59:00+08:00,2023-11-22T03:59:00+08:00,1923,1950,28,4.5,0.08255,0.07465,0.10582719356999326,0.3588477366255145,-0.056571428571428495,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.10582719356999326,-0.07579066613459184,28,2023-11,2023Q4,0.10582719356999326,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00190,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-11-22T03:59:00+08:00,2023-12-06T15:59:00+08:00,1950,2037,88,14.5,0.07465,0.1027,0.37575351640991306,0.4253181513730744,-0.18620227729403882,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,6,0.37575351640991306,-0.04889484259879451,88,2023-11,2023Q4,0.37575351640991306,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00037,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-11-25T07:59:00+08:00,2023-11-27T03:59:00+08:00,1969,1980,12,1.8333333333333333,0.0782,0.077,0.01558441558441559,0.03576158940397356,-0.012002526847757378,downtrend_2atr;downtrend_3atr;run_length,downtrend_2atr;downtrend_3atr,,True,False,True,5,0.01558441558441559,-0.0127230810030734,12,2023-11,2023Q4,0.01558441558441559,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00038,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-11-27T15:59:00+08:00,2023-11-27T23:59:00+08:00,1983,1985,3,0.3333333333333333,0.08085,0.0772,0.047279792746113936,0.050000000000000044,-0.009191176470588203,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.047279792746113936,0.0,3,2023-11,2023Q4,0.047279792746113936,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00039,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-12-03T07:59:00+08:00,2023-12-03T23:59:00+08:00,2017,2021,5,0.6666666666666666,0.0862,0.08405,0.02558001189767989,0.031100478468899517,-0.014293882218410547,run_length,,,False,False,True,4,0.02558001189767989,0.0,5,2023-12,2023Q4,0.02558001189767989,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00040,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-12-04T15:59:00+08:00,2023-12-04T19:59:00+08:00,2025,2026,2,0.16666666666666666,0.0905,0.08735,0.03606182026330851,0.06533254855797521,-0.007131102578167847,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,1,0.03606182026330851,0.0,2,2023-12,2023Q4,0.03606182026330851,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00041,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2023-12-06T15:59:00+08:00,2024-01-08T11:59:00+08:00,2037,2234,198,32.833333333333336,0.1027,0.0759,0.35309617918313574,0.4464788732394367,-0.045095304509530476,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,6,0.35309617918313574,-0.11247783915504717,198,2023-12,2023Q4,0.35309617918313574,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00191,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-07T07:59:00+08:00,2023-12-09T15:59:00+08:00,2041,2055,15,2.3333333333333335,0.0949,0.10485,0.10484720758693356,0.10537407797681775,-0.02002107481559534,run_length;uptrend_2atr,uptrend_2atr,,True,False,True,9,0.10484720758693356,-0.037934668071654354,15,2023-12,2023Q4,0.10484720758693356,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00192,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-13T11:59:00+08:00,2023-12-14T07:59:00+08:00,2078,2083,6,0.8333333333333334,0.09105,0.09645,0.059308072487644026,0.07138934651290496,-0.013728720483251022,run_length,,,False,False,True,5,0.059308072487644026,0.0,6,2023-12,2023Q4,0.059308072487644026,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00193,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-16T07:59:00+08:00,2023-12-17T11:59:00+08:00,2095,2102,8,1.1666666666666667,0.093,0.0952,0.023655913978494647,0.05215053763440869,-0.015591397849462285,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.04408602150537644,-0.02043010752688179,8,2023-12,2023Q4,0.023655913978494647,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00194,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-18T19:59:00+08:00,2023-12-22T07:59:00+08:00,2110,2131,22,3.5,0.08835,0.09495,0.0747028862478778,0.10752688172043023,-0.022071307300509213,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,5,0.0747028862478778,-0.03338992642897565,22,2023-12,2023Q4,0.0747028862478778,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00195,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-25T07:59:00+08:00,2023-12-26T07:59:00+08:00,2149,2155,7,1.0,0.0917,0.09435,0.02889858233369691,0.041984732824427384,-0.015812431842966324,run_length;uptrend_2atr,uptrend_2atr,,True,False,True,6,0.02889858233369691,0.0,7,2023-12,2023Q4,0.02889858233369691,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00196,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-27T03:59:00+08:00,2023-12-28T11:59:00+08:00,2160,2168,9,1.3333333333333333,0.0902,0.09475,0.05044345898004443,0.053215077605321515,-0.0437915742793793,run_length;uptrend_2atr,uptrend_2atr,,True,False,True,6,0.05044345898004443,-0.013858093126385751,9,2023-12,2023Q4,0.05044345898004443,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00197,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2023-12-31T11:59:00+08:00,2024-01-02T19:59:00+08:00,2186,2200,15,2.3333333333333335,0.08965,0.093,0.037367540435025104,0.054099274958170795,-0.018962632459564865,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,7,0.042944785276073594,-0.015058561070831145,15,2023-12,2023Q4,0.037367540435025104,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00198,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2024-01-04T03:59:00+08:00,2024-01-04T23:59:00+08:00,2208,2213,6,0.8333333333333334,0.08165,0.084,0.028781383955909456,0.03674219228413955,-0.013472137170851273,run_length,,,False,False,True,5,0.028781383955909456,0.0,6,2024-01,2024Q1,0.028781383955909456,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00199,DOGEUSDT_SWAP_OKX.GLOBAL,4h,up,2024-01-08T11:59:00+08:00,2024-01-25T19:59:00+08:00,2234,2338,105,17.333333333333332,0.0759,0.0783,0.031620553359683834,0.3412384716732544,-0.02371541501976282,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,5,0.15546772068511205,-0.14558629776021093,105,2024-01,2024Q1,0.031620553359683834,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00042,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2024-01-09T03:59:00+08:00,2024-01-09T23:59:00+08:00,2238,2243,6,0.8333333333333334,0.08115,0.0783,0.03639846743295028,0.06286836935166984,-0.007946210268948595,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.03639846743295028,-0.005673943443132323,6,2024-01,2024Q1,0.03639846743295028,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00043,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2024-01-11T19:59:00+08:00,2024-01-19T11:59:00+08:00,2254,2300,47,7.666666666666667,0.0859,0.07745,0.10910264686894777,0.12508185985592668,-0.02330869812393399,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,3,0.10910264686894777,-0.03943332329921723,47,2024-01,2024Q1,0.10910264686894777,True
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00044,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2024-01-21T07:59:00+08:00,2024-01-23T19:59:00+08:00,2311,2326,16,2.5,0.0877,0.07735,0.13380736910148672,0.15546772068511205,-0.030939226519337004,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,3,0.13380736910148672,-0.01404971669274957,16,2024-01,2024Q1,0.13380736910148672,False
TOM_DOGEUSDT_SWAP_OKX_GLOBAL_4h_00045,DOGEUSDT_SWAP_OKX.GLOBAL,4h,down,2024-01-28T11:59:00+08:00,2024-01-29T03:59:00+08:00,2354,2358,5,0.6666666666666666,0.0806,0.07855,0.026098026734564073,0.03134996801023693,-0.01104294478527601,downtrend_2atr;run_length,downtrend_2atr,,True,False,True,4,0.026098026734564073,0.0,5,2024-01,2024Q1,0.026098026734564073,False
