feature,bin,count,min,max,median_future_return_60m,mean_future_return_60m,positive_rate_60m,median_mfe_atr,median_mae_atr,stop_first_rate,tp_first_rate,meets_min_count
breakout_distance_atr,1,344,0.0004159630374046,0.0662265773658963,-0.00039333248306995,-0.0012204836649466228,0.4476744186046512,2.007745046542077,2.8680565308253536,0.6656976744186046,0.32558139534883723,True
breakout_distance_atr,2,343,0.0663543312472887,0.1893143493755784,-0.0005911728722255,-0.000202807039424503,0.42565597667638483,1.9093020114137893,2.758269304660382,0.717201166180758,0.2565597667638484,True
breakout_distance_atr,3,343,0.1901064909275508,0.3796646268275628,-0.0005201501307958,-0.0005453228867763464,0.46647230320699706,2.61079580873835,2.8659530668374775,0.6384839650145773,0.35276967930029157,True
breakout_distance_atr,4,343,0.3816615794704205,0.8626294849144899,-0.0010197558243472,-0.0010538856600297416,0.40816326530612246,2.604603653082535,3.4382931943547517,0.6559766763848397,0.34110787172011664,True
breakout_distance_atr,5,343,0.864711434126949,8.610709396978075,-0.0029937949835813,-0.0031895424908027683,0.3177842565597668,2.7273186414390413,4.453910157604573,0.6793002915451894,0.3177842565597668,True
atr_pct,1,344,4.051163624674463e-05,0.0007608035295259,5.846416885452724e-05,0.0006985665664399357,0.5058139534883721,3.2636557184365316,2.904320036246702,0.48546511627906974,0.49127906976744184,True
atr_pct,2,343,0.0007608120735344,0.0010381564489459,9.391383129765312e-05,0.0006105996256709161,0.5072886297376094,2.9182290391093746,2.998487351604153,0.6268221574344023,0.36443148688046645,True
atr_pct,3,343,0.0010392859636843,0.0014799056837155,-0.0007540397680573,-0.00032132975411580406,0.42857142857142855,2.6334131212054857,3.531257069864823,0.6618075801749271,0.33819241982507287,True
atr_pct,4,343,0.0014848326574399,0.0024660437694514,-0.0026067776218166,-0.0023528422082976486,0.3323615160349854,2.0384512079886608,3.6941806621117155,0.7551020408163265,0.23323615160349853,True
atr_pct,5,343,0.0024924271137064,0.0115821889596784,-0.0045862917479825,-0.004852630870311161,0.2915451895043732,1.1735875921526413,3.1616965247875903,0.8279883381924198,0.1661807580174927,True
ema_spread_pct,1,344,-0.0265904236832816,-0.0023193914517183,-0.0017394645598902,-0.0018266695500123566,0.40406976744186046,2.4620397102653344,3.3465307127233075,0.6540697674418605,0.34011627906976744,True
ema_spread_pct,2,343,-0.0022972564440655,-0.00055980446477,-0.000724745776069,-0.0007707913737424065,0.4314868804664723,2.4858718058729856,3.097000833485433,0.6793002915451894,0.30612244897959184,True
ema_spread_pct,3,343,-0.0005557108568386,0.0002855140584643,-0.0004809001200575,-0.00031503330148156263,0.43731778425655976,2.3198456718935034,2.7502500569440778,0.6588921282798834,0.32653061224489793,True
ema_spread_pct,4,343,0.0002859309067354,0.001815547424925,-0.0007050340273906,-0.0009644996082598477,0.4227405247813411,2.2831418953112177,3.43339815644443,0.6588921282798834,0.33527696793002915,True
ema_spread_pct,5,343,0.0018171376500154,0.0192534210198489,-0.0016886059199225,-0.0023332806026964458,0.37026239067055394,2.173323475369082,3.7541608601113348,0.7055393586005831,0.2857142857142857,True
rsi,1,344,0.0747873863049481,33.12638695213434,-0.00138694028101885,-0.0023539394885055674,0.4069767441860465,2.8780833013318885,3.5414006808320924,0.625,0.3691860465116279,True
rsi,2,343,33.14785193287195,39.96363954339463,-0.0005618898227705,-9.177070170363867e-05,0.43731778425655976,2.245410021650409,2.9403361031932556,0.6997084548104956,0.2915451895043732,True
rsi,3,343,40.006150177336174,58.16438373123162,-0.000570295387088,-0.00037357199704782327,0.4402332361516035,1.9625106880862522,2.7061261886276045,0.6822157434402333,0.2944606413994169,True
rsi,4,343,58.178372885692106,64.71391499680558,-0.0006936361819442,-0.0005949066294416896,0.4314868804664723,1.8352991850985885,3.1791636637536373,0.7201166180758017,0.27113702623906705,True
rsi,5,343,64.72181216942143,95.76871629958605,-0.0017588378542844,-0.0027945483893525203,0.3498542274052478,3.0459686030809183,4.301656876168387,0.6297376093294461,0.3673469387755102,True
donchian_width_atr,1,344,0.0,2.0369056200781466,-0.0010673861649999,-0.0014280707554982315,0.39825581395348836,1.6600632610981312,2.7585234098268048,0.7441860465116279,0.24127906976744187,True
donchian_width_atr,2,343,2.0369558815086486,2.5519808286879484,-0.0012710455265397,-0.0014620066478091582,0.37026239067055394,1.6834135964390515,3.211108531899872,0.7376093294460642,0.25072886297376096,True
donchian_width_atr,3,343,2.5536757321240406,3.2010337086464533,-0.0005893662741746,-0.00019716408751464746,0.43731778425655976,2.295255717615729,3.420706318434439,0.6676384839650146,0.3206997084548105,True
donchian_width_atr,4,343,3.2026242322647778,4.602361153989412,-0.0004937041600134,-0.0005824589507846252,0.44314868804664725,2.712515314590673,3.1745366118374823,0.641399416909621,0.35276967930029157,True
donchian_width_atr,5,343,4.614427279614174,27.475992663075026,-0.0013160645254366,-0.0025417360901967847,0.41690962099125367,3.4795270946557846,3.734348493826987,0.565597667638484,0.42857142857142855,True
close_location_in_donchian,1,1715,1.0,1.0,-0.0009280404203488,-0.001243023962263398,0.4134110787172012,2.30683452006894,3.221382653636482,0.671137026239067,0.3189504373177843,True
recent_return_5m,1,344,-0.013044357665178705,0.00047261184268940486,-0.00057100229655355,-0.001083825323759227,0.41569767441860467,1.7954520117139205,3.5396367575198058,0.7441860465116279,0.23546511627906977,True
recent_return_5m,2,343,0.00047580259652270856,0.0011719505634540629,-0.0003123452667459,-7.307875410197732e-06,0.48104956268221577,2.592779027908225,2.96640687269262,0.641399416909621,0.34402332361516036,True
recent_return_5m,3,343,0.0011721447957058074,0.0021962300545636864,-0.0004258409982195,0.0003729393847739663,0.4518950437317784,2.6849670689183336,2.9975425337202877,0.6822157434402333,0.3177842565597668,True
recent_return_5m,4,343,0.0021990427696180165,0.004683906152081203,-0.0011467065868264,-0.0010197443288389452,0.40816326530612246,2.327837620818464,2.9165582871620317,0.6530612244897959,0.34110787172011664,True
recent_return_5m,5,343,0.004708948740225954,0.028510906280414534,-0.0044178406092886,-0.0044745020195653675,0.30903790087463556,2.502439015173053,3.9150010455605733,0.6355685131195336,0.3556851311953353,True
recent_return_15m,1,344,-0.012857372223708826,0.0008209191617702164,-0.00082716819155815,-0.0010371608852770416,0.39244186046511625,1.7003789110465637,3.5396367575198058,0.7296511627906976,0.24709302325581395,True
recent_return_15m,2,343,0.000822091955646544,0.0016776280712085024,-0.0004454185520361,-0.0005615922045442796,0.43731778425655976,2.092544101917552,3.086154971855359,0.7055393586005831,0.2886297376093295,True
recent_return_15m,3,343,0.0016822369332024825,0.002935718002628868,-0.0005292095083312,-0.0002800648977881766,0.4402332361516035,2.7713545349395745,2.943771730228806,0.6559766763848397,0.33527696793002915,True
recent_return_15m,4,343,0.002936682890630179,0.006233723056463678,-0.0007243338035149,-0.00017031393197079945,0.4518950437317784,2.510164673730079,3.1091400175687216,0.641399416909621,0.35276967930029157,True
recent_return_15m,5,343,0.006240502731408819,0.05033031912878507,-0.0035730829673904,-0.004163444291145077,0.34402332361516036,2.712515314590673,3.8171101522297826,0.6239067055393586,0.37026239067055394,True
recent_return_30m,1,344,-0.013548911832214586,0.0003444574126901759,-0.0007075073000013001,-0.00033010052613677456,0.42151162790697677,2.08483098855195,3.4537443846255664,0.7238372093023255,0.26744186046511625,True
recent_return_30m,2,343,0.00035049688087212394,0.001514646127721423,-0.0005691519635742,-0.0009457904535549575,0.40816326530612246,2.0466697781880767,2.786979164961987,0.6268221574344023,0.3498542274052478,True
recent_return_30m,3,343,0.0015153610708552004,0.0034883680927845946,-0.000567523403351,-0.0005523630496629508,0.43731778425655976,2.2963585182066386,3.157090656409515,0.7288629737609329,0.2653061224489796,True
recent_return_30m,4,343,0.0034946949602122014,0.007354469509687205,-0.000570744807847,-5.80230301325039e-06,0.46938775510204084,2.755244567732641,2.9644236868779825,0.6239067055393586,0.3673469387755102,True
recent_return_30m,5,343,0.007375219375219416,0.06380490429118178,-0.0036073265701975,-0.004380581278821407,0.3294460641399417,2.604603653082535,3.9150010455605733,0.6530612244897959,0.34402332361516036,True
recent_volatility_30m,1,344,3.844433799756923e-06,0.0004532831675352354,0.0002648576896252,0.0011920344740734485,0.5290697674418605,3.5181474116998257,2.789743303624472,0.502906976744186,0.47674418604651164,True
recent_volatility_30m,2,343,0.00045346216135815537,0.0006333890380551283,-4.579025110791464e-05,0.00011458598802137889,0.4956268221574344,2.7561850566142585,3.1173863803749953,0.6209912536443148,0.3760932944606414,True
recent_volatility_30m,3,343,0.0006342544523251661,0.001004834017918802,-0.0009688268279131,-0.0005894167362604008,0.39941690962099125,2.095392549172022,3.1492298893388386,0.7142857142857143,0.27696793002915454,True
recent_volatility_30m,4,343,0.001006963089923162,0.0018824420669475228,-0.0019057698978949,-0.0015528307756422376,0.358600583090379,1.6962904230404372,3.046592743020789,0.7696793002915452,0.21574344023323616,True
recent_volatility_30m,5,343,0.0018825669756517976,0.006662172456241284,-0.0049796929953369,-0.005383448272752405,0.282798833819242,1.5326009615291536,4.038336959773198,0.749271137026239,0.2478134110787172,True
volume_zscore_30m,1,344,-4.077695726098332,-0.5543586805180247,-0.00051374403868255,-0.0004487464673274453,0.4622093023255814,2.2695232503847738,2.9057004497288386,0.6802325581395349,0.30523255813953487,True
volume_zscore_30m,2,343,-0.5534988792595037,-0.15056856086049716,-0.000724745776069,-0.001031032604818723,0.42857142857142855,1.9248607160588667,3.027019491140597,0.7055393586005831,0.27696793002915454,True
volume_zscore_30m,3,343,-0.14985737908042018,0.4202755862525655,-0.0012316698388212,-0.001527119827493391,0.39067055393586003,1.9856047047497531,3.5771231325981416,0.7113702623906706,0.27988338192419826,True
volume_zscore_30m,4,343,0.4209667392154145,1.630542123579771,-0.0012496032723096,-0.0018708897181037268,0.3819241982507289,2.130208320646308,3.1770166279769714,0.6705539358600583,0.32653061224489793,True
volume_zscore_30m,5,343,1.6418614607446518,149.011487021658,-0.0012603064430155,-0.0013365030869119706,0.40233236151603496,3.234039533032389,3.6369836841635306,0.5889212827988338,0.40524781341107874,True
upper_wick_ratio,1,685,0.0,0.06244384546268969,-0.0005682672682349,-0.0010541424808108266,0.4408759124087591,2.7190465270434863,3.1893200203042706,0.6233576642335766,0.36496350364963503,True
upper_wick_ratio,2,343,0.06283422459908367,0.2388299582127982,-0.0016198717580725,-0.002351794339983063,0.3877551020408163,2.092544101917552,3.6478604777289156,0.7084548104956269,0.2857142857142857,True
upper_wick_ratio,3,342,0.23889739663092785,0.4685466377441018,-0.0010159821109329,-0.0008274344829779878,0.4093567251461988,2.321715332245601,3.098118667810934,0.7017543859649122,0.29239766081871343,True
upper_wick_ratio,4,343,0.4687285223367498,1.0,-0.000904230339553,-0.0008888657680412184,0.39067055393586003,1.85287262838162,2.9631322720622695,0.6967930029154519,0.2886297376093295,True
lower_wick_ratio,1,685,0.0,0.08531994981183386,-0.0014274231757214,-0.0014435933994544738,0.3883211678832117,2.423370307549741,3.476850233733801,0.6744525547445256,0.31532846715328466,True
lower_wick_ratio,2,343,0.08590604026857357,0.27320954907171635,-0.0008585346708634,-0.001719803518638073,0.4110787172011662,2.2378772938993388,3.1616965247875903,0.6618075801749271,0.3294460641399417,True
lower_wick_ratio,3,342,0.27322404371584186,0.5070043103448431,-0.00077025183852505,-0.0007650942796349466,0.42105263157894735,2.2410944514158166,3.0136735281820823,0.6491228070175439,0.347953216374269,True
lower_wick_ratio,4,343,0.507023411371257,1.0,-0.0004854317141607,-0.0008052486309967682,0.4606413994169096,2.287476654820792,3.016763531761839,0.6938775510204082,0.2886297376093295,True
body_ratio,1,343,0.0,0.15693430656930818,-0.0006978191051099,-0.0006909151780862634,0.43440233236151604,2.084591667931902,2.86361645546111,0.6647230320699709,0.3119533527696793,True
body_ratio,2,342,0.15752461322076192,0.3856893542757717,-0.00061633448639505,-0.0008958904654450221,0.4152046783625731,1.9926690192069474,2.9718553468695257,0.6754385964912281,0.3216374269005848,True
body_ratio,3,343,0.3859374999999545,0.6068204613840816,-0.0008352571142538,-0.0010643895103787636,0.42857142857142855,2.173323475369082,3.2582671075371556,0.717201166180758,0.27113702623906705,True
body_ratio,4,342,0.6070422535211063,0.8506311360448665,-0.00124766055860885,-0.001332195962709363,0.3888888888888889,2.545140144761758,3.3817183293155733,0.6929824561403509,0.30409356725146197,True
