weekday,weekday_name,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mfe_atr_mean,mae_atr_median,mae_atr_mean,take_profit_first_rate,stop_first_rate
0,Monday,257,-0.0007684932748059714,-0.00022643021159600307,0.0019376464834544359,0.0008771256468377993,0.002845511195040289,0.0014350287492017428,0.4280155642023346,-0.0009865243546426713,-0.0003287325919428261,0.00331721150885543,0.0015199413539311991,0.004257345329456959,0.0021370214786781967,0.4669260700389105,-0.0012132295894093693,-0.0006338948547611567,0.004429161049105351,0.0023260728508754085,0.005472143970154185,0.003161411158373411,0.4163424124513619,-0.0017896673183081392,-0.0008899196375600022,0.006259404446091884,0.003981876048613216,0.007564243891224647,0.005524813818884902,0.44357976653696496,-0.0025527973200098458,-0.0019214234981869836,0.008493702693901886,0.006283742441036108,0.01012714101808033,0.0086549697769634,0.36186770428015563,4.4564428273262084,7.494574522606286,5.476466206491957,7.126051301051932,0.3463035019455253,0.6459143968871596
1,Tuesday,256,-0.0007826135726747715,-0.00035629606881943017,0.001776788145170515,0.0006214448002334718,0.002738932379175209,0.0013664623230881688,0.40234375,-0.0007842343015947484,-0.0004893247756286578,0.0030645595273517895,0.0012343440935949014,0.004178655517367111,0.0023154850418100024,0.42578125,-0.0012303732185345894,-0.0010062324641938424,0.003956093221936933,0.0019764118573506184,0.00537519762965171,0.003263576238470645,0.3671875,-0.0007161739909686117,-0.0013448885663933773,0.0058147752550576125,0.0031286612888455348,0.007190313025802579,0.004882917720399466,0.37109375,-0.002221296786905039,-0.0019782334857429266,0.00759143661907008,0.004863083796030175,0.009527473802739243,0.007412565829320393,0.40625,3.358626991512369,6.236034077219441,4.851703487570614,7.8538420281569525,0.28515625,0.70703125
2,Wednesday,235,-0.0006304407145958526,-0.00012970599616891174,0.00200842830869226,0.0007576835857697061,0.002893180938043647,0.0012467948717948406,0.4553191489361702,-0.0008928557064257491,-0.0003549199830611522,0.0031713332678364615,0.0014242636825489807,0.004481291267327984,0.001909877297729303,0.4595744680851064,-0.0002877580116814391,-7.57575757576545e-05,0.0047370864255273275,0.0021778834459769436,0.005571206664696757,0.002533007190852207,0.48936170212765956,-5.138033158869762e-05,-2.941185121089909e-06,0.006977191135442878,0.003410635418050006,0.0070183282386856415,0.003889420049646039,0.4978723404255319,-9.354198251166424e-05,-0.001024413884222844,0.010091426366262755,0.005530576232951769,0.009486831821695216,0.0064908393092135,0.425531914893617,4.0314666362731755,7.918781519961698,3.8722407510376216,6.850349072439597,0.39148936170212767,0.6085106382978723
3,Thursday,245,-0.0006402723689570861,-0.00015125705925173117,0.0018474325688208617,0.0007550855236089444,0.0025641247380950773,0.001271269459770304,0.4489795918367347,-0.0010765735285500116,-0.00046998715650717554,0.0029747021974076073,0.0014296300963388103,0.00399579041474861,0.00218832723312923,0.43673469387755104,-0.0011006275263811109,-0.00032976438334809775,0.004219872283907566,0.002069304913000245,0.005241634223120233,0.002986426951084073,0.4530612244897959,-0.0009676380617768896,-0.0007864639089928836,0.005755039973087192,0.0031734459115035584,0.007045558612416124,0.0042936179991589,0.4489795918367347,-0.0002421409595799516,-0.0008800704056324098,0.008119927148472076,0.005328090896425782,0.008832822243839262,0.005947221523979673,0.46530612244897956,4.011796773476723,9.219430664251272,3.782334661461841,6.308188743430911,0.3306122448979592,0.6612244897959184
4,Friday,238,-0.00011420433377607463,-0.00041798155398289016,0.0023418703357604206,0.0008272713226118833,0.002766457786632348,0.0016319988281176534,0.39915966386554624,-0.0003907288401129197,-0.0004115513870170986,0.003666758572292566,0.0016431743415514033,0.004560546843209148,0.0024080641611914705,0.4327731092436975,-0.0005582830888325399,-0.0006594432972549774,0.005189040809580139,0.0022634011240695033,0.005873678690819939,0.003597604373871708,0.42857142857142855,-0.0014458184848761158,-0.0007431011090796762,0.006929189099207569,0.003648301278096353,0.00807666299153504,0.00519786834820639,0.41596638655462187,-0.0028211419602898534,-0.000837786579847746,0.0088356300246594,0.005864040846246919,0.01150202289909722,0.007971972892290319,0.4411764705882353,3.595131462079668,5.857717149207558,4.457324666570901,6.304540796931533,0.28991596638655465,0.6974789915966386
5,Saturday,238,-0.0007759787426595083,-0.0003578097791604682,0.0016217602677083155,0.0005990376691922855,0.0026436869564689176,0.0013026936703198146,0.37815126050420167,-0.0009891720055073406,-0.000619555505896583,0.0024919892403076336,0.0010656878789133467,0.0039970189185663495,0.0017897921045516613,0.39915966386554624,-0.0016123900981302886,-0.0009462086405578761,0.003589070090076707,0.0013812845266206813,0.005617148558309687,0.0028633685722567583,0.3697478991596639,-0.0014691014648546801,-0.0011231070854089585,0.004921807488097222,0.0023527228001518252,0.007496219736876842,0.0045021619661385045,0.3907563025210084,-0.002262474029498183,-0.001855475600729739,0.0067068856017459275,0.0036259762067996333,0.009877189363166993,0.006969963491513213,0.35714285714285715,3.279659081357711,5.366317906591207,4.929217955399,7.127627584806954,0.3025210084033613,0.6932773109243697
6,Sunday,247,-0.0007314650091656608,-0.00046753842489543474,0.0016964574337758136,0.000458516952390574,0.0027597818483114504,0.001329926954769446,0.3522267206477733,-0.0015663345954052882,-0.0006418985800243998,0.002457393150311745,0.000825160352168342,0.0044020673401926665,0.0020824422467910922,0.3481781376518219,-0.0019587337503340846,-0.0010266218672689514,0.003271020694917773,0.0011156120230103646,0.005750718608774753,0.0028909353315192707,0.32793522267206476,-0.0022095915286490997,-0.0009634079547165847,0.004392060965976255,0.0017403406033179075,0.007389323611712999,0.004027397648793876,0.32793522267206476,-0.0021711243504178726,-0.0012578184362697338,0.006068897055966676,0.003327962187130765,0.009989806367365827,0.006202941464510549,0.38866396761133604,2.5191728140325527,5.378832423325127,4.673044632495888,7.514899446841979,0.2874493927125506,0.6842105263157895
