split,quarter,trade_count,net_pnl,no_cost_pnl,win_rate,avg_trade,max_drawdown,max_ddpercent,active_symbol_count,avg_holding_minutes
oos,2026Q1,357,-17.170056260000003,-16.050020000000004,0.22408963585434175,-0.048095395686274516,17.868910514999698,0.35737821029999395,5,6927.689075630252
train,2025Q1,231,-9.649196089999991,-8.849679999999992,0.2987012987012987,-0.04177141164502161,9.64919609000026,0.19298392180000518,5,6745.974025974026
train,2025Q2,290,-1.3671115000000023,-0.47684000000000104,0.27586206896551724,-0.004714177586206904,6.687964445000034,0.13361709751463804,5,9691.034482758621
train,2025Q3,347,-6.877534599999982,-5.319679999999982,0.29971181556195964,-0.019819984438040294,13.565610014999947,0.27107249900368524,5,8671.06340057637
validation,2025Q4,360,-16.013077494999994,-14.675229999999996,0.25,-0.044480770819444425,19.071991709999566,0.38141338753120435,5,7107.952777777778
