policy_name,date,trade_count,gross_pnl,net_pnl,no_cost_net_pnl,fee_total,slippage_total,cumulative_net_pnl,equity
v3_1d_donchian_20_10_atr4,2023-02-11,2,-0.18269999999999986,-0.18560446999999985,-0.18269999999999986,0.00246447,0.00044,-0.18560446999999985,4999.81439553
v3_1d_donchian_20_10_atr4,2023-02-14,1,-0.008220000000000002,-0.008329820000000002,-0.008220000000000002,6.981999999999999e-05,4e-05,-0.19393428999999984,4999.80606571
v3_1d_donchian_20_10_atr4,2023-02-19,1,-0.016340000000000004,-0.01645388,-0.016340000000000004,7.388e-05,4e-05,-0.21038816999999985,4999.78961183
v3_1d_donchian_20_10_atr4,2023-03-04,2,-0.2576800000000001,-0.2601911600000001,-0.2576800000000001,0.0024311600000000004,8e-05,-0.47057932999999996,4999.52942067
v3_1d_donchian_20_10_atr4,2023-03-14,1,-0.40705,-0.409292645,-0.40705,0.0022026450000000005,4e-05,-0.8798719749999999,4999.120128025
v3_1d_donchian_20_10_atr4,2023-03-15,2,-0.36264,-0.36437817999999994,-0.36264,0.00165818,8e-05,-1.244250155,4998.755749845
v3_1d_donchian_20_10_atr4,2023-04-22,1,-0.0019900000000000074,-0.0021048650000000074,-0.0019900000000000074,7.486500000000001e-05,4e-05,-1.24635502,4998.75364498
v3_1d_donchian_20_10_atr4,2023-05-25,1,0.024330000000000154,0.022509735000000156,0.024330000000000154,0.001780265,4e-05,-1.2238452849999997,4998.776154715
v3_1d_donchian_20_10_atr4,2023-06-05,1,0.12902000000000008,0.12632671000000006,0.12902000000000008,0.00265329,4e-05,-1.0975185749999996,4998.902481425
v3_1d_donchian_20_10_atr4,2023-06-11,1,-0.07257,-0.073153945,-0.07257,0.00018394500000000003,0.0004,-1.1706725199999997,4998.82932748
v3_1d_donchian_20_10_atr4,2023-06-22,2,-0.1319699999999999,-0.13436155499999988,-0.1319699999999999,0.001951555,0.00044,-1.3050340749999996,4998.694965925
v3_1d_donchian_20_10_atr4,2023-06-23,1,0.009120000000000008,0.009019840000000008,0.009120000000000008,6.016e-05,4e-05,-1.2960142349999995,4998.703985765
v3_1d_donchian_20_10_atr4,2023-08-04,1,0.003689999999999998,0.0035797749999999977,0.003689999999999998,7.0225e-05,4e-05,-1.2924344599999995,4998.70756554
v3_1d_donchian_20_10_atr4,2023-08-18,1,-0.18597999999999992,-0.18890930999999994,-0.18597999999999992,0.00288931,4e-05,-1.4813437699999996,4998.51865623
v3_1d_donchian_20_10_atr4,2023-08-22,1,-0.04946999999999999,-0.05010176499999999,-0.04946999999999999,0.00023176500000000001,0.0004,-1.5314455349999996,4998.468554465
v3_1d_donchian_20_10_atr4,2023-08-30,1,0.05375,0.050940555,0.05375,0.002769445,4e-05,-1.4805049799999994,4998.51949502
v3_1d_donchian_20_10_atr4,2023-09-19,1,0.0008099999999999952,0.0007023549999999952,0.0008099999999999952,6.764500000000001e-05,4e-05,-1.4798026249999996,4998.520197375
v3_1d_donchian_20_10_atr4,2023-09-30,1,-0.11006999999999993,-0.11172776499999992,-0.11006999999999993,0.001617765,4e-05,-1.5915303899999995,4998.40846961
v3_1d_donchian_20_10_atr4,2023-10-02,1,-0.048500000000000015,-0.049106310000000014,-0.048500000000000015,0.00020631,0.0004,-1.6406366999999995,4998.3593633
v3_1d_donchian_20_10_atr4,2023-10-10,1,-0.08668000000000006,-0.08834946000000006,-0.08668000000000006,0.00162946,4e-05,-1.7289861599999994,4998.27101384
v3_1d_donchian_20_10_atr4,2023-10-13,1,-0.01808,-0.01870152,-0.01808,0.00022152,0.0004,-1.7476876799999994,4998.25231232
v3_1d_donchian_20_10_atr4,2023-10-24,2,-0.18969000000000003,-0.193953855,-0.18969000000000003,0.0022238550000000003,0.00204,-1.9416415349999996,4998.058358465
v3_1d_donchian_20_10_atr4,2023-12-19,1,0.2495,0.24673325,0.2495,0.00076675,0.002,-1.6949082849999995,4998.305091715
v3_1d_donchian_20_10_atr4,2024-01-04,1,0.07414,0.07399569,0.07414,0.00010431000000000001,4e-05,-1.6209125949999996,4998.379087405
v3_1d_donchian_20_10_atr4,2024-01-20,1,1.0040800000000003,1.0004497500000002,1.0040800000000003,0.00359025,4e-05,-0.6204628449999992,4999.379537155
v3_1d_donchian_20_10_atr4,2024-01-24,1,0.018799999999999956,0.017581299999999956,0.018799999999999956,0.0008187000000000001,0.0004,-0.6028815449999992,4999.397118455
v3_1d_donchian_20_10_atr4,2024-01-31,1,-0.4184099999999999,-0.4225803649999999,-0.4184099999999999,0.004130365,4e-05,-1.025461909999999,4998.97453809
v3_1d_donchian_20_10_atr4,2024-02-16,1,-0.028000000000000108,-0.030836000000000106,-0.028000000000000108,0.000836,0.002,-1.0562979099999992,4998.94370209
v3_1d_donchian_20_10_atr4,2024-02-24,1,0.011099999999999995,0.010887149999999995,0.011099999999999995,0.00017285,4e-05,-1.045410759999999,4998.95458924
v3_1d_donchian_20_10_atr4,2024-03-20,1,0.15646000000000004,0.15320068000000003,0.15646000000000004,0.0032193200000000003,4e-05,-0.8922100799999991,4999.10778992
v3_1d_donchian_20_10_atr4,2024-04-30,1,0.5835,0.58035825,0.5835,0.00114175,0.002,-0.31185182999999916,4999.68814817
v3_1d_donchian_20_10_atr4,2024-05-01,1,1.5347799999999996,1.5294268299999996,1.5347799999999996,0.005313170000000001,4e-05,1.2175750000000005,5001.217575
v3_1d_donchian_20_10_atr4,2024-05-18,1,-0.012239999999999985,-0.012434859999999985,-0.012239999999999985,0.00015486,4e-05,1.2051401400000004,5001.20514014
v3_1d_donchian_20_10_atr4,2024-05-22,1,-1.3034499999999993,-1.3098171649999995,-1.3034499999999993,0.006327165,4e-05,-0.10467702499999909,4999.895322975
v3_1d_donchian_20_10_atr4,2024-06-09,2,-0.08768999999999985,-0.09166121499999985,-0.08768999999999985,0.003891215,8e-05,-0.19633823999999894,4999.80366176
v3_1d_donchian_20_10_atr4,2024-06-30,3,0.21369000000000016,0.20673855500000016,0.21369000000000016,0.004871444999999999,0.0020800000000000003,0.010400315000001215,5000.010400315
v3_1d_donchian_55_20_atr5,2023-03-23,1,-0.01386,-0.013968930000000001,-0.01386,6.893e-05,4e-05,-0.013968930000000001,4999.98603107
v3_1d_donchian_55_20_atr5,2023-04-24,1,-0.01726,-0.01737846,-0.01726,7.846e-05,4e-05,-0.03134739,4999.96865261
v3_1d_donchian_55_20_atr5,2023-05-16,1,-0.06146000000000001,-0.06204309,-0.06146000000000001,0.00018309000000000004,0.0004,-0.09339048,4999.90660952
v3_1d_donchian_55_20_atr5,2023-06-06,1,-0.4148299999999999,-0.4176824149999999,-0.4148299999999999,0.002812415,4e-05,-0.5110728949999999,4999.488927105
v3_1d_donchian_55_20_atr5,2023-06-22,1,-0.48644000000000015,-0.48921908000000014,-0.48644000000000015,0.00273908,4e-05,-1.000291975,4998.999708025
v3_1d_donchian_55_20_atr5,2023-07-03,1,-0.004720000000000005,-0.004826020000000005,-0.004720000000000005,6.602e-05,4e-05,-1.005117995,4998.994882005
v3_1d_donchian_55_20_atr5,2023-07-04,1,-0.3258499999999999,-0.3276946549999999,-0.3258499999999999,0.0018046549999999998,4e-05,-1.33281265,4998.66718735
v3_1d_donchian_55_20_atr5,2023-08-17,1,-0.003410000000000002,-0.003519755000000002,-0.003410000000000002,6.9755e-05,4e-05,-1.3363324049999998,4998.663667595
v3_1d_donchian_55_20_atr5,2023-08-18,1,-0.42510000000000003,-0.42814887,-0.42510000000000003,0.00300887,4e-05,-1.764481275,4998.235518725
v3_1d_donchian_55_20_atr5,2023-09-30,1,0.06759000000000015,0.06584340500000015,0.06759000000000015,0.0017065950000000002,4e-05,-1.6986378699999998,4998.30136213
v3_1d_donchian_55_20_atr5,2023-10-02,1,-0.048500000000000015,-0.049106310000000014,-0.048500000000000015,0.00020631,0.0004,-1.7477441799999998,4998.25225582
v3_1d_donchian_55_20_atr5,2023-10-03,1,-0.0070799999999999275,-0.009919859999999928,-0.0070799999999999275,0.0027998600000000004,4e-05,-1.7576640399999997,4998.24233596
v3_1d_donchian_55_20_atr5,2024-01-24,1,0.8329500000000001,0.829405315,0.8329500000000001,0.0035046850000000004,4e-05,-0.9282587249999997,4999.071741275
v3_1d_donchian_55_20_atr5,2024-04-14,1,0.0666,0.06644456000000001,0.0666,0.00011544000000000002,4e-05,-0.8618141649999997,4999.138185835
v3_1d_donchian_55_20_atr5,2024-05-02,2,1.6443200000000002,1.6377974200000003,1.6443200000000002,0.006082580000000001,0.00044,0.7759832550000005,5000.775983255
v3_1d_donchian_55_20_atr5,2024-05-18,1,-0.012239999999999985,-0.012434859999999985,-0.012239999999999985,0.00015486,4e-05,0.7635483950000006,5000.763548395
v3_1d_donchian_55_20_atr5,2024-05-28,1,-1.3745499999999993,-1.3809527149999994,-1.3745499999999993,0.006362715,4e-05,-0.6174043199999988,4999.38259568
v3_1d_donchian_55_20_atr5,2024-06-12,1,-0.50879,-0.5125422550000001,-0.50879,0.003712255,4e-05,-1.1299465749999988,4998.870053425
v3_1d_ema_50_200_atr5,2023-02-14,2,0.23624999999999988,0.23477556499999985,0.23624999999999988,0.001394435,8e-05,0.23477556499999985,5000.234775565
v3_1d_ema_50_200_atr5,2023-03-04,1,0.008839999999999968,0.008231759999999968,0.008839999999999968,0.00020824000000000003,0.0004,0.24300732499999983,5000.243007325
v3_1d_ema_50_200_atr5,2023-03-05,2,0.5682799999999997,0.5646953499999997,0.5682799999999997,0.0035046500000000006,8e-05,0.8077026749999996,5000.807702675
v3_1d_ema_50_200_atr5,2023-03-08,1,-0.009079999999999927,-0.010684689999999927,-0.009079999999999927,0.00156469,4e-05,0.7970179849999995,5000.797017985
v3_1d_ema_50_200_atr5,2023-03-09,1,-0.04247000000000008,-0.04474523500000008,-0.04247000000000008,0.0022352350000000003,4e-05,0.7522727499999995,5000.75227275
v3_1d_ema_50_200_atr5,2023-03-16,1,-0.02756,-0.028165440000000003,-0.02756,0.00020544,0.0004,0.7241073099999995,5000.72410731
v3_1d_ema_50_200_atr5,2023-03-28,1,-0.0012199999999999989,-0.001329339999999999,-0.0012199999999999989,6.934e-05,4e-05,0.7227779699999994,5000.72277797
v3_1d_ema_50_200_atr5,2023-03-31,1,-0.004990000000000023,-0.005598825000000023,-0.004990000000000023,0.000208825,0.0004,0.7171791449999995,5000.717179145
v3_1d_ema_50_200_atr5,2023-04-10,1,-0.0017500000000000072,-0.0018620350000000073,-0.0017500000000000072,7.2035e-05,4e-05,0.7153171099999994,5000.71531711
v3_1d_ema_50_200_atr5,2023-04-23,1,-0.057839999999999975,-0.06067131999999998,-0.057839999999999975,0.0008313200000000001,0.002,0.6546457899999995,5000.65464579
v3_1d_ema_50_200_atr5,2023-04-25,1,-0.003329999999999984,-0.003945154999999984,-0.003329999999999984,0.000215155,0.0004,0.6507006349999995,5000.650700635
v3_1d_ema_50_200_atr5,2023-04-26,1,0.14469999999999983,0.14291747999999982,0.14469999999999983,0.00174252,4e-05,0.7936181149999992,5000.793618115
