policy_name,time,equity,drawdown,ddpercent
v3_1d_donchian_20_10_atr4,2023-01-22T00:00:00+08:00,5000.0,0.0,0.0
v3_1d_donchian_20_10_atr4,2023-02-11T00:00:00+08:00,4999.86056552,0.13943448000009084,0.002788689600001817
v3_1d_donchian_20_10_atr4,2023-02-11T00:00:00+08:00,4999.81439553,0.1856044699998165,0.0037120893999963303
v3_1d_donchian_20_10_atr4,2023-02-14T00:00:00+08:00,4999.80606571,0.19393428999956086,0.003878685799991217
v3_1d_donchian_20_10_atr4,2023-02-19T00:00:00+08:00,4999.78961183,0.2103881700004422,0.0042077634000088435
v3_1d_donchian_20_10_atr4,2023-03-04T00:00:00+08:00,4999.54259619,0.4574038099999598,0.009148076199999196
v3_1d_donchian_20_10_atr4,2023-03-04T00:00:00+08:00,4999.52942067,0.4705793299999641,0.00941158659999928
v3_1d_donchian_20_10_atr4,2023-03-14T00:00:00+08:00,4999.120128025,0.879871975000242,0.01759743950000484
v3_1d_donchian_20_10_atr4,2023-03-15T00:00:00+08:00,4998.765256545,1.2347434550001708,0.024694869100003413
v3_1d_donchian_20_10_atr4,2023-03-15T00:00:00+08:00,4998.755749845,1.2442501550003726,0.024885003100007453
v3_1d_donchian_20_10_atr4,2023-04-22T00:00:00+08:00,4998.75364498,1.24635502000001,0.0249271004000002
v3_1d_donchian_20_10_atr4,2023-05-25T00:00:00+08:00,4998.776154715,1.2238452849996975,0.02447690569999395
v3_1d_donchian_20_10_atr4,2023-06-05T00:00:00+08:00,4998.902481425,1.097518575000322,0.021950371500006442
v3_1d_donchian_20_10_atr4,2023-06-11T00:00:00+08:00,4998.82932748,1.1706725200001529,0.023413450400003057
v3_1d_donchian_20_10_atr4,2023-06-22T00:00:00+08:00,4998.71661413,1.28338586999962,0.025667717399992396
v3_1d_donchian_20_10_atr4,2023-06-22T00:00:00+08:00,4998.694965925,1.3050340749996394,0.026100681499992787
v3_1d_donchian_20_10_atr4,2023-06-23T00:00:00+08:00,4998.703985765,1.296014235000257,0.025920284700005142
v3_1d_donchian_20_10_atr4,2023-08-04T00:00:00+08:00,4998.70756554,1.2924344599996402,0.025848689199992808
v3_1d_donchian_20_10_atr4,2023-08-18T00:00:00+08:00,4998.51865623,1.4813437700004215,0.02962687540000843
v3_1d_donchian_20_10_atr4,2023-08-22T00:00:00+08:00,4998.468554465,1.5314455349998752,0.030628910699997503
v3_1d_donchian_20_10_atr4,2023-08-30T00:00:00+08:00,4998.51949502,1.4805049799997505,0.02961009959999501
v3_1d_donchian_20_10_atr4,2023-09-19T00:00:00+08:00,4998.520197375,1.4798026250000476,0.02959605250000095
v3_1d_donchian_20_10_atr4,2023-09-30T00:00:00+08:00,4998.40846961,1.5915303900001163,0.031830607800002325
v3_1d_donchian_20_10_atr4,2023-10-02T00:00:00+08:00,4998.3593633,1.640636699999959,0.03281273399999918
v3_1d_donchian_20_10_atr4,2023-10-10T00:00:00+08:00,4998.27101384,1.728986160000204,0.03457972320000408
v3_1d_donchian_20_10_atr4,2023-10-13T00:00:00+08:00,4998.25231232,1.7476876800001264,0.034953753600002524
v3_1d_donchian_20_10_atr4,2023-10-24T00:00:00+08:00,4998.19569732,1.804302679999637,0.03608605359999274
v3_1d_donchian_20_10_atr4,2023-10-24T00:00:00+08:00,4998.058358465,1.9416415349996896,0.03883283069999379
v3_1d_donchian_20_10_atr4,2023-12-19T00:00:00+08:00,4998.305091715,1.6949082849996557,0.03389816569999311
v3_1d_donchian_20_10_atr4,2024-01-04T00:00:00+08:00,4998.379087405,1.6209125949999361,0.032418251899998723
v3_1d_donchian_20_10_atr4,2024-01-20T00:00:00+08:00,4999.379537155,0.6204628449995653,0.012409256899991308
v3_1d_donchian_20_10_atr4,2024-01-24T00:00:00+08:00,4999.397118455,0.6028815449999456,0.012057630899998912
v3_1d_donchian_20_10_atr4,2024-01-31T00:00:00+08:00,4998.97453809,1.025461909999649,0.02050923819999298
v3_1d_donchian_20_10_atr4,2024-02-16T00:00:00+08:00,4998.94370209,1.0562979099995573,0.02112595819999115
v3_1d_donchian_20_10_atr4,2024-02-24T00:00:00+08:00,4998.95458924,1.0454107599998679,0.020908215199997356
v3_1d_donchian_20_10_atr4,2024-03-20T00:00:00+08:00,4999.10778992,0.8922100800000408,0.017844201600000817
v3_1d_donchian_20_10_atr4,2024-04-30T00:00:00+08:00,4999.68814817,0.3118518299997959,0.006237036599995918
v3_1d_donchian_20_10_atr4,2024-05-01T00:00:00+08:00,5001.217575,0.0,0.0
v3_1d_donchian_20_10_atr4,2024-05-18T00:00:00+08:00,5001.20514014,0.012434859999302716,0.0002486366532314427
v3_1d_donchian_20_10_atr4,2024-05-22T00:00:00+08:00,4999.895322975,1.3222520249992158,0.026438602303744323
v3_1d_donchian_20_10_atr4,2024-06-09T00:00:00+08:00,4999.893342885,1.3242321150000862,0.026478194462477195
v3_1d_donchian_20_10_atr4,2024-06-09T00:00:00+08:00,4999.80366176,1.4139132399996015,0.02827138029481954
v3_1d_donchian_20_10_atr4,2024-06-30T23:59:00+08:00,4999.94386201,1.2737129899996944,0.025468057945863203
v3_1d_donchian_20_10_atr4,2024-06-30T23:59:00+08:00,4999.99861326,1.2189617399999406,0.024373299535962314
v3_1d_donchian_20_10_atr4,2024-06-30T23:59:00+08:00,5000.010400315,1.2071746849996998,0.024137615828475525
v3_1d_donchian_55_20_atr5,2023-03-11T00:00:00+08:00,5000.0,0.0,0.0
v3_1d_donchian_55_20_atr5,2023-03-23T00:00:00+08:00,4999.98603107,0.013968930000373803,0.00027937860000747604
v3_1d_donchian_55_20_atr5,2023-04-24T00:00:00+08:00,4999.96865261,0.03134738999960973,0.0006269477999921947
v3_1d_donchian_55_20_atr5,2023-05-16T00:00:00+08:00,4999.90660952,0.0933904800003802,0.001867809600007604
v3_1d_donchian_55_20_atr5,2023-06-06T00:00:00+08:00,4999.488927105,0.5110728950003249,0.010221457900006498
v3_1d_donchian_55_20_atr5,2023-06-22T00:00:00+08:00,4998.999708025,1.0002919750004367,0.020005839500008733
v3_1d_donchian_55_20_atr5,2023-07-03T00:00:00+08:00,4998.994882005,1.0051179949996367,0.020102359899992733
v3_1d_donchian_55_20_atr5,2023-07-04T00:00:00+08:00,4998.66718735,1.3328126500000508,0.026656253000001018
