policy_name,symbol,trade_count,long_count,short_count,active_symbol_count,no_cost_net_pnl,net_pnl,fee_total,slippage_total,cost_drag,win_rate,profit_factor,avg_win,avg_loss,avg_trade_net_pnl,median_trade_net_pnl,max_drawdown,max_ddpercent,return_drawdown_ratio,sharpe_like,avg_holding_minutes,median_holding_minutes,top_5pct_trade_pnl_contribution,best_trade,worst_trade,largest_symbol_pnl_share,portfolio_turnover,max_concurrent_positions
v3_1d_donchian_20_10_atr4,BTCUSDT_SWAP_OKX.GLOBAL,3,2,1,1,-0.36190000000000144,-0.38562451000000164,0.023604510000000002,0.00012000000000000002,0.0237245100000002,0.3333333333333333,0.7573025887229139,1.2032861749999988,-0.7944553425000003,-0.1285415033333339,-0.6004215200000004,0.988489164999919,0.01976978329999838,-0.39011506008771807,-0.2331368332227397,38880.0,36000.0,-3.1203570929658846,1.2032861749999988,-0.9884891650000001,1.0,47.20902,1
v3_1d_donchian_20_10_atr4,ETHUSDT_SWAP_OKX.GLOBAL,1,1,0,1,-1.5745099999999999,-1.577677305,0.003127305,4e-05,0.0031673050000000647,0.0,0.0,,-1.577677305,-1.577677305,-1.577677305,1.5776773050001793,0.031553546100003584,-0.9999999999998863,,43200.0,43200.0,1.0,-1.577677305,-1.577677305,1.0,6.25461,1
v3_1d_donchian_20_10_atr4,LINKUSDT_SWAP_OKX.GLOBAL,2,1,1,1,-0.0019699999999999926,-0.002245214999999993,0.000195215,8e-05,0.00027521500000000053,0.5,0.8234076156333401,0.010468894999999999,-0.012714109999999992,-0.0011226074999999966,-0.0011226074999999966,0.012714109999251377,0.0002542816675754119,-0.1765923843770578,-0.13696298229860626,29520.0,29520.0,-4.662758354990515,0.010468894999999999,-0.012714109999999992,1.0,0.39043,1
v3_1d_donchian_20_10_atr4,SOLUSDT_SWAP_OKX.GLOBAL,2,1,1,1,-0.012900000000000078,-0.015549950000000076,0.0018499500000000002,0.0008,0.002649949999999998,0.5,0.8818153524250916,0.11602339999999996,-0.13157335000000003,-0.007774975000000038,-0.007774975000000038,0.13157334999959858,0.0026314059390592057,-0.11818464757526899,-0.088817604367681,33119.5,33119.5,-7.461335888539796,0.11602339999999996,-0.13157335000000003,1.0,3.6999000000000004,1
v3_1d_donchian_55_20_atr5,BTCUSDT_SWAP_OKX.GLOBAL,2,1,1,1,-0.6944700000000011,-0.7111806250000012,0.016630625000000003,8e-05,0.01671062500000009,0.5,0.48440681238228245,0.6681638699999994,-1.3793444950000007,-0.3555903125000006,-0.3555903125000006,1.3793444949997138,0.027586889899994277,-0.5155931876178248,-0.4912122960591548,33840.0,33840.0,-0.9395136010630186,0.6681638699999994,-1.3793444950000007,1.0,33.261250000000004,1
v3_1d_donchian_55_20_atr5,ETHUSDT_SWAP_OKX.GLOBAL,1,1,0,1,-1.92164,-1.92463374,0.00295374,4e-05,0.002993739999999967,0.0,0.0,,-1.92463374,-1.92463374,-1.92463374,1.9246337399999902,0.03849267479999981,-1.000000000000005,,48960.0,48960.0,1.0,-1.92463374,-1.92463374,1.0,5.90748,1
v3_1d_donchian_55_20_atr5,LINKUSDT_SWAP_OKX.GLOBAL,1,0,1,1,0.006010000000000008,0.005866595000000008,0.000103405,4e-05,0.0001434050000000001,1.0,,0.005866595000000008,,0.005866595000000008,0.005866595000000008,0.0,0.0,,,59040.0,59040.0,1.0,0.005866595000000008,0.005866595000000008,1.0,0.20681,1
v3_1d_donchian_55_20_atr5,SOLUSDT_SWAP_OKX.GLOBAL,1,0,1,1,-0.09519999999999997,-0.09649089999999996,0.0008909,0.0004,0.0012908999999999976,0.0,0.0,,-0.09649089999999996,-0.09649089999999996,-0.09649089999999996,0.09649090000038996,0.0019298180000077991,-0.9999999999959582,,56160.0,56160.0,1.0,-0.09649089999999996,-0.09649089999999996,1.0,1.7818,1
v3_1d_ema_50_200_atr5,BTCUSDT_SWAP_OKX.GLOBAL,3,0,3,1,1.174289999999998,1.147860674999998,0.026309325000000005,0.00012000000000000002,0.02642932500000006,0.3333333333333333,2.7984371908683237,1.786115199999999,-0.31912726250000045,0.3826202249999993,-0.25774789500000056,0.6382545249998657,0.012765090499997314,1.798437190868705,0.6669290545120422,28800.0,2880.0,1.556038323205037,1.786115199999999,-0.3805066300000003,1.0,52.61865,1
v3_1d_ema_50_200_atr5,DOGEUSDT_SWAP_OKX.GLOBAL,3,0,3,1,0.18399999999999983,0.17395799999999978,0.0040420000000000005,0.006,0.010042000000000051,0.3333333333333333,1.4840634415341831,0.5333282499999998,-0.17968512500000003,0.057985999999999926,-0.07097375000000006,0.35937025000021094,0.007187405000004219,0.484063441533899,0.28890392280191585,40319.666666666664,8640.0,3.065844916589065,0.5333282499999998,-0.2883965,1.0,8.084,1
v3_1d_ema_50_200_atr5,ETHUSDT_SWAP_OKX.GLOBAL,4,0,4,1,-0.4716700000000001,-0.48391994500000013,0.012089945,0.00016,0.01224994500000004,0.0,0.0,,-0.12097998625000003,-0.12097998625000003,-0.09233977250000008,0.48391994499979774,0.009678398899995956,-1.0000000000004183,-3.4017506569434195,3240.0,2160.0,0.1267699350560969,-0.061346500000000005,-0.23789389999999994,1.0,24.17989,1
v3_1d_ema_50_200_atr5,LINKUSDT_SWAP_OKX.GLOBAL,5,0,5,1,0.020269999999999976,0.019461294999999976,0.000608705,0.0002,0.0008087049999999998,0.4,1.9700483845482446,0.0197617425,-0.006687396666666675,0.003892258999999995,-0.002564925000000008,0.02006219000031706,0.0004012438000063412,0.9700483845329155,0.6083721252595397,22463.8,8640.0,1.4113033074109427,0.027465790000000007,-0.013200555000000008,1.0,1.2174099999999999,1
v3_1d_ema_50_200_atr5,SOLUSDT_SWAP_OKX.GLOBAL,3,0,3,1,0.020800000000000277,0.016007600000000274,0.003592400000000001,0.0012000000000000001,0.004792400000000002,0.3333333333333333,1.2099702967504857,0.09224505000000009,-0.03811872499999991,0.005335866666666758,-0.0034764499999998754,0.07623745000000781,0.0015247490000001563,0.20997029675046364,0.13661274361583906,10079.666666666666,2880.0,5.762578400259784,0.09224505000000009,-0.07276099999999994,1.0,7.184800000000001,1
v3_4h_donchian_100_30_atr5,BTCUSDT_SWAP_OKX.GLOBAL,5,2,3,1,0.8554899999999994,0.8178680149999995,0.037421985000000005,0.0002,0.03762198499999991,0.4,1.6890169876330288,1.0024375275000006,-0.395669013333334,0.1635736029999999,-0.0723075950000003,1.1870070400000259,0.023730625412214816,0.6890169876330149,0.3863924237388309,17471.8,12480.0,2.433346063790014,1.990155915000001,-0.6728069650000009,1.0,74.84397000000001,1
v3_4h_donchian_100_30_atr5,ETHUSDT_SWAP_OKX.GLOBAL,3,2,1,1,-2.3911899999999995,-2.3989866849999997,0.007676685000000001,0.00012000000000000002,0.007796685000000192,0.0,0.0,,-0.7996622283333332,-0.7996622283333332,-0.7010284800000002,2.398986684999727,0.04797973369999454,-1.0000000000001137,-5.497562769095356,4240.0,4080.0,0.23029553621720072,-0.5524759249999998,-1.1454822799999997,1.0,15.353370000000002,1
v3_4h_donchian_100_30_atr5,LINKUSDT_SWAP_OKX.GLOBAL,3,1,2,1,0.02052000000000001,0.020101810000000015,0.00029819000000000004,0.00012000000000000002,0.00041818999999999537,0.3333333333333333,2.9652226025221062,0.030330580000000003,-0.005114384999999993,0.006700603333333339,-0.0024092649999999855,0.010228770000139775,0.00020457415903221623,1.9652226024952488,0.6885962326900115,12240.0,5280.0,1.5088482081961763,0.030330580000000003,-0.007819505000000001,1.0,0.59638,1
v3_4h_donchian_100_30_atr5,SOLUSDT_SWAP_OKX.GLOBAL,1,0,1,1,0.2713,0.26984644999999996,0.00105355,0.0004,0.0014535500000000257,1.0,,0.26984644999999996,,0.26984644999999996,0.26984644999999996,0.0,0.0,,,54480.0,54480.0,1.0,0.26984644999999996,0.26984644999999996,1.0,2.1071,1
v3_4h_donchian_20_10_atr4,BTCUSDT_SWAP_OKX.GLOBAL,11,3,8,1,-1.769120000000001,-1.8523519200000012,0.08279192,0.00044,0.08323192000000024,0.18181818181818182,0.08778817182412736,0.08913203249999985,-0.2256239983333334,-0.1683956290909092,-0.20168117500000002,1.852351919999819,0.03704703839999638,-1.0000000000000984,-3.756269682561144,5498.181818181818,4080.0,-0.08988918531204367,0.166506405,-0.37062686999999944,1.0,165.58384,1
v3_4h_donchian_20_10_atr4,DOGEUSDT_SWAP_OKX.GLOBAL,12,5,7,1,-0.6815000000000002,-0.7184287500000001,0.012928750000000003,0.024000000000000007,0.036928749999999844,0.16666666666666666,0.17749095551026958,0.07751562500000006,-0.08734600000000002,-0.05986906250000001,-0.07195987500000006,0.7184287500003848,0.014368575000007693,-0.9999999999994645,-2.804170660865553,5240.0,3600.0,-0.12063826788669033,0.08667000000000008,-0.20027849999999994,1.0,25.8575,1
v3_4h_donchian_20_10_atr4,ETHUSDT_SWAP_OKX.GLOBAL,8,4,4,1,-1.0114400000000003,-1.0311399000000008,0.019379900000000002,0.00032,0.019699900000000437,0.125,0.542196205475517,1.2212221649999997,-0.3217660092857143,-0.1288924875000001,-0.28526871499999995,1.5985171649999756,0.0319667158624361,-0.6450602612077778,-0.6681663462232077,10919.875,3960.0,-1.1843418773727976,1.2212221649999997,-0.6538449000000003,1.0,38.7598,1
v3_4h_donchian_20_10_atr4,LINKUSDT_SWAP_OKX.GLOBAL,9,6,3,1,-0.0031299999999999896,-0.004378184999999988,0.000888185,0.00036,0.001248184999999998,0.2222222222222222,0.8473237894391796,0.012149045,-0.004096610714285713,-0.00048646499999999864,-0.0013339499999999924,0.017501540000012028,0.000350029881286962,-0.2501599859210663,-0.16779418682269895,4666.666666666667,2400.0,-5.1058989055967405,0.02235457,-0.009231215,1.0,1.77637,1
