,A1_4h,A1_1d,A2_4h,A2_1d,A3_1d,B1_4h,B1_1d,B2_4h,B2_1d,C1_4h,C1_1d,C2_4h,C2_1d,C3_4h,C3_1d
2024-01-08 00:00:00+00:00,484.1983299532502,-1748.084783027585,280.6182506894062,-2089.918808620432,-2113.40517909562,-1687.8142068149205,-2460.6910811938064,1008.3758297560239,-2750.8863387895276,-1509.90129148331,-1519.856178090126,-2449.9151503940034,-2367.4089566354237,-2664.1583145829773,-2656.891185830861
2024-01-09 00:00:00+00:00,-2327.481500545798,4688.172197502314,325.1682391994642,5858.272312188867,5664.55608206158,4662.9395910012445,6509.771038319495,-1732.0526031269612,7136.456419829123,2793.2620522503203,1751.2729285962328,6464.703820525089,6252.591169626275,6973.377786548105,6970.528720562553
2024-01-10 00:00:00+00:00,-143.71589867515112,300.8932232879037,52.291886661831796,-226.66331675150218,-528.1610080160455,939.7435140764292,-542.9100387813359,121.05056022165377,-534.9976435859867,916.6034647317655,928.8610439974586,-513.3398166916932,-477.11881820910014,-538.9721792866285,-540.4083446837274
2024-01-11 00:00:00+00:00,195.44585309068506,2520.5926909660907,205.54435443224114,4077.5095274619252,4273.553835013023,1424.5113008094959,4719.442576410641,-509.822192623099,5048.689417155143,843.3279157657985,-1097.6195307910011,4657.868849998864,4467.064040617687,4937.007118588251,4943.173539057604
2024-01-12 00:00:00+00:00,-322.79679662149164,-716.9708044656115,-293.48784249825144,-796.3994862534183,-474.9756490120243,-1092.128978271644,-642.7247831141651,200.0891641517249,-729.2725669981528,-1858.5294813888158,-1181.0879365293567,-636.3940571903906,-605.9365325597587,-720.9321444553642,-724.0888769662076
2024-01-13 00:00:00+00:00,-1127.2731211848206,-4535.571566208151,-1053.4919964949731,-5566.793704541404,-5612.760918637311,-4384.007352634824,-6407.530791252535,-2083.972939724966,-7031.02114919289,-4649.332873179897,-4856.722659078382,-6370.022932680003,-6179.017656880703,-6863.456745564357,-6854.953944437283
2024-01-14 00:00:00+00:00,-423.1739318340686,1714.5680214436672,222.5916278412082,1927.771276967474,1803.9886347586353,1853.2428574151159,2091.96408079691,-398.958405361784,2328.4364927510505,1295.3911926864548,1708.8039396420031,2088.9107324760434,2024.8232765457115,2258.32368858835,2254.8969073905623
2024-01-15 00:00:00+00:00,-144.8519478968364,-1710.5099222252666,-429.2014964541199,-1173.472609743033,-1212.2584430252837,-2195.3296984602284,-1310.1735829580482,-786.7822533070678,-1481.9324162244766,-2417.436157601946,-1324.5839035236768,-1351.2651775513286,-1376.3122338401008,-1418.4394654170894,-1407.4370704712687
2024-01-16 00:00:00+00:00,-448.91791600666295,624.2407597885988,152.81248773115252,1112.414457168214,1172.4152473368042,311.3317724640991,1304.470888952038,90.96819420252665,1386.1190876214798,-40.23575267855722,346.54270338523736,1281.6908124492468,1227.217324360874,1365.2892029968375,1367.9277072940993
2024-01-17 00:00:00+00:00,-84.1453121069996,1790.848563289321,305.4381032158039,1870.2558452152975,1711.9796189926788,1971.8220865680646,1960.8814901738945,-138.49111921141812,2171.7495901900656,1974.0556745297474,1962.0467200093467,1965.6998771571582,1919.9254775702648,2110.3742965907486,2107.751587370914
2024-01-18 00:00:00+00:00,394.480644809532,1230.6791919650968,-232.31759850842263,1844.84606766775,1447.6467013840365,2039.5243443344054,1829.1863052447636,311.9924548814486,2042.53505982652,2187.0551420412976,2212.4134655916328,1794.3406466273416,1687.246851667311,2002.6217255264382,2007.590684820977
2024-01-19 00:00:00+00:00,-1028.0583401013548,-3666.595984392673,-459.0432505595309,-5003.217651853376,-4773.1911697975975,-4959.963190047744,-5543.980735924583,-1163.2121448898235,-6078.464074340823,-4828.920861395535,-4683.461865294651,-5484.611996811279,-5266.489783765202,-5942.031667651743,-5943.347942787195
2024-01-20 00:00:00+00:00,-130.25876252174072,-81.13121448305384,-77.89151138794807,1699.5633844403335,1656.3441711725895,531.0322999808246,1885.7895642363983,723.0229572807878,1901.9784447262414,552.436913198345,565.4491225688579,1787.8773119502885,1622.3563507567058,1917.8345576198196,1939.293064700646
2024-01-21 00:00:00+00:00,-323.66928919217037,-405.8171789838497,-9.829941244133689,-824.184384218801,413.8825221853799,-1836.139641014872,287.65192000187585,-1236.9788807702764,395.4338120730879,-2317.2410182652543,-1834.4895420470984,317.6318730525827,367.80909554616164,316.21558275982375,284.36988978857244
2024-01-22 00:00:00+00:00,31.097413649640416,-798.6344166456063,-227.27535059109147,-1265.7217809816907,-1407.2970410603077,-897.6820193395307,-1603.7741642404885,-243.2648114880609,-1758.1061667640297,167.17420849835727,166.5461683998229,-1583.0013235577492,-1516.7375070476357,-1710.5427528071027,-1707.8051045610591
2024-01-23 00:00:00+00:00,1273.4933900305505,-4147.174283927809,162.2123610433706,-5049.105778917385,-5179.407647937074,-3686.6138650745734,-5872.9136523738935,-423.1634238858553,-6452.034996993574,1252.6900344666453,1837.7368018704822,-5844.660418471004,-5668.673414569123,-6279.115769464897,-6269.059697244969
2024-01-24 00:00:00+00:00,-268.9462535119542,0.0,-430.3155664004812,-578.4693987051226,-781.1200307043968,-1107.512440736096,-794.2600338746956,-164.4212706769231,-836.0593470886806,-163.2351027546665,63.993386610620036,-783.3005958831445,-753.0504400950408,-1071.6487200473553,-804.6254260003683
2024-01-25 00:00:00+00:00,-566.863207377718,0.0,-505.86917854094725,1534.2950975351328,1450.8152238971093,-766.9973010516117,1742.2334267715144,-552.1472418678393,1993.170429063321,-561.010050448044,-558.0109094180975,1750.8723087298802,1709.0706604447282,1918.2261358920837,1915.4366164022572
2024-01-26 00:00:00+00:00,604.2254554450178,0.0,685.5003172989609,-1389.3608893618662,-1419.458396272395,449.59687853838756,-1640.7202320851916,799.4948488660182,-1780.9631146587578,761.9165746817542,773.4416427915555,-1611.5992059549203,-1531.8455322859074,-1895.2165646941407,-1759.4357138119167
2024-01-27 00:00:00+00:00,-856.1868376152055,0.0,-1455.7461731714566,2796.4588973794916,3243.9169677088244,-1867.7785907934801,3742.0472798172004,-1767.1528017561498,4125.165877499809,-2028.0262876940487,-1768.7110791445436,3723.8158681157292,3611.382690001847,3608.5337037609434,3513.2713741930625
2024-01-28 00:00:00+00:00,152.85056950974862,0.0,-111.99135390646882,913.6987138998138,903.912825898649,-446.69142986382576,1072.3210564270883,-416.19552924824364,1190.022992338529,-414.45589687281176,-411.184905240267,1063.953268034825,1023.9538250316574,1159.7523951137505,1159.8941555815297
2024-01-29 00:00:00+00:00,-31.889397594134948,0.0,-414.8744721956743,740.0693139081809,437.8831823097975,-75.54387305890629,576.5818949596357,-295.8446861540681,641.4530423594651,-27.827576708685456,-44.323123587742145,566.2249892829801,530.751600320828,644.76635500352,646.5008924568803
2024-01-30 00:00:00+00:00,1542.840712477471,0.0,884.1632387365166,3044.59471157842,3375.9573529941026,-867.113485632934,3887.2012397663493,-367.87684131107903,4288.911574267044,-1393.0339714003753,-1855.9383353351484,3865.6641240658173,3741.1462879376604,4156.685384833569,4156.37226616088
2024-01-31 00:00:00+00:00,320.91563588991914,0.0,-114.65444656040302,614.12437638046,254.43105276688976,-181.28539443752172,314.93302054309,-512.689218678575,283.0418928405026,-1005.7702820420315,-45.941547113136124,283.93740952563394,231.3452321521105,316.4759364731226,325.4415361351022
2024-02-01 00:00:00+00:00,-892.6722519870829,0.0,-553.7271168057464,-2064.2904938234196,-2038.4471073167306,-489.6319530041769,-2362.4195599530794,-202.91479185552316,-2660.5231188089197,223.46438075144414,198.79416551137496,-2369.9738337892636,-2313.2318887610927,-2554.19753162308,-2549.550695749078
2024-02-02 00:00:00+00:00,944.555718348036,-5.5851630000000005,494.46228912985237,2560.6426380965563,2567.700106745593,906.3749931881749,2966.29325734808,1162.88411825777,2920.7977050696213,-900.8826547721676,-1519.6613476777252,2850.533345909756,2632.621179429629,3072.488907245981,3097.3626825975775
2024-02-03 00:00:00+00:00,431.7782012299118,365.78589973189037,689.1819832324223,1830.6811595256052,1629.1023058905982,708.9702182747919,1936.8016490274456,701.1488776978525,2128.937836317904,173.10170691999352,-6.661702247610755,1897.3457656818116,1791.869092099036,2070.2957027975995,2077.0287286754856
2024-02-04 00:00:00+00:00,-116.28392845158507,-98.5112756314738,-425.58319269580613,-1284.5497486258569,-1236.2021996667083,-302.8002553027761,-1455.0109648639148,-305.42218009769465,-1475.336505749008,-429.2655119889525,-424.51197937349696,-1448.112571455289,-1398.060498870064,-1572.0115085488524,-1571.2941238619264
2024-02-05 00:00:00+00:00,329.2090212421952,284.2239792182789,-71.24045141408922,-374.2221860739861,-468.01957843406797,37.257029472167034,-558.4117130806959,41.71284472867529,-570.8589548711535,677.4164629212432,669.5863071234096,-595.2954434353927,-625.6247171929864,-649.1410899239535,-638.8178785107764
2024-02-06 00:00:00+00:00,689.2328406850938,585.7270898815664,650.0107439797582,1355.5674777905801,1286.1797163847923,624.5006454966554,1489.252847902746,635.9698995389675,1526.1437702284263,199.68698875516682,578.8765080021294,1422.231709132498,1300.6414207223347,1534.6947236354822,1549.607653766938
2024-02-07 00:00:00+00:00,-650.6957957604302,-509.1681971158758,-310.84233568387674,-265.1359900723512,-110.21990665588743,-676.8905831360914,-184.23460519620247,-681.3314087035544,-152.8237251561871,-538.8105085349719,-204.20444529968924,-116.41849729041701,-25.12980511573897,-154.62377214089997,-169.05604120037253
2024-02-08 00:00:00+00:00,582.8926030345673,299.328208344245,1064.5163451318574,2485.7310876424826,2768.5719274520156,617.0697628716212,3185.550374638883,1078.1934293648346,3057.709410959617,-259.9556237268996,883.1630724982441,3161.1192990072664,3052.311257342793,3399.0185810732287,3401.026213468818
2024-02-09 00:00:00+00:00,-178.41334526691864,-140.77490936413906,-2.312627235058841,-184.4144356774891,25.750094560439337,21.361314149948214,46.27772551774835,-2.514343012760591,201.75592232362652,-1302.531394840909,-399.63373280468994,88.16847818708916,142.81362966549062,104.52851817610374,94.15014318436363
2024-02-10 00:00:00+00:00,1499.165822691283,570.4406809330399,1245.7321520995208,2203.50359076683,2707.391020357887,1086.3572974981537,3087.695979331151,982.6729412182272,2951.1405118293505,995.1609424760208,620.526071155032,3082.5352620707927,3006.070359289746,3302.2432468656543,3300.3179061982282
2024-02-11 00:00:00+00:00,758.0674287850909,660.7107745129683,718.7564878688174,1497.1616377823289,1480.7575452559397,784.9162504912445,1738.2654759627403,738.8931077715454,1925.358294480339,647.255450476939,650.3887427708715,1700.8428331620376,1609.1799115442898,1846.9519219445165,1854.144037324916
2024-02-12 00:00:00+00:00,688.3250218268342,584.549131759871,595.1428151400509,734.512030539131,852.7086753256436,674.2351585022416,959.5734728277204,634.4253885160268,968.3728676623548,398.7610822917246,540.522603186199,887.4418638085474,780.2739687916618,946.5216530294041,963.9603784539883
2024-02-13 00:00:00+00:00,1203.9858222705448,922.0525684007644,1731.302600112026,2688.6652156591927,3034.4300627110897,1490.5658851271844,3412.9193726912035,1743.1892711900941,3472.529853410087,480.25461680907017,442.6286552847277,3412.6110232083706,3331.476829230197,3630.731285393881,3630.216191298269
2024-02-14 00:00:00+00:00,-680.014019293533,-446.4700355938303,-616.3292335040497,-672.2317394688508,-843.7092935740714,-320.5340664950619,-919.5531655892587,-640.9645523328276,-588.5006288037765,-217.84634540029504,-589.9936712342759,-881.4089883164411,-816.9214005921125,-922.9276275657203,-931.3737266524492
2024-02-15 00:00:00+00:00,2212.3599004323205,1590.6072406400096,2237.5712106946703,3175.1545286681367,3649.952343858112,1155.4026993914035,4067.967032415929,2244.7470384107764,3279.3654893027647,1960.6118391943999,2142.3969841684,4066.254047868275,3976.3031516570195,4306.599742349545,4303.100207780893
2024-02-16 00:00:00+00:00,-382.3240744696282,-374.30461949270506,-403.0318515415153,-1480.0501795544428,-1276.096397157127,-413.1575624935572,-1577.3141090992053,-413.21373313969053,-1758.6189058431564,-389.68005832527047,-421.2350910777722,-1566.817342759849,-1487.4834915006813,-1723.4027984464951,-1724.4575887244675
2024-02-17 00:00:00+00:00,-493.74843301203634,-513.7038459079621,-555.1391946066374,-1778.1016241006869,-1461.7344887041431,-573.2504159478925,-1749.7997381926925,-576.3360197381148,-1940.5263614053952,-526.1597924796148,-553.0983159028691,-1995.1746384978478,-1794.1010766243628,-1889.047673830841,-1892.4397642311624
2024-02-18 00:00:00+00:00,-887.4914658325292,-336.8765800587047,-548.7896023309927,-182.17881494542485,-502.6842070650576,-333.99586202195553,-528.8459435219812,-343.8210794968094,-589.9549342225043,-339.23445773322425,-359.76234532200215,-539.4504750300758,-578.4442837813679,-583.0525945796662,-572.0888684337276
2024-02-19 00:00:00+00:00,133.87319572354266,1009.3414230559252,751.3912550783527,1893.6834120081921,1955.1982926868313,1074.149922093994,2198.8299059900028,1092.4365434391013,2396.4198490249805,1020.163317433557,1047.9640737685518,2190.6352463763287,2146.3452279874396,2347.0318652055985,2343.285852019198
2024-02-20 00:00:00+00:00,278.73604651808336,370.3276777820776,473.7161864151212,-416.7990775559137,138.36740629677598,365.84288412173737,12.714779562264994,389.8363452966896,-63.990995034905325,388.37691361131897,393.8177109964563,-2.704867683621444,41.61687953384546,-30.861083078408797,-38.66749002488598
2024-02-21 00:00:00+00:00,-263.13759515476397,-660.8161949375703,-549.1633035293437,-1460.76101887994,-1594.072742510713,-701.7392275562527,-1904.302067067558,-716.7587122047868,-2035.1715521355522,-1104.2484610723764,-730.3608487275606,-1829.155081767231,-1725.8131558522937,-2037.415614549948,-2039.1466406856753
2024-02-22 00:00:00+00:00,-7.066521297306224,-1193.0134792760837,-669.9911222329454,-2444.896098348422,-2428.823490111752,-1276.4017975199613,-2796.389537311613,-1295.5340870775824,-3000.672090781526,-1279.617471830948,-1233.7074365839387,-2740.580686576122,-2619.504186014659,-2964.8562475440895,-2970.5851949855382
2024-02-23 00:00:00+00:00,198.76280658174574,-780.5925338888144,59.44872501876853,-1931.4099512694781,-1820.7928563856756,-837.2706670864775,-2152.2900580418027,252.9463845278038,-2349.4147792651934,-791.0330773355338,-812.2915636723274,-2117.8146490437325,-2024.398925768812,-2311.859166420256,-2315.0614041487142
2024-02-24 00:00:00+00:00,-65.40698320627257,-564.4743765652595,-182.17109708629573,-1288.5582123080158,-1173.0004485375862,-595.9495324688547,-1349.8312243489825,-6.483352071248234,-1481.8900801768852,-553.6496946645952,-562.5520906510338,-1347.0460042358757,-1303.7937639132736,-1444.6618459487734,-1446.0281776662641
2024-02-25 00:00:00+00:00,156.4903102548896,631.2782406208789,348.083048510467,2746.166339244534,2736.208389513273,1440.7866664848943,3140.1577346162658,-35.1676962830733,3393.375194228029,1364.903662086722,1392.5127892023345,3095.59839486585,2981.258165586905,3341.9938119783214,3345.115399956684
2024-02-26 00:00:00+00:00,478.57713238095687,461.31539147727676,400.26024494158196,627.0742830811523,645.9794660305569,543.3672842994954,640.9279928731278,471.6144840089935,650.6314885697093,506.00195166984133,495.1116945845856,640.8931894450739,626.7471388773215,636.8420485641551,640.2240234240887
2024-02-27 00:00:00+00:00,802.3506417676361,1209.5882751493968,1002.1113778128379,3616.6575993547567,3878.1047103777264,2094.0297415452173,4442.248855347931,465.4963678340572,4830.158674721933,1995.877261541054,2035.0729784302857,4401.05419139243,4290.857527106027,4760.007979068695,4755.845313086396
2024-02-28 00:00:00+00:00,1463.755152934992,1778.115136273965,1863.176505026839,82.76054633634124,1494.6413641548436,1567.0777330238557,1429.4118106934316,1320.3614930872204,1329.3027727754425,1564.7341825859398,1548.6567920151178,1356.7269802566807,1385.4157848200382,1414.7807251532877,1407.0456297355795
2024-02-29 00:00:00+00:00,4829.760798677036,3832.809739459671,4016.5360744369373,8066.370724153217,8393.079143714844,5228.356117339136,9327.443212700819,5150.583429009329,9894.575997630576,5089.557280253128,5191.965049096481,9146.807633904653,8983.444314240294,9881.170178180491,9858.047829130688
2024-03-01 00:00:00+00:00,104.94887747499024,118.29376051953462,95.65568765919306,1479.3037348594123,1058.4479352082635,82.27700563629469,1366.7102171673055,30.125960007142567,1617.8951445145813,73.99671150672202,152.69864038358492,1371.0808797210411,1331.9950699704798,1553.9563289193738,1543.9160196013545
2024-03-02 00:00:00+00:00,3768.5676083372737,3438.651786324741,3585.135286630357,5129.542308421329,5511.400522740065,4003.422058641148,5898.9828202665085,3994.1080313153902,5957.43814210114,3978.745389353515,4055.762535399959,5642.176957568897,5514.560614608714,6093.759095970702,6079.584249404806
2024-03-03 00:00:00+00:00,818.228688660894,132.77214940388288,203.1674358567418,1786.6621135565263,1645.540841020881,957.329743247374,1896.866276709099,821.5874118543622,1916.4241734754166,927.8872339258961,921.8571682477409,1784.6051775733326,1626.5552978398398,1946.4467246112422,1963.0725048002894
2024-03-04 00:00:00+00:00,894.1539808978802,1326.629815595124,1407.5589148603124,485.7905656022765,964.3586222086993,1189.8941943146842,800.9881608761858,1354.620836990673,709.3130934625348,1225.5936796815135,1263.02948447144,759.5918817240201,871.5926315132839,789.8474655656524,764.984424393282
2024-03-05 00:00:00+00:00,4651.038412948058,5167.744562642505,5399.062013970381,5545.748816083316,6599.861159903943,5243.507229432765,6897.64680087498,5373.484323991492,6936.716857943918,5218.844744534858,5285.425122343375,6638.836807463958,6620.955886551515,7122.655016659219,7089.485543191431
2024-03-06 00:00:00+00:00,-10497.939380351154,-6278.586252263953,-7616.160861829149,-9408.083654708083,-9982.598257048947,-6716.5392111513775,-10952.84889557137,-6595.102647507984,-11301.044248972314,-8033.896947004474,-6713.542820643968,-10572.56199079665,-10297.78730370932,-11442.939781126854,-11427.80681865843
2024-03-07 00:00:00+00:00,-166.67046626165592,3052.8380686435216,2203.641512755452,5696.959580351727,5624.842461990504,3419.1512317056186,6259.63778906811,3276.891886099223,6658.481901575669,3364.434696480438,3276.3161130214376,6169.27701502382,5976.996765587616,6581.67676974658,6588.410527066267
2024-03-08 00:00:00+00:00,-46.8299431597913,1348.986898264429,139.13654505796922,5051.591846976151,4381.531375639342,1601.9239204162577,5257.296932246332,1440.5187503276525,5966.816427413062,1481.0757565850718,1599.9004225355236,5279.814612897491,5141.665630669278,5774.88599244818,5762.025622860176
2024-03-09 00:00:00+00:00,71.12374574934648,956.8571973575699,1186.1536046536166,723.7906876905372,1012.1438629560421,904.8765917121382,1011.7539116024492,974.7974943660281,1005.3740311274819,952.1311948802431,939.7007766219657,974.9912111730373,1016.3314828661511,1049.8098164206313,1036.2907064008011
2024-03-10 00:00:00+00:00,5.747400408945445,1804.798657260219,1782.3540523577074,1615.7407915462945,1993.2043173166996,1837.2482180633904,1985.0848403474974,1892.0058239636253,1839.5596634601484,1850.331847896919,1900.4852153293464,1829.5942912635592,1808.519589484296,1973.3920908902405,1963.4677879886403
2024-03-11 00:00:00+00:00,-204.8486549914286,-308.5141722209032,-1135.9772766750948,986.4830710099541,650.5121326179244,-45.33445590244992,978.278877884396,-274.51989741009766,1097.7272275918897,-260.7163943678964,-184.42700465327334,953.0270020680819,755.898769659522,1038.590707981119,1072.9006474647033
2024-03-12 00:00:00+00:00,380.9848815409189,2925.052882526868,3198.414651845699,3812.4678032851416,4212.60499769263,2989.553722931447,4494.068084872454,3058.2891307621103,4713.5769917541065,2956.169171062087,2975.907824143529,4426.239002891798,4430.160573444151,4721.670259590575,4699.2585988735755
2024-03-13 00:00:00+00:00,-644.0269472650803,-2316.495878413587,-2162.211511591545,-2142.7888448757076,-2619.4760411195703,-2410.6570792877133,-2615.8742346246136,-2448.010068707765,-2444.9039844972494,-2417.8483964338343,-2418.9542257313487,-2438.2536581839922,-2385.0900198100508,-2587.1130803581673,-2584.11485376613
2024-03-14 00:00:00+00:00,1097.5701658963287,1542.9815000136998,1360.6170129646632,5106.859748316702,4559.871248975851,1788.3785822668378,5447.304227929734,1628.5973946279253,6143.498585645307,1333.3745679897124,1779.1652952335883,5455.911834565625,5316.7496949677015,5969.065360668506,5956.226291762092
2024-03-15 00:00:00+00:00,-822.921448965966,1157.4923186021729,496.5219650497943,4548.454814335172,3855.668416528927,1373.5145576120794,4653.505825409184,1226.9174431139832,5172.586258427018,1338.148737464126,1515.305915991019,4564.765361500842,4414.614009760045,5097.432274952189,5078.414396113884
2024-03-16 00:00:00+00:00,-697.8795054529648,-2594.267546310111,-1965.2015181874253,-1426.947152373976,-2253.892760951403,-2708.8315563837273,-2049.2702927240416,-2748.5667312382993,-1655.114735238647,-2614.757137968409,-2644.139795453878,-1831.6908330639317,-1760.6011229729907,-1863.9070275587721,-1876.3137559344182
2024-03-17 00:00:00+00:00,-2.2044584162338197,-5209.6470768728805,-2622.912429568674,-6851.576703162339,-7532.973707349887,-5553.666472809121,-8070.0714954650075,-3952.0943060908403,-8186.136369883182,-3757.294958278655,-3803.365476976962,-7778.9274843444255,-7574.30906625776,-8315.955338595903,-8315.283950677629
2024-03-18 00:00:00+00:00,226.40493033412397,2794.3125820568735,241.8061656793935,10345.470331288285,9774.078969083483,4923.6448676438795,11266.919576028411,4115.944868595129,12308.884348773463,4111.8331814856965,4313.518389242294,11143.54943365292,10863.255233544414,12121.968253882294,12098.828377958927
2024-03-19 00:00:00+00:00,-385.19501645833736,-1166.7408614618357,277.2302987709051,-4567.41627436148,-4549.028732119503,-2815.3072822780746,-5025.477139308147,-2116.046894785831,-5304.172469697684,-2340.447840724154,-2424.453272367588,-4910.933830506883,-4802.999068039039,-5297.169446375057,-5285.856082498716
2024-03-20 00:00:00+00:00,1084.8213425262995,-4917.855690545932,1405.1711892734297,-16106.06434823393,-15407.231911126231,-7557.605774809343,-17599.44588789462,-871.5077103055864,-19118.10587761068,-6146.905693230428,-6399.003507160589,-17412.69618586309,-16946.722917538467,-18824.82954786293,-18806.236672358464
2024-03-21 00:00:00+00:00,-4393.181974483307,1836.5198724953102,-4483.2343146223875,15484.93472151477,15249.821024214212,6861.651475686385,17167.895310269196,-2417.247404564888,18383.726054409504,6696.575118759938,6929.304083204014,16883.840624628545,16452.50098402933,18230.05331933482,18208.99588548724
2024-03-22 00:00:00+00:00,0.0,-1048.2591442670407,162.05672720717672,-4844.38624763563,-4291.257351481866,-1563.2790504175691,-5195.801334582008,-922.9204622755647,-5940.600940301503,-1420.5340590734054,-1511.679272302873,-5245.747023784524,-5112.302744754691,-5731.208679996978,-5721.5346733703145
2024-03-23 00:00:00+00:00,-628.6564789905217,-376.315458048558,168.51417106341643,-3196.7707320084646,-3167.055185919557,-1738.557047204783,-3533.3503275816174,519.8324607084364,-3831.948967954746,-1652.1196518722254,-1687.4011945647821,-3522.249412355971,-3462.140994897733,-3761.304191394488,-3755.686497662304
2024-03-24 00:00:00+00:00,546.6425850275011,-209.76199545262998,179.38257649631123,-418.83238721161763,-5.948730343649004,963.544077185182,-236.19748127257458,523.0387702111137,-457.4886580948132,991.4023821048886,991.1401203892997,-308.06974734856885,-243.29706252508527,-342.5413448998647,-353.70769836952604
2024-03-25 00:00:00+00:00,889.0247696868082,935.998303161245,-1076.9437666996446,7460.054664970145,7465.076199260177,3840.354055434328,8377.42600345458,859.2105217569706,8949.970373552012,4270.612669107692,3868.519039641012,8224.646699932799,8048.472633982825,8904.292582043081,8885.33223152117
2024-03-26 00:00:00+00:00,-224.93866678336371,421.3565872426903,-1758.2599962352808,3985.288863674771,3846.6269623556,1028.5691898933333,4420.464586854294,-837.9927601489401,4811.469402890324,1875.0581795019593,1882.6444111086835,4393.655991052264,4237.960973619269,4711.251510821507,4720.145031564902
2024-03-27 00:00:00+00:00,776.2050588162796,97.47429519727662,486.12311771434304,1836.4996004007576,1884.1337569011184,540.9026986293611,2071.0901225917664,-186.22679380881573,2087.3919056335926,1243.1480074930362,1265.096407520946,1963.053832191155,1877.7439794222405,2138.3137866536704,2139.5883481024175
2024-03-28 00:00:00+00:00,-843.5709342110681,-363.04950623972593,-11.464500092131402,-2260.2789368277795,-1795.8772345718012,435.53805183445365,-2249.1654202746604,-494.42823998341555,-2607.644490223214,-312.9489161939573,-315.20353283960117,-2292.401552329974,-2156.6411082622103,-2463.781362741402,-2478.635858894739
2024-03-29 00:00:00+00:00,1793.6020265315437,258.98725840846777,1711.0295606481225,4508.887854613,5204.251664929691,4274.188905624276,5393.443191958377,1997.5910521083408,5332.740726852285,4220.496372834631,4330.1416999095645,5118.754152190617,5102.90963778084,5540.952743887911,5506.034934615444
2024-03-30 00:00:00+00:00,-550.8725659218384,-167.03490155422546,-746.7138466652126,-764.0353101858324,-1144.8480187467198,-1419.9341681928038,-1071.5729302574134,-710.7125506260127,-939.8456507652626,-1446.8403794463875,-1250.5092319824366,-986.3218729914013,-983.7280057336251,-1025.9951014142516,-1023.6552829313315
2024-03-31 00:00:00+00:00,-496.6211505030411,-482.7309868680584,-832.8232345200483,-939.0215938249144,-1431.6476197060151,-1547.5159633747762,-1313.1622102460908,-817.3377385812829,-1095.3712107102,-1600.1767763704745,-1620.5594259478191,-1165.0491080964048,-1178.2238456348045,-1249.3359291597035,-1237.9306185138382
2024-04-01 00:00:00+00:00,336.7370826576465,1599.1332603209294,1449.247478980131,6359.222521425116,6552.068084493927,4031.1067590670714,7158.0888932154285,2092.703676249356,7477.033912239103,3973.3402328862508,4099.409773176185,6959.635189570304,6845.646096197943,7524.375417587098,7499.027801538357
2024-04-02 00:00:00+00:00,-1114.968470571511,-1583.839967090963,-2057.2303295635897,-7626.156386788536,-7493.146525400663,-4030.0681756078884,-8396.031308297002,-3019.127718322371,-8920.003065868084,-3343.7393958424436,-3479.0163781255196,-8210.94626873763,-7995.135920181733,-8888.003594355881,-8874.488605315833
2024-04-03 00:00:00+00:00,1549.2792469649307,-1921.6587176660692,-1235.058909429062,-8840.909099425542,-9169.706861879049,-5424.868229584521,-10073.66549534617,-2942.1822351132555,-10605.164815451571,-4711.579639277741,-5444.740111856641,-9853.236201725764,-9685.219817823257,-10615.67503061806,-10588.54152019407
2024-04-04 00:00:00+00:00,183.0549382771107,-38.694685557036394,53.89406213896048,468.4565289721588,157.89118895176443,-125.68809733925653,363.02764407230507,-181.4024155233236,626.2567606498591,-405.4880118679029,-423.9992357626054,461.73659425645474,455.3180192534571,502.28427192620916,502.1366390784667
2024-04-05 00:00:00+00:00,-540.9657283827752,116.05478467986374,-99.41777801721202,756.6053497924236,1183.4642586006528,637.3245922822899,1194.7139819282288,-271.97045822132327,1149.0360178707974,-621.0139357895852,-884.9446450395624,1141.738543933931,1143.5036220140732,1205.2522591989846,1203.0469966498852
2024-04-06 00:00:00+00:00,966.8786026648816,-957.4578765433577,-138.888645772208,-4684.420776540353,-4220.007359809727,-1205.334258518592,-4980.269948720941,-1461.6000386264063,-5502.433074194313,-1425.7510347955354,-1002.2665745744874,-4930.96791190997,-4767.620885446326,-5392.844131790593,-5387.256305289842
2024-04-07 00:00:00+00:00,-901.456176791776,384.876480170239,-974.42828538004,3094.3196862103227,3152.237559920308,1451.745811556913,3500.0281637905873,-1127.747374820872,3682.6485028698667,808.7169184713316,858.7833645029546,3406.2676741889677,3332.5912785584005,3696.365588160318,3687.081426581388
2024-04-08 00:00:00+00:00,-1136.9309974416615,590.9258948453911,-1143.6377094300271,2670.7656696715744,2961.7312121775362,1214.440321291239,3077.7705668670014,-1059.246053835333,3049.1106910466538,375.2252109959587,395.0694227444868,2934.1961433157403,2884.8733204304635,3138.966799719721,3130.1692325429976
2024-04-09 00:00:00+00:00,653.7466564002181,155.9032273211691,-596.9322713723968,2665.8282749670257,2905.2137550024186,187.6526065357898,3068.4347585794812,-445.78553090816524,3208.4015611930085,-197.92448525937738,-181.68488729508243,3044.60895903894,3011.42943916075,3181.0575873144658,3179.377452036375
2024-04-10 00:00:00+00:00,-1960.0442873218003,-1133.4073468604267,-396.8961415682222,-6946.685347901829,-6988.160908915972,-3153.102528205492,-7754.129341366746,-678.0087769592734,-8203.676226666264,-996.3745704566967,-1045.4397896699777,-7593.676038593509,-7411.022856183553,-8177.454434859296,-8166.843482949682
