direction,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mfe_atr_mean,mae_atr_median,mae_atr_mean,take_profit_first_rate,stop_first_rate
long,804,-0.0007891574631080465,-0.00034174795966324166,0.0017470698705303017,0.0006312293587662718,0.0028151401604889475,0.0012629984862338774,0.40298507462686567,-0.001066048431701246,-0.00042965076018547745,0.002785832024134926,0.001213454323107223,0.004354166059185773,0.001962650834989383,0.4291044776119403,-0.0013716527782574833,-0.0008145639754984004,0.0037983791966895875,0.0016666792873177051,0.005766250165161902,0.003026979162446089,0.40049751243781095,-0.0015062452126327784,-0.000930476795246154,0.005311498626049103,0.0027293984709572438,0.007694024676892092,0.0049894229611670915,0.41044776119402987,-0.0021110198818373813,-0.0014247274806069785,0.007065371923024268,0.004179473001637502,0.010283474149445845,0.007613317224144588,0.40049751243781095,3.3756905668641317,6.121979616837308,5.019343334387392,7.750753822285262,0.31467661691542287,0.677860696517413
short,912,-0.0005054001904288435,-0.000308096646815273,0.0020122362249748427,0.0007381680046424781,0.002682542789282538,0.0014733647775957057,0.4144736842105263,-0.0008619303213718776,-0.000596060784640282,0.003228141549567658,0.001332267006723716,0.0041877274498867325,0.0021991172649530517,0.4199561403508772,-0.0009448147436866543,-0.0006196807139428286,0.0045409801596675405,0.00217372589629218,0.005367329817169633,0.003049722631720074,0.41228070175438597,-0.0010097912831220851,-0.0009202854794653085,0.006339698979393637,0.00332429481270165,0.007133457228088999,0.004373161696286163,0.4155701754385965,-0.0014856755754419537,-0.001333479364986118,0.008777120592169799,0.005690080665268599,0.009564667695165206,0.006947120631959389,0.41118421052631576,3.7775420992205246,7.368448339818827,4.277003669843463,6.380205244351736,0.3223684210526316,0.6655701754385965
