trade_count_bucket,day_count,net_pnl,avg_daily_pnl,median_daily_pnl,min_daily_pnl,max_daily_pnl
11-20,6,-241.65869000000134,-40.276448333333555,-18.2606850000011,-124.55874000000054,21.70581000000029
21-40,440,-4185.366639999955,-9.512196909090806,-7.266049999999467,-126.30702000000004,224.9454500000006
41-80,9,24.082150000001903,2.675794444444656,-12.229580000000707,-55.9869000000008,83.73103000000029
