weekday,weekday_name,trade_count,gross_pnl,net_pnl,win_count,loss_count,win_rate_pct,average_pnl,median_pnl,average_win,average_loss,profit_loss_ratio,expectancy,max_win,max_loss,total_volume,avg_duration_minutes
0,Monday,1284,-401.90360000000317,-401.90360000000317,461,823,35.90342679127726,-0.31300903426791526,-2.1993599999999573,9.291230607375278,-5.692783608748488,1.6321067593535104,-0.31300903426791526,61.56969000000025,-48.15628000000011,3783.2799999999997,10.52258566978193
1,Tuesday,1288,-644.0542799999951,-644.0542799999951,459,828,35.63664596273292,-0.500042142857139,-2.539539999999949,8.328835054466238,-5.394914939613524,1.5438306530673291,-0.500042142857139,57.431440000000215,-39.9219100000002,3775.17,10.729037267080745
2,Wednesday,1275,-207.47167999999883,-207.47167999999883,467,808,36.627450980392155,-0.16272288627450887,-2.3482000000000003,9.011918843683072,-5.4653932920792005,1.64890582654751,-0.16272288627450887,57.31544000000023,-52.60794000000013,3791.49,11.616470588235295
3,Thursday,1257,36.36397000001379,36.36397000001379,470,785,37.390612569610184,0.028929172633264753,-2.1167000000002667,8.86435738297874,-5.260998726114642,1.6849191274230273,0.028929172633264753,59.125000000000014,-53.445149999999934,3771.9,11.474940334128878
4,Friday,1274,-340.57679999999925,-340.57679999999925,462,812,36.26373626373626,-0.2673287284144421,-2.2460900000000303,9.407872034632044,-5.7721843349753765,1.6298634084893924,-0.2673287284144421,52.03310000000001,-66.37752000000037,3708.4300000000003,10.936420722135008
5,Saturday,1234,-1286.94511999998,-1286.94511999998,369,862,29.902755267423014,-1.042905283630454,-2.5799549999996922,8.349162574525767,-5.067037250580031,1.6477405161310046,-1.042905283630454,95.22675000000008,-55.46608999999988,3668.33,10.859805510534846
6,Sunday,1206,-1558.355669999994,-1558.355669999994,378,827,31.343283582089555,-1.29216888059701,-2.4190750000001424,7.52296706349207,-5.322898694074966,1.4133214806184546,-1.29216888059701,41.85350999999964,-57.788989999999835,3715.28,10.722222222222221
