policy_name,time,equity,drawdown,ddpercent
v3_1d_donchian_20_10_atr4,2025-02-25T00:00:00+08:00,5000.0,0.0,0.0
v3_1d_donchian_20_10_atr4,2025-03-25T00:00:00+08:00,5000.00924309,0.0,0.0
v3_1d_donchian_20_10_atr4,2025-03-25T00:00:00+08:00,4999.890650645,0.11859244500010391,0.0023718445153676137
v3_1d_donchian_20_10_atr4,2025-04-22T00:00:00+08:00,4998.91611623,1.093126860000666,0.021862496784608238
v3_1d_donchian_20_10_atr4,2025-04-23T00:00:00+08:00,4998.90274392,1.1064991700004612,0.022129942490199193
v3_1d_donchian_20_10_atr4,2025-04-24T00:00:00+08:00,4999.829417405,0.179825685000651,0.003596507051445347
v3_1d_donchian_20_10_atr4,2025-05-06T00:00:00+08:00,4999.8163254,0.1929176900002858,0.003858346667396616
v3_1d_donchian_20_10_atr4,2025-05-31T00:00:00+08:00,4999.798944505,0.21029858500060072,0.0042059639247913954
v3_1d_donchian_20_10_atr4,2025-06-11T00:00:00+08:00,4999.790658155,0.21858493500076293,0.0043716906184292905
v3_1d_donchian_20_10_atr4,2025-06-23T00:00:00+08:00,5000.527412985,0.0,0.0
v3_1d_donchian_20_10_atr4,2025-06-23T00:00:00+08:00,5000.647616165,0.0,0.0
v3_1d_donchian_20_10_atr4,2025-07-04T00:00:00+08:00,5000.181806485,0.46580967999943823,0.009314987092745159
v3_1d_donchian_20_10_atr4,2025-07-12T00:00:00+08:00,4999.800481735,0.8471344299996417,0.016940494412387923
v3_1d_donchian_20_10_atr4,2025-07-12T00:00:00+08:00,4999.75907699,0.8885391750000053,0.017768482068757058
v3_1d_donchian_20_10_atr4,2025-08-02T00:00:00+08:00,4999.76967623,0.8779399349996311,0.017556524722150368
v3_1d_donchian_20_10_atr4,2025-08-04T00:00:00+08:00,5000.491287875,0.15632828999969206,0.0031261608895285513
v3_1d_donchian_20_10_atr4,2025-08-21T00:00:00+08:00,5000.14637209,0.501244074999704,0.010023583213090078
v3_1d_donchian_20_10_atr4,2025-09-23T00:00:00+08:00,5000.024733605,0.6228825600001073,0.012456037853708966
v3_1d_donchian_20_10_atr4,2025-09-23T00:00:00+08:00,5000.025621975,0.6219941899998958,0.01243827275469779
v3_1d_donchian_20_10_atr4,2025-09-30T23:59:00+08:00,4999.355485225,1.292130939999879,0.02583927201394797
v3_1d_donchian_20_10_atr4,2025-09-30T23:59:00+08:00,4999.34174066,1.3058755049996762,0.026114127713745067
v3_1d_donchian_20_10_atr4,2025-09-30T23:59:00+08:00,4999.34198871,1.3056274549999216,0.026109167356231516
v3_1d_donchian_55_20_atr5,2025-02-26T00:00:00+08:00,5000.0,0.0,0.0
v3_1d_donchian_55_20_atr5,2025-04-23T00:00:00+08:00,4999.54657022,0.4534297800000786,0.009068595600001573
v3_1d_donchian_55_20_atr5,2025-04-24T00:00:00+08:00,4999.545452225,0.4545477749998099,0.009090955499996198
v3_1d_donchian_55_20_atr5,2025-05-09T00:00:00+08:00,4999.564805855,0.4351941450004233,0.008703882900008467
