family,split,trade_count,gross_edge_before_cost,oos_cost_aware_pnl,oos_funding_adjusted_pnl,total_fee_cost,total_slippage_cost,total_cost,cost_to_edge_ratio,avg_trade_gross,avg_trade_cost,current_total_per_side_bps,break_even_fee_bps,break_even_slippage_bps,break_even_equal_fee_slippage_bps,cost_failure_is_marginal,execution_fragile,trade_frequency_too_high
cross_symbol_breadth_acceleration,oos_ext,1364,1350.142763527595,-13.857236472404708,11.947084526750615,681.9999999999999,681.9999999999999,1363.9999999999998,1.0102635342326312,0.9898407357240432,0.9999999999999998,4.999999999999999,4.949203678620217,4.949203678620217,2.4746018393101084,True,True,True
