group,timeframe,split,symbol,trade_count,long_count,short_count,no_cost_pnl,cost_aware_pnl,funding_pnl,funding_adjusted_pnl,avg_gross_return,win_rate,mfe_mean,mae_mean,mfe_mae_ratio_mean,max_drawdown,max_drawdown_pct
C,15m,validation,ETHUSDT_SWAP_OKX.GLOBAL,430,207,223,-2396.5450849886706,-3256.54508498867,1.1065130049143002,-3255.4385719837564,-0.00557336066276435,0.2930232558139535,0.015740850428446466,-0.018589866041773744,7.65514744539926,3239.8946690124085,3.2910504376896714
C,15m,validation,SOLUSDT_SWAP_OKX.GLOBAL,310,152,158,-18363.255927392674,-18983.255927392674,-2.1026612200845998,-18985.358588612762,-0.05923630944320218,0.22580645161290322,0.07498105453418981,-0.10718457208992788,1.943846451610809,18970.45109962599,19.257532554088705
C,1h,oos,BTCUSDT_SWAP_OKX.GLOBAL,120,52,68,-589.9280554072996,-829.9280554072996,-0.6114487761863998,-830.5395041834861,-0.004916067128394164,0.35,0.017412086425181418,-0.019555174999260818,4.246383665078265,834.3866081820787,0.8311889378955148
C,1h,oos,ETHUSDT_SWAP_OKX.GLOBAL,120,60,60,-2612.55211896558,-2852.55211896558,-3.7046076718675,-2856.256726637447,-0.021771267658046496,0.35833333333333334,0.02982514768681813,-0.05959939135492283,4.473255803700407,2959.591855269441,2.726229752882619
C,1h,oos,SOLUSDT_SWAP_OKX.GLOBAL,57,25,32,-1025.0030783502991,-1139.0030783502991,0.31586472181510084,-1138.6872136284842,-0.017982510146496475,0.3333333333333333,0.0361485095346768,-0.0513816351147648,2.839391261315403,1149.0733163097548,1.1372616005509664
C,1h,train,BTCUSDT_SWAP_OKX.GLOBAL,383,207,176,-156.86217730203074,-922.8621773020308,-2.6927546710023993,-925.554931973033,-0.00040956182063193384,0.38642297650130547,0.0204747433385588,-0.016645744183485044,18.41971822186054,1033.0049848455883,0.9788882793061022
C,1h,train,ETHUSDT_SWAP_OKX.GLOBAL,409,208,201,-413.3992411519917,-1231.3992411519919,3.9724011046429006,-1227.4268400473488,-0.0010107560908361654,0.41075794621026895,0.02262911535155507,-0.018188593209194845,7.228667545791386,1622.365911886411,1.3979282670055084
C,1h,train,SOLUSDT_SWAP_OKX.GLOBAL,340,167,173,-7389.885320402275,-8069.885320402274,1.4946424919510994,-8068.390677910324,-0.02173495682471257,0.4176470588235294,0.04623081226973397,-0.05317367064893414,18.02663387202642,7901.254192155584,9.694123142563996
C,1h,validation,BTCUSDT_SWAP_OKX.GLOBAL,105,47,58,-198.2733008696802,-408.2733008696802,0.1698221358860999,-408.10347873379413,-0.0018883171511398114,0.41904761904761906,0.020035176738801456,-0.018910588724961774,5.09185440984204,463.80194069473305,0.4406116684354298
C,1h,validation,ETHUSDT_SWAP_OKX.GLOBAL,103,47,56,-340.9524062203772,-546.9524062203773,-1.9712153624649993,-548.9236215828421,-0.0033102175361201663,0.3786407766990291,0.03446553030015647,-0.030707021079016798,8.120886848308396,534.2102353938493,0.5421876517002178
