group,timeframe,split,symbol,trade_count,long_count,short_count,no_cost_pnl,cost_aware_pnl,funding_pnl,funding_adjusted_pnl,avg_gross_return,win_rate,mfe_mean,mae_mean,mfe_mae_ratio_mean,max_drawdown,max_drawdown_pct
D,1h,train,BTCUSDT_SWAP_OKX.GLOBAL,127,66,61,71.34116069838058,-182.65883930161937,1.9914352557400004,-180.66740404587944,0.0005617414228218944,0.4330708661417323,0.019421065691401663,-0.014732496783434506,39.65553785105094,308.74235040956705,0.30106164266541247
D,1h,train,ETHUSDT_SWAP_OKX.GLOBAL,140,62,78,-40.857374418935706,-320.8573744189356,4.2175785033158,-316.6397959156199,-0.0002918383887066833,0.37857142857142856,0.023425176359046396,-0.01633502303447837,10.295506667354013,527.7058419764404,0.47481408628196636
D,1h,train,SOLUSDT_SWAP_OKX.GLOBAL,107,47,60,-1690.2627570781426,-1904.262757078143,4.683748046398299,-1899.5790090317448,-0.015796848196991987,0.40186915887850466,0.03956063332241053,-0.04705547176780278,41.94289611188695,2129.446888290842,1.7314436161823112
D,1h,validation,BTCUSDT_SWAP_OKX.GLOBAL,23,10,13,27.198907189335706,-18.801092810664294,0.00195420655910003,-18.79913860410519,0.0011825611821450308,0.5217391304347826,0.01708433132600062,-0.014997745990218869,2.9713595348715134,72.3712771837994,0.06869133544226227
D,1h,validation,ETHUSDT_SWAP_OKX.GLOBAL,22,14,8,242.82435812243642,198.82435812243642,-0.4844613937721,198.33989672866434,0.01103747082374711,0.5454545454545454,0.04351719651582464,-0.019868443761482838,29.325092826936864,59.0771935390145,0.05619638188928944
D,1h,validation,SOLUSDT_SWAP_OKX.GLOBAL,12,7,5,-1619.7720228713772,-1643.7720228713772,0.11009728933839999,-1643.6619255820387,-0.1349810019059481,0.5,0.05570040279579656,-0.132982173937847,2.1601879631299945,1714.904376665237,1.6008555065486745
D,30m,oos,BTCUSDT_SWAP_OKX.GLOBAL,83,48,35,-346.36452689059735,-512.3645268905974,-0.12711767688230005,-512.4916445674797,-0.004173066589043342,0.26506024096385544,0.009651410660537643,-0.015324234255801815,2.51282581316589,596.5502357218285,0.587291565389623
D,30m,oos,ETHUSDT_SWAP_OKX.GLOBAL,82,41,41,-271.10722612850856,-435.1072261285085,0.5689349173111999,-434.5382912111974,-0.003306185684494007,0.3780487804878049,0.026890381900590187,-0.02796184015464195,6.754634697038024,631.4992480501162,0.5275855026364911
D,30m,oos,SOLUSDT_SWAP_OKX.GLOBAL,52,31,21,-608.8819561899421,-712.8819561899421,-0.7948032440989998,-713.6767594340412,-0.01170926838826812,0.23076923076923078,0.02501192923677916,-0.035287167495131826,2.1234854927525806,753.0344070452317,0.7245190419062867
D,30m,train,BTCUSDT_SWAP_OKX.GLOBAL,247,146,101,-48.83766676287503,-542.837666762875,-0.5227159333093998,-543.3603826961844,-0.00019772334721811758,0.31983805668016196,0.014991026061844387,-0.011799604891071637,23.306490322525246,574.2368908931217,0.5570375174204865
D,30m,train,ETHUSDT_SWAP_OKX.GLOBAL,282,145,137,-296.0529129861583,-860.0529129861584,-0.35726188900760036,-860.4101748751659,-0.0010498330247736111,0.36524822695035464,0.013503913452596968,-0.012920107265742753,44.412490748663046,920.486877303745,0.9306735917955017
D,30m,train,SOLUSDT_SWAP_OKX.GLOBAL,235,111,124,-1175.485623323915,-1645.4856233239148,3.822929645034301,-1641.6626936788807,-0.005002066482229425,0.425531914893617,0.03510214318480882,-0.030294546488012622,20.878190247199292,1925.3424414521635,1.5612454522528845
D,30m,validation,BTCUSDT_SWAP_OKX.GLOBAL,69,31,38,-210.7466123194005,-348.7466123194005,0.34827081156569994,-348.39834150783486,-0.003054298729266674,0.3188405797101449,0.011684375466238095,-0.013731619652761975,2.8218219447074544,374.3191562946672,0.36486164516746245
D,30m,validation,ETHUSDT_SWAP_OKX.GLOBAL,52,28,24,-239.8673048982634,-343.86730489826334,0.27417029687470007,-343.5931346013886,-0.004612832786505065,0.36538461538461536,0.016593409224292324,-0.022322443760356935,2.659445868123778,344.05456238366287,0.3438958792707577
D,30m,validation,SOLUSDT_SWAP_OKX.GLOBAL,39,15,24,-5857.777416283405,-5935.777416283405,0.06913758636190007,-5935.708278697043,-0.1501994209303437,0.20512820512820512,0.0991292671444813,-0.16779369056475693,2.2165221998710942,5951.09303148756,5.86092416212922
E,15m,oos,BTCUSDT_SWAP_OKX.GLOBAL,210,97,113,892.4018452375117,472.4018452375116,-0.12674647152100002,472.27509876599066,0.004249532596369103,0.5761904761904761,0.012234457405193681,-0.006130283893484714,60.85390336850071,54.6097131287097,0.05030467962326593
E,15m,oos,ETHUSDT_SWAP_OKX.GLOBAL,189,105,84,1150.5045825004968,772.5045825004968,-0.5958670505503999,771.9087154499466,0.006087325833335963,0.6296296296296297,0.02499884953976778,-0.01468138835412329,15.65510422251125,224.34184792558904,0.17173272240865942
E,15m,oos,SOLUSDT_SWAP_OKX.GLOBAL,109,48,61,453.7196116970021,235.7196116970022,-0.20470252731579994,235.51490916968638,0.004162565244926625,0.44954128440366975,0.024916509743808105,-0.01613683646681111,6.823658602379341,146.9587342316562,0.14804103171219135
E,15m,train,BTCUSDT_SWAP_OKX.GLOBAL,565,261,304,996.2779207194069,-133.72207928059294,-2.3235788885702,-136.04565816916312,0.0017633237534856762,0.39646017699115044,0.008867259570202821,-0.007819002809247754,20.331761672297187,473.9718430637839,0.3826065429941503
E,15m,train,ETHUSDT_SWAP_OKX.GLOBAL,596,271,325,1465.317073848615,273.3170738486151,-4.1495275922263,269.16754625638885,0.0024585856943768708,0.4664429530201342,0.009556493031412306,-0.008816971175420078,13.668210324178878,367.494123766498,0.27348768876342305
E,15m,train,SOLUSDT_SWAP_OKX.GLOBAL,490,230,260,1569.0630065527964,589.0630065527964,-6.186532547951,582.8764740048458,0.003202169401128156,0.4346938775510204,0.029243725156629822,-0.020183239632571785,7.0678213947257555,1415.1402787525835,0.7904850963864472
E,15m,validation,BTCUSDT_SWAP_OKX.GLOBAL,153,80,73,397.04496790576343,91.04496790576337,-0.13323887555140002,90.91172903021196,0.002595065149710872,0.5098039215686274,0.010378186082382985,-0.007620119192273262,62.47247904053449,123.77583550635995,0.11720565981438855
E,15m,validation,ETHUSDT_SWAP_OKX.GLOBAL,148,70,78,744.3820093725549,448.38200937255493,-0.4450630695426,447.9369463030124,0.005029608171436182,0.5608108108108109,0.016209780356005243,-0.01154893481858305,17.147916214105603,52.39339528401706,0.044557971096199744
E,15m,validation,SOLUSDT_SWAP_OKX.GLOBAL,86,44,42,4942.008628392489,4770.008628392489,0.2123859717291,4770.221014364217,0.057465216609215,0.686046511627907,0.1847191018601171,-0.07102065105287893,167.70088238781608,400.64864864864876,0.2534547356900468
E,1h,oos,BTCUSDT_SWAP_OKX.GLOBAL,37,20,17,104.78445607228468,30.784456072284677,0.8286543326064001,31.61311040489109,0.002832012326277965,0.5135135135135135,0.01950015033630089,-0.015536899990443507,14.234588752134682,113.07962994251955,0.11206288772445848
E,1h,oos,ETHUSDT_SWAP_OKX.GLOBAL,42,18,24,218.27843379636525,134.27843379636525,2.737111371122501,137.01554516748783,0.005197105566580125,0.42857142857142855,0.05004851078810767,-0.03708449352229951,113.87021253514162,160.14842663172385,0.1618459428156453
E,1h,oos,SOLUSDT_SWAP_OKX.GLOBAL,23,16,7,579.7880789106115,533.7880789106116,-2.4509639544127,531.3371149561989,0.025208177343939632,0.6086956521739131,0.09645049593449675,-0.04208350217084289,16.286499531261246,44.78354324310021,0.03974332153980126
E,1h,train,BTCUSDT_SWAP_OKX.GLOBAL,127,61,66,-71.34116069838058,-325.34116069838063,-1.9914352557400004,-327.33259595412056,-0.0005617414228218944,0.4566929133858268,0.015286069689969662,-0.018700891239403113,20.819110505052112,369.6102711866371,0.36004777183344294
E,1h,train,ETHUSDT_SWAP_OKX.GLOBAL,140,78,62,40.857374418935706,-239.14262558106432,-4.2175785033158,-243.36020408438006,0.0002918383887066833,0.4785714285714286,0.016915126227722614,-0.021790243174741635,151.2521675508072,464.0689784937347,0.401917890776687
E,1h,train,SOLUSDT_SWAP_OKX.GLOBAL,107,60,47,1690.2627570781426,1476.2627570781426,-4.683748046398299,1471.5790090317446,0.015796848196991987,0.5420560747663551,0.05954913218888719,-0.035569127958376016,16.630953622137707,309.6641241798194,0.30985417380291863
E,1h,validation,BTCUSDT_SWAP_OKX.GLOBAL,23,13,10,-27.198907189335706,-73.19890718933571,-0.00195420655910003,-73.20086139589482,-0.0011825611821450308,0.34782608695652173,0.01538441399329207,-0.01664512677737823,14.302145000669258,106.25409849717346,0.10702335544268955
E,1h,validation,ETHUSDT_SWAP_OKX.GLOBAL,22,8,14,-242.82435812243642,-286.8243581224365,0.4844613937721,-286.3398967286643,-0.01103747082374711,0.45454545454545453,0.020411482590081156,-0.04035920598966892,7.999116583112312,318.7577636310781,0.312430364769411
E,1h,validation,SOLUSDT_SWAP_OKX.GLOBAL,12,5,7,1619.7720228713772,1595.7720228713774,-0.11009728933839999,1595.6619255820387,0.1349810019059481,0.4166666666666667,0.25042002375217753,-0.05126780510949422,6.152920433904099,79.3952360200127,0.07970186624037667
E,30m,oos,BTCUSDT_SWAP_OKX.GLOBAL,83,35,48,346.36452689059735,180.36452689059735,0.12711767688230005,180.49164456747963,0.004173066589043342,0.5903614457831325,0.015712256510633172,-0.009422690020020379,129.89059705331564,126.24606285170148,0.09795741174625026
E,30m,oos,ETHUSDT_SWAP_OKX.GLOBAL,82,41,41,271.10722612850856,107.10722612850851,-0.5689349173111999,106.5382912111973,0.003306185684494007,0.5609756097560976,0.030131122675902573,-0.025100330771002703,57.50063003695948,314.1363688413044,0.31757397629344514
E,30m,oos,SOLUSDT_SWAP_OKX.GLOBAL,52,21,31,608.8819561899421,504.8819561899422,0.7948032440989998,505.67675943404123,0.01170926838826812,0.6538461538461539,0.04084617058539338,-0.023226958309416137,3.02381302730312,57.777376508683346,0.05465172166865314
E,30m,train,BTCUSDT_SWAP_OKX.GLOBAL,247,101,146,48.83766676287503,-445.1623332371249,0.5227159333093998,-444.6396173038155,0.00019772334721811758,0.4534412955465587,0.012114216923751227,-0.014455045323840432,28.944326671900367,541.8543246529449,0.5152266631006318
E,30m,train,ETHUSDT_SWAP_OKX.GLOBAL,282,137,145,296.0529129861583,-267.9470870138417,0.35726188900760036,-267.5898251248341,0.0010498330247736111,0.4787234042553192,0.013327180470319123,-0.013075348092178212,12.14759070739895,495.75776854423043,0.42984331740655235
E,30m,train,SOLUSDT_SWAP_OKX.GLOBAL,235,124,111,1175.485623323915,705.485623323915,-3.822929645034301,701.6626936788808,0.005002066482229425,0.4765957446808511,0.03718960591309532,-0.030278989259041607,5.557278637524278,1187.5868257725006,0.7581640257156127
E,30m,validation,BTCUSDT_SWAP_OKX.GLOBAL,69,38,31,210.7466123194005,72.7466123194005,-0.34827081156569994,72.39834150783481,0.003054298729266674,0.5072463768115942,0.014081421784067374,-0.011446297916847195,12.003188712256867,67.98977650321967,0.06757963826577737
E,30m,validation,ETHUSDT_SWAP_OKX.GLOBAL,52,24,28,239.8673048982634,135.86730489826334,-0.27417029687470007,135.59313460138867,0.004612832786505065,0.5576923076923077,0.02317914127469872,-0.016117764522584083,14.938827507279685,61.16446563493332,0.05239206129065352
E,30m,validation,SOLUSDT_SWAP_OKX.GLOBAL,39,24,15,5857.777416283405,5779.777416283405,-0.06913758636190007,5779.708278697043,0.1501994209303437,0.7435897435897436,0.31125120903741166,-0.07513606277517265,358.8832699962905,85.10750092097442,0.021193517058795224
