group,event_group,hold,split,timeframe,trade_count,no_cost_pnl,cost_aware_pnl,funding_pnl,funding_adjusted_pnl,avg_gross_return,win_rate
D,random_score_matched_control,hold_4h,train_ext,1d,298,1267.7375342962164,671.7375342962163,-52.7583095393856,618.9792247568307,0.004254152799651732,0.5201342281879194
D,random_score_matched_control,hold_4h,train_ext,4h,1873,1251.2481311505662,-2494.751868849434,-43.6548344789276,-2538.406703328361,0.000668044917859352,0.41217298451681794
D,random_score_matched_control,hold_4h,validation_ext,1d,175,1961.3855192259348,1611.3855192259348,-25.7577075023843,1585.6278117235506,0.011207917252719628,0.49714285714285716
D,random_score_matched_control,hold_4h,validation_ext,4h,1222,1285.887184731184,-1158.1128152688157,-33.66970096793639,-1191.7825162367521,0.0010522808385688904,0.455810147299509
D,random_score_matched_control,hold_8h,oos_ext,1d,117,536.3147736194009,302.31477361940085,-7.387136815158298,294.9276368042425,0.004583886954011973,0.5384615384615384
D,random_score_matched_control,hold_8h,oos_ext,4h,643,445.2696943959045,-840.7303056040957,-15.0730158871587,-855.8033214912545,0.0006924878606468184,0.47900466562986005
D,random_score_matched_control,hold_8h,train_ext,1d,298,1267.7375342962164,671.7375342962163,-52.7583095393856,618.9792247568307,0.004254152799651732,0.5201342281879194
D,random_score_matched_control,hold_8h,train_ext,4h,1873,2889.6280732700407,-856.3719267299589,-64.60246716595529,-920.9743938959142,0.001542780605056082,0.44901227976508273
D,random_score_matched_control,hold_8h,validation_ext,1d,175,1961.3855192259348,1611.3855192259348,-25.7577075023843,1585.6278117235506,0.011207917252719628,0.49714285714285716
D,random_score_matched_control,hold_8h,validation_ext,4h,1222,3296.492456051571,852.4924560515706,-54.7157466556005,797.7767093959698,0.002697620667799976,0.48036006546644844
E,reverse_direction_test,hold_1d,oos_ext,1d,75,-1540.1328986793083,-1690.1328986793083,14.044380391598702,-1676.0885182877098,-0.020535105315724115,0.30666666666666664
E,reverse_direction_test,hold_1d,oos_ext,4h,685,-5725.49474544535,-7095.494745445351,92.6728979000077,-7002.821847545341,-0.008358386489701242,0.38248175182481753
E,reverse_direction_test,hold_1d,train_ext,1d,179,-1581.8192014200613,-1939.8192014200613,55.455093338900895,-1884.3641080811608,-0.008836978778883025,0.3575418994413408
E,reverse_direction_test,hold_1d,train_ext,4h,1992,-22440.85657102219,-26424.85657102219,331.0407856241682,-26093.815785398016,-0.011265490246497083,0.3729919678714859
E,reverse_direction_test,hold_1d,validation_ext,1d,118,-955.213721527576,-1191.2137215275764,11.289905368449501,-1179.9238161591265,-0.00809503153836929,0.4830508474576271
E,reverse_direction_test,hold_1d,validation_ext,4h,1279,-14781.714511442628,-17339.714511442628,224.08181759826448,-17115.63269384436,-0.011557243558594704,0.37607505863956214
E,reverse_direction_test,hold_3d,oos_ext,1d,75,-2575.5863103724573,-2725.5863103724573,34.13144003355139,-2691.4548703389055,-0.0343411508049661,0.36
E,reverse_direction_test,hold_3d,oos_ext,4h,685,-5757.014579292639,-7127.014579292639,181.52619588201154,-6945.488383410626,-0.008404400845682683,0.4321167883211679
E,reverse_direction_test,hold_3d,train_ext,1d,179,-3219.8452171907684,-3577.8452171907684,139.4473185520803,-3438.3978986386887,-0.017987962107211,0.3743016759776536
E,reverse_direction_test,hold_3d,train_ext,4h,1992,-50611.59774296729,-54595.59774296729,1005.623480796796,-53589.97426217049,-0.025407428585826952,0.34186746987951805
E,reverse_direction_test,hold_3d,validation_ext,1d,118,-3062.0995770033846,-3298.099577003384,30.419130592840204,-3267.6804464105435,-0.02594999641528291,0.423728813559322
E,reverse_direction_test,hold_3d,validation_ext,4h,1279,-14920.263106043363,-17478.263106043363,549.6731115053116,-16928.58999453805,-0.011665569277594497,0.41204065676309615
E,reverse_direction_test,hold_4h,oos_ext,1d,75,-1540.1328986793083,-1690.1328986793083,14.044380391598702,-1676.0885182877098,-0.020535105315724115,0.30666666666666664
E,reverse_direction_test,hold_4h,oos_ext,4h,685,-1509.5018401838256,-2879.5018401838256,33.9204328308385,-2845.5814073529873,-0.002203652321436242,0.36934306569343067
E,reverse_direction_test,hold_4h,train_ext,1d,179,-1581.8192014200613,-1939.8192014200613,55.455093338900895,-1884.3641080811608,-0.008836978778883025,0.3575418994413408
E,reverse_direction_test,hold_4h,train_ext,4h,1992,-7198.117252092164,-11182.117252092165,66.73639222704921,-11115.380859865114,-0.0036135126767530943,0.3333333333333333
E,reverse_direction_test,hold_4h,validation_ext,1d,118,-955.213721527576,-1191.2137215275764,11.289905368449501,-1179.9238161591265,-0.00809503153836929,0.4830508474576271
E,reverse_direction_test,hold_4h,validation_ext,4h,1279,-5702.689637180296,-8260.689637180294,58.26994257889871,-8202.419694601398,-0.004458709645958011,0.3666927286942924
E,reverse_direction_test,hold_8h,oos_ext,1d,75,-1540.1328986793083,-1690.1328986793083,14.044380391598702,-1676.0885182877098,-0.020535105315724115,0.30666666666666664
E,reverse_direction_test,hold_8h,oos_ext,4h,685,-2837.7187487640776,-4207.718748764078,47.2203245487768,-4160.4984242153005,-0.004142655107684785,0.3722627737226277
E,reverse_direction_test,hold_8h,train_ext,1d,179,-1581.8192014200613,-1939.8192014200613,55.455093338900895,-1884.3641080811608,-0.008836978778883025,0.3575418994413408
E,reverse_direction_test,hold_8h,train_ext,4h,1992,-11882.997585267993,-15866.997585267993,114.94379432629121,-15752.053790941703,-0.00596536023356827,0.34789156626506024
E,reverse_direction_test,hold_8h,validation_ext,1d,118,-955.213721527576,-1191.2137215275764,11.289905368449501,-1179.9238161591265,-0.00809503153836929,0.4830508474576271
E,reverse_direction_test,hold_8h,validation_ext,4h,1279,-9826.12466900811,-12384.12466900811,93.06835467709769,-12291.056314331014,-0.007682661977332377,0.3557466770914777
