feature,split,bucket,sample_count,early_trend_count,early_trend_rate,early_uptrend_count,early_downtrend_count,nontrend_count,nontrend_rate,direction_match_rate,avg_forward_return_4h,avg_forward_return_1d,avg_forward_return_3d,future_2atr_hit_rate,future_3atr_hit_rate,monotonicity_score,feature_predictiveness_score,train_validation_consistency,oos_consistency,train_bucket_boundary_low,train_bucket_boundary_high
drawdown_from_60d_high,validation_ext,q40-q60,891,225,0.25252525252525254,168,57,0,0.0,0.49333333333333335,0.0011327876638546985,0.0013955050630229116,-0.005536696229693766,0.388327721661055,0.2962962962962963,0.6081846665056154,0.1319047619047619,True,False,-0.19097972401225294,-0.1247819409154689
drawdown_from_60d_high,validation_ext,q60-q80,893,156,0.17469204927211646,75,81,0,0.0,0.3525641025641026,0.003624173743965526,0.01035235839722009,0.021293453890296295,0.48600223964165734,0.3516237402015677,0.6081846665056154,0.1319047619047619,True,False,-0.1247819409154689,-0.06925701934832415
drawdown_from_60d_high,validation_ext,q80-q100,938,216,0.2302771855010661,103,113,0,0.0,0.5879629629629629,0.003821966553458818,0.012464889651587381,0.019976801517737435,0.5138592750533049,0.3582089552238806,0.6081846665056154,0.1319047619047619,True,False,-0.06925701934832415,0.0
drawdown_from_60d_high,oos_ext,q0-q20,2717,504,0.18549871181450128,262,242,55,0.020242914979757085,0.42857142857142855,0.0005749325659195073,0.001487182004418004,0.0053044495539940435,0.3536989326463011,0.21494295178505704,0.6081846665056154,0.1319047619047619,True,False,-0.5461869550822205,-0.3010317311183693
drawdown_from_60d_high,oos_ext,q20-q40,1305,307,0.23524904214559386,136,171,7,0.0053639846743295016,0.5374592833876222,0.0020686658955220262,0.007454906098966126,0.010905912148976809,0.42375478927203064,0.2467432950191571,0.6081846665056154,0.1319047619047619,True,False,-0.3010317311183693,-0.19097972401225294
drawdown_from_60d_high,oos_ext,q40-q60,508,87,0.17125984251968504,30,57,0,0.0,0.4827586206896552,0.0013512624686590636,0.008634515498473645,0.011622978441595332,0.4409448818897638,0.25393700787401574,0.6081846665056154,0.1319047619047619,True,False,-0.19097972401225294,-0.1247819409154689
drawdown_from_60d_high,oos_ext,q60-q80,624,114,0.18269230769230768,9,105,0,0.0,0.42105263157894735,0.001419709999597044,0.004917853592738076,0.009421803769971713,0.453525641025641,0.28525641025641024,0.6081846665056154,0.1319047619047619,True,False,-0.1247819409154689,-0.06925701934832415
drawdown_from_60d_high,oos_ext,q80-q100,490,98,0.2,3,95,0,0.0,0.3163265306122449,0.0024425739783881166,0.009000289619514568,0.017931547219203967,0.4857142857142857,0.28775510204081634,0.6081846665056154,0.1319047619047619,True,False,-0.06925701934832415,0.0
rebound_from_recent_low_20,train_ext,q0-q20,2157,443,0.20537783959202596,315,128,33,0.015299026425591099,0.4785553047404063,0.0013262484445615542,0.00332928677023911,0.004073077877395415,0.4789915966386555,0.33473389355742295,0.43124401368158766,0.0550767531693421,True,True,0.0,0.06793155647449925
rebound_from_recent_low_20,train_ext,q20-q40,2156,540,0.2504638218923933,331,209,18,0.008348794063079777,0.5222222222222223,0.00038051129065427814,0.002418488458043285,0.008703794944256053,0.4269087523277467,0.30121042830540035,0.43124401368158766,0.0550767531693421,True,True,0.06793155647449925,0.12209145644126097
rebound_from_recent_low_20,train_ext,q40-q60,2156,430,0.19944341372912802,221,209,0,0.0,0.5488372093023256,0.0025408743540156656,0.010392774027239616,0.017350564024748757,0.543549138332557,0.35398230088495575,0.43124401368158766,0.0550767531693421,True,True,0.12209145644126097,0.20581011067023075
rebound_from_recent_low_20,train_ext,q60-q80,2156,477,0.2212430426716141,153,324,0,0.0,0.3941299790356394,0.0022499487555414973,0.0029634235192839645,0.00648954773860208,0.4369747899159664,0.2707749766573296,0.43124401368158766,0.0550767531693421,True,True,0.20581011067023075,0.36750426441192835
rebound_from_recent_low_20,train_ext,q80-q100,2157,549,0.2545201668984701,217,332,18,0.008344923504867872,0.4207650273224044,0.001680123902734225,0.006995760167380399,0.012531800568038888,0.4017815283638069,0.2517580872011252,0.43124401368158766,0.0550767531693421,True,True,0.36750426441192835,127.9272
rebound_from_recent_low_20,validation_ext,q0-q20,830,107,0.12891566265060242,92,15,0,0.0,0.1308411214953271,0.004370790287721772,0.013124644342798258,0.015002269322050983,0.536144578313253,0.42771084337349397,0.43124401368158766,0.0550767531693421,True,True,0.0,0.06793155647449925
rebound_from_recent_low_20,validation_ext,q20-q40,992,284,0.2862903225806452,204,80,0,0.0,0.43309859154929575,-0.00023853493217923,-0.0018190466147490754,-0.006540753812621882,0.4173387096774194,0.28326612903225806,0.43124401368158766,0.0550767531693421,True,True,0.06793155647449925,0.12209145644126097
rebound_from_recent_low_20,validation_ext,q40-q60,1222,291,0.2381342062193126,207,84,0,0.0,0.5085910652920962,0.0007894746749278291,0.0012006618848212668,-0.0009799927096343956,0.41898527004909986,0.3019639934533552,0.43124401368158766,0.0550767531693421,True,True,0.12209145644126097,0.20581011067023075
rebound_from_recent_low_20,validation_ext,q60-q80,1424,418,0.29353932584269665,234,184,0,0.0,0.45454545454545453,0.001323135449267949,0.004194258178798546,0.002212246116342254,0.3771067415730337,0.24929775280898878,0.43124401368158766,0.0550767531693421,True,True,0.20581011067023075,0.36750426441192835
rebound_from_recent_low_20,validation_ext,q80-q100,3069,776,0.25285109156076896,397,379,80,0.02606712284131639,0.46005154639175255,0.002371815813561651,0.007687780989690882,0.01264554800873718,0.47539915281850764,0.3473444118605409,0.43124401368158766,0.0550767531693421,True,True,0.36750426441192835,127.9272
rebound_from_recent_low_20,oos_ext,q0-q20,1085,164,0.15115207373271888,117,47,11,0.010138248847926268,0.47560975609756095,0.0026510299298633053,0.0061510739650011545,0.01233652715249789,0.40921658986175113,0.23870967741935484,0.43124401368158766,0.0550767531693421,True,True,0.0,0.06793155647449925
rebound_from_recent_low_20,oos_ext,q20-q40,1257,235,0.1869530628480509,96,139,15,0.011933174224343675,0.49361702127659574,0.0014056149740358727,0.0029336992211962663,0.006975063867036361,0.3715194908512331,0.2211614956245028,0.43124401368158766,0.0550767531693421,True,True,0.06793155647449925,0.12209145644126097
rebound_from_recent_low_20,oos_ext,q40-q60,1041,203,0.19500480307396734,64,139,3,0.002881844380403458,0.4433497536945813,-2.9509489534140605e-05,0.006739095162098706,0.011489842828104096,0.425552353506244,0.27089337175792505,0.43124401368158766,0.0550767531693421,True,True,0.12209145644126097,0.20581011067023075
rebound_from_recent_low_20,oos_ext,q60-q80,1145,246,0.21484716157205241,79,167,20,0.017467248908296942,0.4634146341463415,0.0010171067902857004,0.007233802136884669,0.012684262419673768,0.4069868995633188,0.2663755458515284,0.43124401368158766,0.0550767531693421,True,True,0.20581011067023075,0.36750426441192835
rebound_from_recent_low_20,oos_ext,q80-q100,1116,262,0.23476702508960573,84,178,13,0.011648745519713262,0.3969465648854962,0.0011234847723657867,9.341659655715383e-06,0.0007160114821802104,0.39336917562724016,0.2060931899641577,0.43124401368158766,0.0550767531693421,True,True,0.36750426441192835,127.9272
rebound_from_recent_low_60,train_ext,q0-q20,2100,573,0.27285714285714285,451,122,9,0.004285714285714286,0.5410122164048866,0.001162848355354251,0.0033991876813529867,0.006322200441624285,0.45571428571428574,0.3157142857142857,0.08668903077681583,0.10436594818793771,False,False,0.0,0.1621134893997723
rebound_from_recent_low_60,train_ext,q20-q40,2099,403,0.19199618866126728,207,196,42,0.020009528346831826,0.47890818858560796,0.001526462973969367,0.004511632173570271,0.008319543736527334,0.422285987565758,0.2845528455284553,0.08668903077681583,0.10436594818793771,False,False,0.1621134893997723,0.2921570839663583
rebound_from_recent_low_60,train_ext,q40-q60,2101,354,0.16849119466920515,168,186,3,0.0014278914802475012,0.4943502824858757,0.0016833426789951025,0.005054604073543769,0.010862867893734326,0.44163887565507387,0.28299190090519294,0.08668903077681583,0.10436594818793771,False,False,0.2921570839663583,0.4340339531123687
rebound_from_recent_low_60,train_ext,q60-q80,2098,544,0.25929456625357483,174,370,3,0.0014299332697807435,0.3235294117647059,0.0017089785385716186,0.005984152178499948,0.011404751948354237,0.4947569113441373,0.3145853193517636,0.08668903077681583,0.10436594818793771,False,False,0.4340339531123687,0.7861621530049889
rebound_from_recent_low_60,train_ext,q80-q100,2100,477,0.22714285714285715,151,326,12,0.005714285714285714,0.4591194968553459,0.0021852575933334582,0.008908668911051729,0.015731575500506655,0.4583732057416268,0.2885167464114832,0.08668903077681583,0.10436594818793771,False,False,0.7861621530049889,135.8656
rebound_from_recent_low_60,validation_ext,q0-q20,1131,283,0.2502210433244916,247,36,0,0.0,0.2826855123674912,0.0023350514238842717,0.0047905733317000175,0.004854204171215955,0.41025641025641024,0.3191865605658709,0.08668903077681583,0.10436594818793771,False,False,0.0,0.1621134893997723
