policy_name,month,trade_count,long_count,short_count,active_symbol_count,no_cost_net_pnl,net_pnl,fee_total,slippage_total,cost_drag,win_rate,profit_factor,avg_win,avg_loss,avg_trade_net_pnl,median_trade_net_pnl,max_drawdown,max_ddpercent,return_drawdown_ratio,sharpe_like,avg_holding_minutes,median_holding_minutes,top_5pct_trade_pnl_contribution,best_trade,worst_trade,largest_symbol_pnl_share,portfolio_turnover,max_concurrent_positions
v3_1d_donchian_20_10_atr4,2025-03,2,0,2,2,-0.10032999999999971,-0.1093493549999997,0.008939355000000001,8e-05,0.009019354999999993,0.5,0.07793995646181366,0.00924309000000001,-0.11859244499999971,-0.05467467749999985,-0.05467467749999985,0.11859244500010391,0.0023718445153676137,-0.9220600435373763,-1.209705430323033,39600.0,39600.0,-0.084528070604532,0.00924309000000001,-0.11859244499999971,1.0,17.87871,2
v3_1d_donchian_20_10_atr4,2025-04,3,0,3,3,-0.05039999999999967,-0.061233239999999856,0.010713240000000002,0.00012000000000000002,0.010833240000000188,0.3333333333333333,0.9380171847701514,0.926673485,-0.49395336249999994,-0.020411079999999953,-0.013372310000000004,0.9879067250003573,0.019758134500007147,-0.06198281522982619,-0.0455474112478586,53760.0,27360.0,-15.133504041269125,0.926673485,-0.9745344149999998,1.0,21.426480000000005,3
v3_1d_donchian_20_10_atr4,2025-05,2,2,0,1,-0.0301,-0.030472899999999997,0.0002929,8e-05,0.0003728999999999989,0.0,0.0,,-0.015236449999999999,-0.015236449999999999,-0.015236449999999999,0.030472899999949732,0.0006094579999989946,-1.0000000000016496,-10.048098334263459,23760.0,23760.0,0.4296278004390789,-0.013092005000000006,-0.017380894999999993,1.0,0.5858,1
v3_1d_donchian_20_10_atr4,2025-06,3,2,1,3,0.8605999999999996,0.8486716599999995,0.01180834,0.00012000000000000002,0.011928340000000093,0.6666666666666666,103.41803206478134,0.4284790049999998,-0.008286349999999987,0.2828905533333332,0.12020318000000013,0.008286350000162201,0.00016572700000324402,102.41803206277639,1.5067563281109608,56160.0,64800.0,0.8681270563459134,0.7367548299999994,-0.008286349999999987,0.8597327073236642,23.616680000000002,3
v3_1d_donchian_20_10_atr4,2025-07,3,0,3,3,-0.8820900000000002,-0.8885391750000002,0.004369175,0.0020800000000000003,0.006449175000000085,0.0,0.0,,-0.29617972500000006,-0.29617972500000006,-0.38132475000000005,0.8885391750000053,0.017770783500000106,-0.9999999999999942,-2.7967730093885748,26880.0,27360.0,0.046598671352897844,-0.04140474499999999,-0.46580968000000017,0.5242421416028168,8.738349999999999,3
v3_1d_donchian_20_10_atr4,2025-08,3,3,0,3,0.4021999999999997,0.3872950999999997,0.014784900000000002,0.00012000000000000002,0.014904899999999999,0.6666666666666666,2.1228685866029573,0.3661054425,-0.34491578500000025,0.12909836666666658,0.010599240000000001,0.34491578500001197,0.006897305643546363,1.122868586602919,0.5042992825530919,40800.0,34560.0,1.863208816739485,0.721611645,-0.34491578500000025,0.98552433429066,29.5698,3
v3_1d_donchian_20_10_atr4,2025-09,5,3,2,3,-0.7908799999999987,-0.8043833799999986,0.011343380000000002,0.0021600000000000005,0.013503379999999954,0.4,0.001410790895518578,0.0005682099999999719,-0.26850659999999954,-0.16087667599999972,-0.013744564999999235,0.8046314299999722,0.016092628599999444,-0.9996917222087962,-1.3904635622081403,34847.4,24479.0,-0.0011044111826377786,0.0008883699999999722,-0.67013675,1.0,22.686760000000003,3
v3_1d_donchian_55_20_atr5,2025-04,2,0,2,2,-0.44536999999999943,-0.45454777499999943,0.009097775,8e-05,0.009177774999999999,0.0,0.0,,-0.22727388749999972,-0.22727388749999972,-0.22727388749999972,0.4545477749998099,0.009090955499996198,-1.000000000000417,-1.4212046855058487,81360.0,81360.0,0.002459576443862257,-0.0011179949999999999,-0.45342977999999945,0.9975404235561378,18.19555,2
v3_1d_donchian_55_20_atr5,2025-05,1,0,1,1,0.021460000000000038,0.01935363000000004,0.00206637,4e-05,0.0021063699999999998,1.0,,0.01935363000000004,,0.01935363000000004,0.01935363000000004,0.0,0.0,,,93600.0,93600.0,1.0,0.01935363000000004,0.01935363000000004,1.0,4.13274,1
v3_1d_donchian_55_20_atr5,2025-06,2,2,0,2,-0.3113600000000007,-0.3236920200000007,0.012252020000000002,8e-05,0.012332019999999999,0.0,0.0,,-0.16184601000000035,-0.16184601000000035,-0.16184601000000035,0.32369201999972574,0.006473840399994516,-1.0000000000008493,-6.158312278023603,64080.0,64080.0,0.385178479222317,-0.12467920000000009,-0.19901282000000062,0.614821520777683,24.504040000000003,2
