regime,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mfe_atr_mean,mae_atr_median,mae_atr_mean,take_profit_first_rate,stop_first_rate
long,903,-0.0005986746745590229,-0.00015558354102262597,0.0018463880568779668,0.0007750653897515794,0.0022224483733713366,0.0012092331481563714,0.4363233665559247,-0.0007094467345801861,-0.00031239492441708646,0.002970630650108168,0.0014428346393806943,0.0031869552235863287,0.001879793056410484,0.4318936877076412,-0.0007349282539787631,-0.0003377039367785287,0.00402662896098907,0.002007972552961428,0.004092483878229465,0.0025035302880611608,0.44629014396456257,-0.0008041960121894232,-0.00035451830576302553,0.005689416862323381,0.0031902186230849095,0.005626045343153679,0.003331097429509209,0.4496124031007752,-0.0006231439924075234,-0.0005092603713756537,0.00801312686703275,0.005315558468566819,0.007704037722124159,0.0045247168999773,0.4629014396456257,5.2200716216912015,8.33561888548436,5.022250633010964,7.919624802117865,0.3576965669988926,0.6400885935769657
short,874,-0.0009326693636629326,-0.0001640363629106739,0.0023626649486805547,0.0009663627058508478,0.0029505329665499083,0.0014328326851606472,0.4496567505720824,-0.0012096270241780827,-0.0004278136488113454,0.0036669195436029906,0.0018115210413109407,0.004249186539350248,0.00232627259036929,0.4279176201372998,-0.0011460631441832256,-0.0005831202870332005,0.005127010230148379,0.0027417859534318604,0.005461171872053752,0.0031244286201961868,0.43249427917620137,-0.0012106802066503238,-0.000786868080750977,0.007123683822455237,0.003868305227220637,0.00701458596034665,0.004049615085615228,0.4302059496567506,-0.0008452406973303095,-0.0007306914420150324,0.009807658939206005,0.006711191602973838,0.00923579297444954,0.00596537728190387,0.4439359267734554,5.262939679098839,8.987480745951009,5.03478740141968,6.707592601884462,0.3524027459954233,0.6453089244851259
