breakout_distance_bucket,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mae_atr_median,take_profit_first_rate,stop_first_rate,mfe_atr_mean,mae_atr_mean
<=0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0.25,741,-0.00016699842667159288,-8.058776740483412e-05,0.002056574980311097,0.000902896178268151,0.001888021649779056,0.0012248750025099897,0.46963562753036436,-0.0002441636039918478,-8.575031525851197e-05,0.0032983543957298927,0.0015647849178566009,0.0029626535657236047,0.001938806547662095,0.48313090418353577,-0.00027134494089422725,-0.00021814825691155462,0.004617688826789219,0.0022493468567669765,0.003963665782931334,0.0025496162318497206,0.46153846153846156,-0.0004218127646721391,-0.0002859736158255312,0.006573022443726835,0.0035281853901050135,0.005594170230130886,0.0034941554095837056,0.4682860998650472,-0.00046328629945468434,-0.0004791914387634115,0.009061933760991507,0.005805183526077616,0.00795636164039298,0.00483078459818777,0.46288798920377866,5.307317757796981,4.622626163634703,0.3643724696356275,0.6329284750337382,8.237556087608413,7.179472672566724
0.25-0.5,452,-3.204255184602607e-06,-3.959553798255887e-05,0.0019740690945467777,0.0008709337820597299,0.0017519061118319518,0.0011959029033266262,0.48672566371681414,-0.00035004459618651106,-0.00040281000157263197,0.0032238555742845243,0.0016582869224345245,0.00283188641158942,0.001977833846737708,0.415929203539823,-0.00011751532969376991,-0.00015938606366599828,0.004532793991216678,0.0022461180475602206,0.0037673632115672023,0.002694176477793215,0.4646017699115044,-2.880058357857335e-05,-0.00017744010304458248,0.006657146947335934,0.003781735147876461,0.005157626178494921,0.0034996531761053457,0.4690265486725664,5.966147283880572e-05,-0.0003838855006142027,0.008864787709545754,0.005608924049365029,0.00732183485854452,0.004606706551727674,0.4690265486725664,5.238321859507448,4.616640579138625,0.34292035398230086,0.6526548672566371,8.772025125492295,6.8589553315378655
0.5-1,342,-0.0005383745332382575,-0.00012841141391195553,0.0019028358981683863,0.0008721010940997179,0.002261689652659188,0.0011839475949823922,0.4590643274853801,-0.0005812202077012607,-0.00020189808882519172,0.0034255032311441566,0.0016067096126525884,0.003262445501768377,0.001826391096235076,0.4444444444444444,-0.0003478451601066256,-0.0001797293064774463,0.0048276225752414475,0.0024961487094548843,0.004248574358004504,0.002395570821890591,0.49122807017543857,-0.0005599685744509231,-0.00030609786958403387,0.006331481988967199,0.003868305227220637,0.005624388581011743,0.0032897628214750008,0.47076023391812866,-0.00010094135415224443,-5.767795905587441e-05,0.009210653727628427,0.006361529238539984,0.007443598806173516,0.004614086053686697,0.48830409356725146,6.774257312798957,5.2189702532800695,0.4152046783625731,0.5847953216374269,9.818348661923816,7.0972431642641025
1-2,126,-0.0019453200077168863,-0.0006244329799864144,0.0017498912898471527,0.0005500745190260157,0.0038786776786561557,0.0015256892490953097,0.30952380952380953,-0.0027476105235283025,-0.000883270492553397,0.0024182889559573252,0.0009994721038309692,0.005583751222436387,0.0024794165902232443,0.31746031746031744,-0.0033672095296547935,-0.0014598859428972572,0.0031395104640709486,0.0013582711276696547,0.006993068544370515,0.003371951691409825,0.2698412698412698,-0.0037073152603592867,-0.0020846248613995795,0.004674310690489826,0.0022428249608967576,0.008933000029971765,0.00440841406936579,0.2857142857142857,-0.0021731342636693903,-0.0015031121780373106,0.007283179599865577,0.0033901203529778864,0.010633353204623122,0.006841729302064956,0.4126984126984127,3.5500952939829746,6.973951855466709,0.29365079365079366,0.7063492063492064,8.536612972534268,8.654965155108016
>2,116,-0.0069079972941491225,-0.008031407723750387,0.003834483704031147,0.0009272297847965503,0.00976327448417669,0.010225270145606005,0.19827586206896552,-0.007014851684697354,-0.008080743264521916,0.004395494119330257,0.0016335153899672624,0.011180703762234418,0.01103031866806587,0.22413793103448276,-0.007481762290015394,-0.008640407599599772,0.005171528871004747,0.0038549271922774537,0.012883737710409196,0.012189265539181152,0.23275862068965517,-0.0068975120857963455,-0.007409626349108789,0.006290284907568644,0.00488613854822534,0.014529663814841328,0.01328186142074991,0.22413793103448276,-0.005834261828409417,-0.006834715612482092,0.008777985411683165,0.00670576718220954,0.016708469790171012,0.014845264308288156,0.27586206896551724,3.158986770088532,7.206804154888394,0.23275862068965517,0.7672413793103449,7.583182163758144,9.274459469055707
unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
