hour,entry_count,future_return_5m_mean,future_return_5m_median,mfe_5m_mean,mfe_5m_median,mae_5m_mean,mae_5m_median,future_return_5m_positive_rate,future_return_15m_mean,future_return_15m_median,mfe_15m_mean,mfe_15m_median,mae_15m_mean,mae_15m_median,future_return_15m_positive_rate,future_return_30m_mean,future_return_30m_median,mfe_30m_mean,mfe_30m_median,mae_30m_mean,mae_30m_median,future_return_30m_positive_rate,future_return_60m_mean,future_return_60m_median,mfe_60m_mean,mfe_60m_median,mae_60m_mean,mae_60m_median,future_return_60m_positive_rate,future_return_120m_mean,future_return_120m_median,mfe_120m_mean,mfe_120m_median,mae_120m_mean,mae_120m_median,future_return_120m_positive_rate,mfe_atr_median,mfe_atr_mean,mae_atr_median,mae_atr_mean,take_profit_first_rate,stop_first_rate
10,92,-0.000847580737007734,4.164908069274719e-05,0.002201771608851997,0.000842600640411587,0.002605551308348005,0.0010597669397231523,0.5217391304347826,-0.0012457930113992592,-0.00019635793253349593,0.0029572823757920037,0.001479354225051204,0.003839843612999877,0.0017754474677651212,0.42391304347826086,-0.001475948487674674,-0.00026481552905925686,0.0040367664881253325,0.0022017199150778924,0.004841470233351313,0.0024328620365914686,0.44565217391304346,-0.0015321128140565147,-8.714156808482682e-05,0.00535794173028443,0.003297239624563122,0.006398058291454543,0.003231101389904794,0.4891304347826087,0.0002770370372836702,0.0007033934822366775,0.008040226505660927,0.006176528635831352,0.007628345621489011,0.003997192872825703,0.5760869565217391,5.928137881459237,8.902711424436218,4.204074307441193,6.3602376839515316,0.41304347826086957,0.5869565217391305
11,93,-0.0009052304346318992,-2.8836560144413495e-05,0.001448148202665121,0.0009210622840715124,0.0024167410462105888,0.0012741682837303287,0.4731182795698925,-0.0011288329330002497,-0.0003696385676144534,0.002585075647851764,0.0016127864654104675,0.0032353187520762217,0.0018036984551537472,0.43010752688172044,-0.0008079908103039362,-0.0002830553806517206,0.003588720120072881,0.002259865706590141,0.004007812457024601,0.002458708376575828,0.45161290322580644,2.3920509908527573e-05,0.00030023292091379595,0.005154254631617083,0.003406268128337535,0.005089741770233506,0.00318512469912627,0.5376344086021505,-0.00046553091431323756,-0.0002626740215392071,0.007616724982170412,0.0051506641329754025,0.006416477724426106,0.004074362968992697,0.45161290322580644,5.334871929998798,7.783330636061101,4.09668640362737,6.075268518438389,0.3548387096774194,0.6451612903225806
12,102,-0.0006818802067023269,1.1824101605308321e-05,0.0016293250186111274,0.0009187041808027491,0.001884880320656247,0.0010718772021261922,0.5,-0.0010678096122422511,-4.209330974625739e-06,0.0031872060199331794,0.0015148297047855325,0.0031164626455536418,0.0015325146316598828,0.5,-0.0008072765955063596,4.014056036213262e-05,0.004055464220547449,0.0022160346251536202,0.004191491444013627,0.0021591478497525332,0.5098039215686274,-0.000762320628759109,-0.00019265169758549925,0.005687098375223639,0.0032110517878474404,0.0054245758479992395,0.0026232775066992713,0.46078431372549017,-0.0017364131419725928,-0.0015308351119914256,0.007954088655727283,0.0050342439204369045,0.007756057650782168,0.0043546736265079825,0.4215686274509804,6.1282395133309375,8.615043823796462,5.274443278357552,8.149817658379696,0.43137254901960786,0.5686274509803921
13,77,-0.0021458221972430447,-0.00039154588038517034,0.0015600437944553042,0.0005170325588023054,0.0035145813538266543,0.0012197236182192668,0.37662337662337664,-0.002586846261933886,-0.0006364976533721218,0.0021992589697073265,0.001025501501627165,0.004699140105156225,0.002051842672737275,0.33766233766233766,-0.002548027878257043,-0.000948671005077984,0.003137829325363833,0.0016438525256577486,0.005559600297341289,0.002956062568496534,0.35064935064935066,-0.002636526800774834,-0.0012652731823424282,0.004967739296071771,0.0024649508394059324,0.007374655517733802,0.003821033714661254,0.33766233766233766,-0.00190677941970561,-0.0003805865957605245,0.007400660835157031,0.003639201279525954,0.00994985000900824,0.005269147837484413,0.45454545454545453,4.770044539117806,7.402801521841973,6.894468789542856,9.068561041329902,0.35064935064935066,0.6493506493506493
14,62,-0.0004188752945639417,-0.00014888213867285047,0.0019718875880700894,0.0010557244724504486,0.0016742000898341295,0.0010233907930430463,0.41935483870967744,-0.0002941174882851057,-5.690616486366031e-05,0.0030766497470558402,0.0015973894957263296,0.00257809793797206,0.0016079996592889547,0.46774193548387094,-0.00033754670500577174,-0.00028272555453624196,0.0043901262893498655,0.002320869318625249,0.003348172070842337,0.002120631642193431,0.46774193548387094,-0.00039416798468093825,-5.9676290629663106e-05,0.006281089548760932,0.003346360574582626,0.004419056211744691,0.0026764869695756876,0.4838709677419355,-0.0008131639101977846,-0.00039003411060738863,0.008826201656844992,0.005569812633741865,0.007075115366181472,0.0036505391555573864,0.46774193548387094,5.627360997173147,10.242813717430463,5.091578369821001,6.5981187561004075,0.41935483870967744,0.5806451612903226
15,50,-0.00012319946298076066,-0.00019570730586588713,0.0012832187847535655,0.0006887340479325942,0.001542113082840179,0.0011313968302413902,0.38,-0.0002765007762374995,-0.00013059811339337797,0.00222520882990856,0.0011723191174907626,0.0022810647787353915,0.0017040441285966633,0.48,-0.0009893497921585105,-0.0004858517399831375,0.0032940503142676893,0.0016573136016982308,0.004539511753722845,0.0026289165384258033,0.44,-0.0013033176431656115,-0.00024835144847515475,0.005424453307294175,0.0029921302330338214,0.00604507169340288,0.0033702904848810387,0.48,-1.5240709131015891e-05,0.00021860199054396563,0.008423623860114929,0.007244568507372258,0.007299352235644871,0.0038479480602804685,0.52,9.396562276309677,11.719306477378952,5.655229558156922,10.153802673143268,0.32,0.68
16,43,-0.0015099769306692516,-0.0002870018999730916,0.0020313222141045517,0.0006080816208100889,0.002907885700800507,0.0014629865534323803,0.4186046511627907,-0.0014596196627597023,-0.0005159696158012045,0.002692448539332733,0.0010478576391490886,0.0035608803991479384,0.001923295999770048,0.3488372093023256,-0.0017025756999844558,-0.0004702717030390952,0.0037375809955407734,0.001406723199880726,0.004336822313645365,0.0024827496131273052,0.3953488372093023,-0.0025160179997690438,-0.0015153427178064343,0.004813549568946152,0.001737817017848319,0.005968685460702292,0.00323788343227408,0.37209302325581395,-0.0012872557462326414,-0.0011715068493150047,0.008809783059576992,0.004634297432391957,0.008454858379717349,0.005672843914944339,0.3953488372093023,5.879744052721114,12.827306114569685,5.990974043269287,8.617294352533657,0.23255813953488372,0.7441860465116279
17,39,-0.001021175218004628,4.976006319531043e-05,0.002647317856354213,0.0012166909970084201,0.0025478947221161687,0.0014791574702192522,0.5897435897435898,-0.00040074705438571736,0.00018138810410408607,0.005223894004112291,0.0029909075242937934,0.0032666163480634877,0.001880206680653797,0.5384615384615384,-0.0005617407682237172,0.0003691920013172875,0.006715544835484897,0.004051553627257066,0.004213964607707837,0.0023701079460786375,0.5384615384615384,-0.0010296775320967348,0.0001635652552348467,0.008424845148523189,0.005000286385245432,0.005086624193488505,0.0025137587219212837,0.5384615384615384,0.001291884175915963,-2.4470419341360096e-05,0.011874554608856879,0.013180427207406267,0.007411021304494554,0.0036739133479294314,0.48717948717948717,10.238341229707073,18.869573322460727,4.670282087124995,9.906837832836676,0.4358974358974359,0.5641025641025641
18,37,-0.002518444338168971,-0.0003917492552024943,0.002253741428822151,0.000874707942369332,0.004031867585953294,0.0012810069496773438,0.35135135135135137,-0.0021584079354995105,-0.0006360543746585245,0.003144685885334387,0.0012885681244017295,0.004800938460017874,0.002513512401557259,0.35135135135135137,-0.002186049952759341,-0.0004554365828477537,0.0058871393856777835,0.0021423243551564708,0.005884959870969783,0.0030159503250601783,0.40540540540540543,-0.002048731045404015,-0.0008924612657569259,0.008411015428367103,0.006708745514056516,0.008781709798873405,0.004300430043004301,0.32432432432432434,-0.0016820829256277826,-0.0012971311475410432,0.00974913579342276,0.007429569355556574,0.011653839092610002,0.013390263346349799,0.40540540540540543,4.569763184489418,13.38519768948054,7.562034733076203,11.252137357959912,0.35135135135135137,0.6486486486486487
19,33,-0.001496662272996225,-0.00019563097754096972,0.002438289823872163,0.0008051734945039265,0.0034934001145960764,0.0010965835424068125,0.42424242424242425,-0.0014489834382580542,-0.0008783001513993216,0.0036539343520573726,0.0009941581004353876,0.004440854964196762,0.002066442574185789,0.36363636363636365,-0.0011035143369966958,-0.0006070131810023539,0.004775942329079538,0.0019417415111244911,0.004963739280619496,0.0030101916777885256,0.42424242424242425,-0.0002203707088511399,-0.0002435000700062701,0.005576961848500631,0.0027515638771253566,0.005939456342151231,0.0037461596004616416,0.48484848484848486,-0.001081012275233684,0.000522000240301969,0.008787189817368772,0.006466868129908119,0.008941372995286629,0.005964327223679472,0.5454545454545454,5.400703492842379,11.490477168634964,4.352570458332238,9.930452200209205,0.42424242424242425,0.5757575757575758
20,25,-0.0011994327900171698,-0.00014211661741996156,0.0010490330404974303,0.0006435901163097514,0.0024131425253810625,0.0016731039092579946,0.44,-0.0011238470307697928,-0.00026229334755729244,0.0015744129348178536,0.0012780478650304401,0.0030900971416151298,0.002457042669890866,0.48,-0.0013718415989883268,-0.0007300090995531422,0.0024169462315255675,0.0018422898746738203,0.0036291708211302364,0.002457042669890866,0.32,-0.000955258837876139,-0.00022314755498605785,0.0065045467067669175,0.003361538642363504,0.006823568930923412,0.004037980603053871,0.48,0.0007926725239777356,0.0006770370910919242,0.010049204794267378,0.0056163234469004675,0.008538740517325744,0.004955019395631944,0.52,6.235201675666066,12.123862364421091,5.045923943735965,8.913313463781146,0.24,0.76
21,22,-0.0016093429493204184,-0.0005982272767732237,0.0022105374990529034,0.0006028637402555861,0.0031228258757871803,0.0016811644348601793,0.4090909090909091,-0.0008502358501470982,-0.0008831877265537986,0.003403554167504441,0.0017161812337943927,0.004158617129822263,0.002440385701302565,0.36363636363636365,-0.0015382384440643588,-0.0010282677744312743,0.0052321130548410736,0.0024237958408720303,0.006106605739807921,0.003340627961575469,0.36363636363636365,-0.00019441973091475356,-4.953741551133126e-05,0.00875955030916489,0.00775618585294187,0.00763905995696969,0.003659864646073427,0.5,-0.0037149534488919392,-0.0004627886515136786,0.01291101370016775,0.01127686275049084,0.01269541407116369,0.005383235373647228,0.45454545454545453,8.881233217374195,11.794646396723754,5.610188205965187,8.963285131856786,0.2727272727272727,0.7272727272727273
22,18,-0.000875446305151323,-0.00012221660072438405,0.002665302274418969,0.0015052181622066878,0.003098362105995281,0.001053842003933402,0.4444444444444444,-0.0016295185672168685,-0.00034802519950138364,0.004304352703619481,0.0015052181622066878,0.00445000951812077,0.001969011330041016,0.4444444444444444,-0.0024567038713879273,-0.0004381790438051713,0.005252198780328213,0.0029702245951511407,0.005159239563812123,0.002635435734111743,0.4444444444444444,-0.0027592259681310243,-0.000430143531778591,0.008104446852782634,0.0045955781809110235,0.006835625825154308,0.0034314935137903886,0.5,-0.005291022551248464,-0.0009909072799834727,0.010497451419156756,0.009653650661161748,0.014372189500368473,0.009317451079656518,0.2777777777777778,9.055038830984467,16.62702740525267,9.320861891394259,12.391097987119439,0.5,0.5
23,7,-0.0017464424860651497,-0.00015045448910632248,0.0018776254598489605,0.0010740441425862253,0.003411917380562138,0.001679368769250493,0.42857142857142855,-0.002794853511892298,-0.0002564083546741769,0.004506722822558448,0.00315318703929941,0.006769158413312594,0.0031413720132311847,0.2857142857142857,-0.003028975619187179,-0.002118017772701349,0.004821439179888923,0.00315318703929941,0.006984455186996621,0.0038820290510138493,0.42857142857142855,-0.00739947864985808,-0.003800565157918908,0.006202612654417403,0.00315318703929941,0.012555319811688814,0.013251133360224926,0.14285714285714285,-0.004300712946693311,-0.0020041912353872355,0.007366912818939844,0.006718303782384485,0.014473885829969326,0.013369135274745819,0.14285714285714285,5.101536097120163,9.699481988824884,12.025286347720849,12.53378389428899,0.2857142857142857,0.7142857142857143
